cuda is available
USING : cuda
Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.7004 | Acc : 0.4885
     Batch 025 | Loss : 0.3435 | Acc : 0.8387
     Batch 030 | Loss : 0.3682 | Acc : 0.8259
     Batch 035 | Loss : 0.4271 | Acc : 0.7911
     Batch 040 | Loss : 0.3763 | Acc : 0.8264
     Batch 045 | Loss : 0.4091 | Acc : 0.8059
     Batch 050 | Loss : 0.4390 | Acc : 0.7924
     Batch 055 | Loss : 0.4538 | Acc : 0.7814
     Batch 060 | Loss : 0.4426 | Acc : 0.7854
     Batch 065 | Loss : 0.3941 | Acc : 0.8098
     Batch 070 | Loss : 0.3646 | Acc : 0.8262
     Batch 075 | Loss : 0.3628 | Acc : 0.8301
     Batch 080 | Loss : 0.3724 | Acc : 0.8225
     Batch 085 | Loss : 0.4123 | Acc : 0.8042
     Batch 090 | Loss : 0.4015 | Acc : 0.8078
     Batch 095 | Loss : 0.3345 | Acc : 0.8483
     Batch 100 | Loss : 0.3548 | Acc : 0.8354
     Batch 105 | Loss : 0.3507 | Acc : 0.8395
     Batch 110 | Loss : 0.3946 | Acc : 0.8164
     Batch 115 | Loss : 0.3951 | Acc : 0.8049
     Batch 120 | Loss : 0.3544 | Acc : 0.8351
     Batch 125 | Loss : 0.3351 | Acc : 0.8402
     Batch 130 | Loss : 0.3689 | Acc : 0.8278
     Batch 135 | Loss : 0.3593 | Acc : 0.8378
     Batch 140 | Loss : 0.4094 | Acc : 0.8037
     Batch 145 | Loss : 0.3331 | Acc : 0.8456
     Batch 150 | Loss : 0.4162 | Acc : 0.7980
Epoch 00005 | Train Loss : 0.3773 | Eval Loss : 0.3873 | Train acc : 0.8223 | Eval Acc : 0.8123 | Eval Log. Respected : 0.9383
     Batch 000 | Loss : 0.3632 | Acc : 0.8311
     Batch 005 | Loss : 0.3756 | Acc : 0.8211
     Batch 010 | Loss : 0.3728 | Acc : 0.8247
     Batch 015 | Loss : 0.3878 | Acc : 0.8135
     Batch 020 | Loss : 0.3917 | Acc : 0.8081
     Batch 025 | Loss : 0.3273 | Acc : 0.8500
     Batch 030 | Loss : 0.3768 | Acc : 0.8232
     Batch 035 | Loss : 0.4663 | Acc : 0.7748
     Batch 040 | Loss : 0.3758 | Acc : 0.8248
     Batch 045 | Loss : 0.3226 | Acc : 0.8549
     Batch 050 | Loss : 0.3901 | Acc : 0.8154
     Batch 055 | Loss : 0.3508 | Acc : 0.8361
     Batch 060 | Loss : 0.3660 | Acc : 0.8252
     Batch 065 | Loss : 0.3614 | Acc : 0.8293
     Batch 070 | Loss : 0.3673 | Acc : 0.8252
     Batch 075 | Loss : 0.4411 | Acc : 0.7841
     Batch 080 | Loss : 0.3770 | Acc : 0.8191
     Batch 085 | Loss : 0.3585 | Acc : 0.8295
     Batch 090 | Loss : 0.3666 | Acc : 0.8275
     Batch 095 | Loss : 0.3376 | Acc : 0.8492
     Batch 100 | Loss : 0.3396 | Acc : 0.8422
     Batch 105 | Loss : 0.3331 | Acc : 0.8439
     Batch 110 | Loss : 0.3962 | Acc : 0.8089
     Batch 115 | Loss : 0.3573 | Acc : 0.8361
     Batch 120 | Loss : 0.3745 | Acc : 0.8259
     Batch 125 | Loss : 0.3723 | Acc : 0.8233
     Batch 130 | Loss : 0.3485 | Acc : 0.8376
     Batch 135 | Loss : 0.3948 | Acc : 0.8097
     Batch 140 | Loss : 0.3621 | Acc : 0.8260
     Batch 145 | Loss : 0.3707 | Acc : 0.8229
     Batch 150 | Loss : 0.3502 | Acc : 0.8343
Epoch 00006 | Train Loss : 0.3716 | Eval Loss : 0.3932 | Train acc : 0.8251 | Eval Acc : 0.8129 | Eval Log. Respected : 0.9476
     Batch 000 | Loss : 0.3749 | Acc : 0.8228
     Batch 005 | Loss : 0.3504 | Acc : 0.8376
     Batch 010 | Loss : 0.3558 | Acc : 0.8394
     Batch 015 | Loss : 0.3371 | Acc : 0.8421
     Batch 020 | Loss : 0.3887 | Acc : 0.8156
     Batch 025 | Loss : 0.3821 | Acc : 0.8177
     Batch 030 | Loss : 0.3362 | Acc : 0.8551
     Batch 035 | Loss : 0.3760 | Acc : 0.8231
     Batch 040 | Loss : 0.4243 | Acc : 0.7995
     Batch 045 | Loss : 0.3633 | Acc : 0.8308
     Batch 050 | Loss : 0.3093 | Acc : 0.8599
     Batch 055 | Loss : 0.3680 | Acc : 0.8196
     Batch 060 | Loss : 0.4216 | Acc : 0.7948
     Batch 065 | Loss : 0.3733 | Acc : 0.8257
     Batch 070 | Loss : 0.4314 | Acc : 0.7964
     Batch 075 | Loss : 0.3281 | Acc : 0.8518
     Batch 080 | Loss : 0.4385 | Acc : 0.7918
     Batch 085 | Loss : 0.4166 | Acc : 0.7978
     Batch 090 | Loss : 0.4011 | Acc : 0.8105
     Batch 095 | Loss : 0.3986 | Acc : 0.8059
     Batch 100 | Loss : 0.4067 | Acc : 0.8008
     Batch 105 | Loss : 0.3597 | Acc : 0.8318
     Batch 110 | Loss : 0.3510 | Acc : 0.8323
     Batch 115 | Loss : 0.3630 | Acc : 0.8287
     Batch 120 | Loss : 0.3898 | Acc : 0.8103
     Batch 125 | Loss : 0.3925 | Acc : 0.8122
     Batch 130 | Loss : 0.3540 | Acc : 0.8302
     Batch 135 | Loss : 0.3244 | Acc : 0.8503
     Batch 140 | Loss : 0.3696 | Acc : 0.8229
     Batch 145 | Loss : 0.3561 | Acc : 0.8329
     Batch 150 | Loss : 0.3802 | Acc : 0.8288
Epoch 00007 | Train Loss : 0.3707 | Eval Loss : 0.3843 | Train acc : 0.8260 | Eval Acc : 0.8136 | Eval Log. Respected : 0.9317
     Batch 000 | Loss : 0.3477 | Acc : 0.8394
     Batch 005 | Loss : 0.3954 | Acc : 0.8138
     Batch 010 | Loss : 0.3653 | Acc : 0.8207
     Batch 015 | Loss : 0.3637 | Acc : 0.8296
     Batch 020 | Loss : 0.3857 | Acc : 0.8178
     Batch 025 | Loss : 0.3382 | Acc : 0.8401
     Batch 030 | Loss : 0.3471 | Acc : 0.8374
     Batch 035 | Loss : 0.5240 | Acc : 0.7685
     Batch 040 | Loss : 0.4013 | Acc : 0.8067
     Batch 045 | Loss : 0.3569 | Acc : 0.8381
     Batch 050 | Loss : 0.3671 | Acc : 0.8289
     Batch 055 | Loss : 0.4205 | Acc : 0.7956
     Batch 060 | Loss : 0.3684 | Acc : 0.8293
     Batch 065 | Loss : 0.3600 | Acc : 0.8323
     Batch 070 | Loss : 0.3724 | Acc : 0.8222
     Batch 075 | Loss : 0.3352 | Acc : 0.8443
     Batch 080 | Loss : 0.4186 | Acc : 0.7972
     Batch 085 | Loss : 0.3732 | Acc : 0.8200
     Batch 090 | Loss : 0.3777 | Acc : 0.8225
     Batch 095 | Loss : 0.3826 | Acc : 0.8120
     Batch 100 | Loss : 0.3210 | Acc : 0.8511
     Batch 105 | Loss : 0.3178 | Acc : 0.8528
     Batch 110 | Loss : 0.3454 | Acc : 0.8376
     Batch 115 | Loss : 0.3530 | Acc : 0.8372
     Batch 120 | Loss : 0.4147 | Acc : 0.8059
     Batch 125 | Loss : 0.3196 | Acc : 0.8570
     Batch 130 | Loss : 0.3213 | Acc : 0.8585
     Batch 135 | Loss : 0.4153 | Acc : 0.7993
     Batch 140 | Loss : 0.3876 | Acc : 0.8189
     Batch 145 | Loss : 0.3866 | Acc : 0.8187
     Batch 150 | Loss : 0.3712 | Acc : 0.8206
Epoch 00008 | Train Loss : 0.3675 | Eval Loss : 0.3903 | Train acc : 0.8276 | Eval Acc : 0.8196 | Eval Log. Respected : 0.9360
     Batch 000 | Loss : 0.3532 | Acc : 0.8381
     Batch 005 | Loss : 0.3550 | Acc : 0.8339
     Batch 010 | Loss : 0.3252 | Acc : 0.8530
     Batch 015 | Loss : 0.3951 | Acc : 0.8131
     Batch 020 | Loss : 0.4286 | Acc : 0.7972
     Batch 025 | Loss : 0.3483 | Acc : 0.8358
     Batch 030 | Loss : 0.4011 | Acc : 0.7988
     Batch 035 | Loss : 0.3268 | Acc : 0.8497
     Batch 040 | Loss : 0.3511 | Acc : 0.8347
     Batch 045 | Loss : 0.3321 | Acc : 0.8493
     Batch 050 | Loss : 0.3439 | Acc : 0.8376
     Batch 055 | Loss : 0.3071 | Acc : 0.8633
     Batch 060 | Loss : 0.3657 | Acc : 0.8294
     Batch 065 | Loss : 0.3429 | Acc : 0.8388
     Batch 070 | Loss : 0.3605 | Acc : 0.8268
     Batch 075 | Loss : 0.3492 | Acc : 0.8386
     Batch 080 | Loss : 0.3463 | Acc : 0.8402
     Batch 085 | Loss : 0.3631 | Acc : 0.8279
     Batch 090 | Loss : 0.3884 | Acc : 0.8155
     Batch 095 | Loss : 0.3493 | Acc : 0.8378
     Batch 100 | Loss : 0.3900 | Acc : 0.8149
     Batch 105 | Loss : 0.3392 | Acc : 0.8428
     Batch 110 | Loss : 0.3196 | Acc : 0.8517
     Batch 115 | Loss : 0.3739 | Acc : 0.8229
     Batch 120 | Loss : 0.3286 | Acc : 0.8496
     Batch 125 | Loss : 0.3641 | Acc : 0.8306
     Batch 130 | Loss : 0.3807 | Acc : 0.8175
     Batch 135 | Loss : 0.3542 | Acc : 0.8337
     Batch 140 | Loss : 0.3127 | Acc : 0.8555
     Batch 145 | Loss : 0.4325 | Acc : 0.7939
     Batch 150 | Loss : 0.4067 | Acc : 0.8027
Epoch 00009 | Train Loss : 0.3632 | Eval Loss : 0.3770 | Train acc : 0.8295 | Eval Acc : 0.8188 | Eval Log. Respected : 0.9281
     Batch 000 | Loss : 0.3414 | Acc : 0.8507
     Batch 005 | Loss : 0.3671 | Acc : 0.8261
     Batch 010 | Loss : 0.3605 | Acc : 0.8301
     Batch 015 | Loss : 0.3849 | Acc : 0.8231
     Batch 020 | Loss : 0.3774 | Acc : 0.8228
     Batch 025 | Loss : 0.3267 | Acc : 0.8536
     Batch 030 | Loss : 0.3911 | Acc : 0.8152
     Batch 035 | Loss : 0.3693 | Acc : 0.8197
     Batch 040 | Loss : 0.3766 | Acc : 0.8240
     Batch 045 | Loss : 0.3186 | Acc : 0.8535
     Batch 050 | Loss : 0.3333 | Acc : 0.8482
     Batch 055 | Loss : 0.3588 | Acc : 0.8342
     Batch 060 | Loss : 0.3582 | Acc : 0.8268
     Batch 065 | Loss : 0.3598 | Acc : 0.8302
     Batch 070 | Loss : 0.4139 | Acc : 0.8045
     Batch 075 | Loss : 0.3866 | Acc : 0.8164
     Batch 080 | Loss : 0.3147 | Acc : 0.8565
     Batch 085 | Loss : 0.3628 | Acc : 0.8278
     Batch 090 | Loss : 0.4274 | Acc : 0.7975
     Batch 095 | Loss : 0.3528 | Acc : 0.8346
     Batch 100 | Loss : 0.3885 | Acc : 0.8135
     Batch 105 | Loss : 0.3806 | Acc : 0.8189
     Batch 110 | Loss : 0.3561 | Acc : 0.8328
     Batch 115 | Loss : 0.3113 | Acc : 0.8550
     Batch 120 | Loss : 0.3319 | Acc : 0.8462
     Batch 125 | Loss : 0.3760 | Acc : 0.8192
     Batch 130 | Loss : 0.3841 | Acc : 0.8137
     Batch 135 | Loss : 0.3216 | Acc : 0.8474
     Batch 140 | Loss : 0.3375 | Acc : 0.8445
     Batch 145 | Loss : 0.3413 | Acc : 0.8419
     Batch 150 | Loss : 0.2873 | Acc : 0.8719
Epoch 00010 | Train Loss : 0.3625 | Eval Loss : 0.3725 | Train acc : 0.8300 | Eval Acc : 0.8240 | Eval Log. Respected : 0.9403
     Batch 000 | Loss : 0.3484 | Acc : 0.8342
     Batch 005 | Loss : 0.3482 | Acc : 0.8410
     Batch 010 | Loss : 0.3739 | Acc : 0.8271
     Batch 015 | Loss : 0.3237 | Acc : 0.8516
     Batch 020 | Loss : 0.3579 | Acc : 0.8316
     Batch 025 | Loss : 0.3977 | Acc : 0.8074
     Batch 030 | Loss : 0.3628 | Acc : 0.8314
     Batch 035 | Loss : 0.3375 | Acc : 0.8426
     Batch 040 | Loss : 0.3105 | Acc : 0.8614
     Batch 045 | Loss : 0.3328 | Acc : 0.8482
     Batch 050 | Loss : 0.4218 | Acc : 0.7964
     Batch 055 | Loss : 0.3565 | Acc : 0.8283
     Batch 060 | Loss : 0.3863 | Acc : 0.8144
     Batch 065 | Loss : 0.3629 | Acc : 0.8290
     Batch 070 | Loss : 0.3670 | Acc : 0.8294
     Batch 075 | Loss : 0.3864 | Acc : 0.8159
     Batch 080 | Loss : 0.3529 | Acc : 0.8350
     Batch 085 | Loss : 0.3168 | Acc : 0.8560
     Batch 090 | Loss : 0.3736 | Acc : 0.8216
     Batch 095 | Loss : 0.3229 | Acc : 0.8544
     Batch 100 | Loss : 0.3671 | Acc : 0.8246
     Batch 105 | Loss : 0.3498 | Acc : 0.8359
     Batch 110 | Loss : 0.3390 | Acc : 0.8376
     Batch 115 | Loss : 0.3164 | Acc : 0.8547
     Batch 120 | Loss : 0.3538 | Acc : 0.8379
     Batch 125 | Loss : 0.3867 | Acc : 0.8234
     Batch 130 | Loss : 0.3153 | Acc : 0.8564
     Batch 135 | Loss : 0.3351 | Acc : 0.8415
     Batch 140 | Loss : 0.3523 | Acc : 0.8317
     Batch 145 | Loss : 0.3682 | Acc : 0.8310
     Batch 150 | Loss : 0.3175 | Acc : 0.8582
Epoch 00011 | Train Loss : 0.3608 | Eval Loss : 0.3724 | Train acc : 0.8308 | Eval Acc : 0.8224 | Eval Log. Respected : 0.9121
     Batch 000 | Loss : 0.4132 | Acc : 0.8001
     Batch 005 | Loss : 0.3692 | Acc : 0.8216
     Batch 010 | Loss : 0.3146 | Acc : 0.8562
     Batch 015 | Loss : 0.3364 | Acc : 0.8438
     Batch 020 | Loss : 0.3186 | Acc : 0.8515
     Batch 025 | Loss : 0.2835 | Acc : 0.8731
     Batch 030 | Loss : 0.3955 | Acc : 0.8060
     Batch 035 | Loss : 0.3699 | Acc : 0.8231
     Batch 040 | Loss : 0.3858 | Acc : 0.8229
     Batch 045 | Loss : 0.3914 | Acc : 0.8141
     Batch 050 | Loss : 0.3993 | Acc : 0.8073
     Batch 055 | Loss : 0.3270 | Acc : 0.8504
     Batch 060 | Loss : 0.4780 | Acc : 0.7662
     Batch 065 | Loss : 0.4152 | Acc : 0.8003
     Batch 070 | Loss : 0.3916 | Acc : 0.8128
     Batch 075 | Loss : 0.3085 | Acc : 0.8567
     Batch 080 | Loss : 0.3251 | Acc : 0.8465
     Batch 085 | Loss : 0.3759 | Acc : 0.8200
     Batch 090 | Loss : 0.3642 | Acc : 0.8248
     Batch 095 | Loss : 0.3361 | Acc : 0.8460
     Batch 100 | Loss : 0.3228 | Acc : 0.8488
     Batch 105 | Loss : 0.3795 | Acc : 0.8187
     Batch 110 | Loss : 0.3399 | Acc : 0.8386
     Batch 115 | Loss : 0.3110 | Acc : 0.8577
     Batch 120 | Loss : 0.4763 | Acc : 0.7802
     Batch 125 | Loss : 0.3783 | Acc : 0.8175
     Batch 130 | Loss : 0.3726 | Acc : 0.8263
     Batch 135 | Loss : 0.3355 | Acc : 0.8435
     Batch 140 | Loss : 0.3782 | Acc : 0.8192
     Batch 145 | Loss : 0.3669 | Acc : 0.8281
     Batch 150 | Loss : 0.4070 | Acc : 0.8112
Epoch 00012 | Train Loss : 0.3585 | Eval Loss : 0.3697 | Train acc : 0.8321 | Eval Acc : 0.8228 | Eval Log. Respected : 0.9358
     Batch 000 | Loss : 0.3118 | Acc : 0.8580
     Batch 005 | Loss : 0.3502 | Acc : 0.8354
     Batch 010 | Loss : 0.3471 | Acc : 0.8369
     Batch 015 | Loss : 0.3473 | Acc : 0.8334
     Batch 020 | Loss : 0.3956 | Acc : 0.8131
     Batch 025 | Loss : 0.5175 | Acc : 0.7612
     Batch 030 | Loss : 0.3591 | Acc : 0.8370
     Batch 035 | Loss : 0.3978 | Acc : 0.8088
     Batch 040 | Loss : 0.3847 | Acc : 0.8200
     Batch 045 | Loss : 0.3647 | Acc : 0.8306
     Batch 050 | Loss : 0.3847 | Acc : 0.8183
     Batch 055 | Loss : 0.3714 | Acc : 0.8237
     Batch 060 | Loss : 0.3301 | Acc : 0.8466
     Batch 065 | Loss : 0.4314 | Acc : 0.7967
     Batch 070 | Loss : 0.3443 | Acc : 0.8400
     Batch 075 | Loss : 0.3910 | Acc : 0.8186
     Batch 080 | Loss : 0.3679 | Acc : 0.8249
     Batch 085 | Loss : 0.3827 | Acc : 0.8174
     Batch 090 | Loss : 0.3710 | Acc : 0.8212
     Batch 095 | Loss : 0.3804 | Acc : 0.8212
     Batch 100 | Loss : 0.3657 | Acc : 0.8295
     Batch 105 | Loss : 0.3219 | Acc : 0.8491
     Batch 110 | Loss : 0.3626 | Acc : 0.8281
     Batch 115 | Loss : 0.3018 | Acc : 0.8623
     Batch 120 | Loss : 0.3564 | Acc : 0.8321
     Batch 125 | Loss : 0.4653 | Acc : 0.7747
     Batch 130 | Loss : 0.3474 | Acc : 0.8342
     Batch 135 | Loss : 0.3511 | Acc : 0.8350
     Batch 140 | Loss : 0.3359 | Acc : 0.8419
     Batch 145 | Loss : 0.3785 | Acc : 0.8177
     Batch 150 | Loss : 0.3600 | Acc : 0.8325
Epoch 00013 | Train Loss : 0.3571 | Eval Loss : 0.3768 | Train acc : 0.8327 | Eval Acc : 0.8239 | Eval Log. Respected : 0.9334
     Batch 000 | Loss : 0.3702 | Acc : 0.8251
     Batch 005 | Loss : 0.3914 | Acc : 0.8149
     Batch 010 | Loss : 0.3292 | Acc : 0.8489
     Batch 015 | Loss : 0.4254 | Acc : 0.8025
     Batch 020 | Loss : 0.3943 | Acc : 0.8105
     Batch 025 | Loss : 0.3678 | Acc : 0.8255
     Batch 030 | Loss : 0.3159 | Acc : 0.8512
     Batch 035 | Loss : 0.3408 | Acc : 0.8399
