cuda is available
USING : cuda
Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.7008 | Acc : 0.4872
     Batch 030 | Loss : 0.3649 | Acc : 0.8310
     Batch 035 | Loss : 0.3624 | Acc : 0.8337
     Batch 040 | Loss : 0.3927 | Acc : 0.8086
     Batch 045 | Loss : 0.4036 | Acc : 0.8067
     Batch 050 | Loss : 0.4358 | Acc : 0.8001
     Batch 055 | Loss : 0.3813 | Acc : 0.8177
     Batch 060 | Loss : 0.3479 | Acc : 0.8401
     Batch 065 | Loss : 0.3642 | Acc : 0.8254
     Batch 070 | Loss : 0.3938 | Acc : 0.8111
     Batch 075 | Loss : 0.3917 | Acc : 0.8115
     Batch 080 | Loss : 0.3934 | Acc : 0.8165
     Batch 085 | Loss : 0.3783 | Acc : 0.8229
     Batch 090 | Loss : 0.3766 | Acc : 0.8227
     Batch 095 | Loss : 0.3945 | Acc : 0.8155
     Batch 100 | Loss : 0.4066 | Acc : 0.8074
     Batch 105 | Loss : 0.3878 | Acc : 0.8160
     Batch 110 | Loss : 0.3435 | Acc : 0.8375
     Batch 115 | Loss : 0.3865 | Acc : 0.8178
     Batch 120 | Loss : 0.3336 | Acc : 0.8428
     Batch 125 | Loss : 0.3314 | Acc : 0.8482
     Batch 130 | Loss : 0.3791 | Acc : 0.8285
     Batch 135 | Loss : 0.3389 | Acc : 0.8462
     Batch 140 | Loss : 0.3769 | Acc : 0.8242
     Batch 145 | Loss : 0.3690 | Acc : 0.8235
     Batch 150 | Loss : 0.3305 | Acc : 0.8496
     Batch 155 | Loss : 0.4210 | Acc : 0.7951
     Batch 160 | Loss : 0.3417 | Acc : 0.8482
     Batch 165 | Loss : 0.4094 | Acc : 0.8013
     Batch 170 | Loss : 0.3884 | Acc : 0.8260
     Batch 175 | Loss : 0.3354 | Acc : 0.8492
     Batch 180 | Loss : 0.4418 | Acc : 0.7880
     Batch 185 | Loss : 0.3397 | Acc : 0.8464
     Batch 190 | Loss : 0.3194 | Acc : 0.8560
     Batch 195 | Loss : 0.4208 | Acc : 0.7981
     Batch 200 | Loss : 0.4354 | Acc : 0.7915
     Batch 205 | Loss : 0.3700 | Acc : 0.8238
     Batch 210 | Loss : 0.3960 | Acc : 0.8172
     Batch 215 | Loss : 0.4472 | Acc : 0.7957
     Batch 220 | Loss : 0.3467 | Acc : 0.8387
     Batch 225 | Loss : 0.3304 | Acc : 0.8484
     Batch 230 | Loss : 0.3405 | Acc : 0.8466
     Batch 235 | Loss : 0.3808 | Acc : 0.8241
     Batch 240 | Loss : 0.3553 | Acc : 0.8342
     Batch 245 | Loss : 0.4147 | Acc : 0.8092
     Batch 250 | Loss : 0.3363 | Acc : 0.8485
     Batch 255 | Loss : 0.3701 | Acc : 0.8264
     Batch 260 | Loss : 0.3546 | Acc : 0.8358
     Batch 265 | Loss : 0.3762 | Acc : 0.8236
     Batch 270 | Loss : 0.3549 | Acc : 0.8454
Epoch 00001 | Train Loss : 0.3703 | Eval Loss : 0.3755 | Train acc : 0.8284 | Eval Acc : 0.8231 | Eval Log. Respected : 0.9218
     Batch 000 | Loss : 0.3626 | Acc : 0.8365
     Batch 005 | Loss : 0.3888 | Acc : 0.8198
     Batch 010 | Loss : 0.3172 | Acc : 0.8610
     Batch 015 | Loss : 0.3380 | Acc : 0.8439
     Batch 020 | Loss : 0.3649 | Acc : 0.8266
     Batch 025 | Loss : 0.4096 | Acc : 0.8132
     Batch 030 | Loss : 0.3679 | Acc : 0.8289
     Batch 035 | Loss : 0.3402 | Acc : 0.8433
     Batch 040 | Loss : 0.3615 | Acc : 0.8298
     Batch 045 | Loss : 0.3382 | Acc : 0.8475
     Batch 050 | Loss : 0.3056 | Acc : 0.8623
     Batch 055 | Loss : 0.3870 | Acc : 0.8216
     Batch 060 | Loss : 0.3543 | Acc : 0.8439
     Batch 065 | Loss : 0.2945 | Acc : 0.8665
     Batch 070 | Loss : 0.3631 | Acc : 0.8323
     Batch 075 | Loss : 0.3501 | Acc : 0.8410
     Batch 080 | Loss : 0.2873 | Acc : 0.8820
     Batch 085 | Loss : 0.3201 | Acc : 0.8572
     Batch 090 | Loss : 0.3587 | Acc : 0.8320
     Batch 095 | Loss : 0.3981 | Acc : 0.8150
     Batch 100 | Loss : 0.3697 | Acc : 0.8233
     Batch 105 | Loss : 0.3201 | Acc : 0.8538
     Batch 110 | Loss : 0.3375 | Acc : 0.8412
     Batch 115 | Loss : 0.3537 | Acc : 0.8383
     Batch 120 | Loss : 0.3978 | Acc : 0.8067
     Batch 125 | Loss : 0.5124 | Acc : 0.7757
     Batch 130 | Loss : 0.3692 | Acc : 0.8292
     Batch 135 | Loss : 0.3180 | Acc : 0.8593
     Batch 140 | Loss : 0.3671 | Acc : 0.8247
     Batch 145 | Loss : 0.3276 | Acc : 0.8506
     Batch 150 | Loss : 0.3489 | Acc : 0.8368
     Batch 155 | Loss : 0.3921 | Acc : 0.8204
     Batch 160 | Loss : 0.3564 | Acc : 0.8392
     Batch 165 | Loss : 0.3017 | Acc : 0.8634
     Batch 170 | Loss : 0.4070 | Acc : 0.8088
     Batch 175 | Loss : 0.3487 | Acc : 0.8413
     Batch 180 | Loss : 0.3586 | Acc : 0.8386
     Batch 185 | Loss : 0.3461 | Acc : 0.8403
     Batch 190 | Loss : 0.3057 | Acc : 0.8679
     Batch 195 | Loss : 0.3269 | Acc : 0.8517
     Batch 200 | Loss : 0.4397 | Acc : 0.8031
     Batch 205 | Loss : 0.3878 | Acc : 0.8151
     Batch 210 | Loss : 0.3563 | Acc : 0.8311
     Batch 215 | Loss : 0.3180 | Acc : 0.8559
     Batch 220 | Loss : 0.3703 | Acc : 0.8260
     Batch 225 | Loss : 0.3732 | Acc : 0.8262
     Batch 230 | Loss : 0.3960 | Acc : 0.8105
     Batch 235 | Loss : 0.4150 | Acc : 0.8011
     Batch 240 | Loss : 0.3370 | Acc : 0.8451
     Batch 245 | Loss : 0.2989 | Acc : 0.8705
     Batch 250 | Loss : 0.3971 | Acc : 0.8093
     Batch 255 | Loss : 0.3664 | Acc : 0.8261
     Batch 260 | Loss : 0.3977 | Acc : 0.8163
     Batch 265 | Loss : 0.4236 | Acc : 0.8016
     Batch 270 | Loss : 0.3508 | Acc : 0.8383
Epoch 00002 | Train Loss : 0.3579 | Eval Loss : 0.3468 | Train acc : 0.8353 | Eval Acc : 0.8370 | Eval Log. Respected : 0.9420
     Batch 000 | Loss : 0.3423 | Acc : 0.8409
     Batch 005 | Loss : 0.3532 | Acc : 0.8367
     Batch 010 | Loss : 0.3501 | Acc : 0.8425
     Batch 015 | Loss : 0.4035 | Acc : 0.8110
     Batch 020 | Loss : 0.3211 | Acc : 0.8543
     Batch 025 | Loss : 0.3181 | Acc : 0.8607
     Batch 030 | Loss : 0.4724 | Acc : 0.7817
     Batch 035 | Loss : 0.3173 | Acc : 0.8587
     Batch 040 | Loss : 0.3370 | Acc : 0.8465
     Batch 045 | Loss : 0.3400 | Acc : 0.8424
     Batch 050 | Loss : 0.3616 | Acc : 0.8282
     Batch 055 | Loss : 0.2938 | Acc : 0.8712
     Batch 060 | Loss : 0.2979 | Acc : 0.8693
     Batch 065 | Loss : 0.3772 | Acc : 0.8261
     Batch 070 | Loss : 0.3545 | Acc : 0.8341
     Batch 075 | Loss : 0.3798 | Acc : 0.8209
     Batch 080 | Loss : 0.3821 | Acc : 0.8268
     Batch 085 | Loss : 0.3880 | Acc : 0.8201
     Batch 090 | Loss : 0.3241 | Acc : 0.8566
     Batch 095 | Loss : 0.3840 | Acc : 0.8213
     Batch 100 | Loss : 0.2976 | Acc : 0.8736
     Batch 105 | Loss : 0.3329 | Acc : 0.8483
     Batch 110 | Loss : 0.3253 | Acc : 0.8531
     Batch 115 | Loss : 0.3660 | Acc : 0.8322
     Batch 120 | Loss : 0.3087 | Acc : 0.8590
     Batch 125 | Loss : 0.3270 | Acc : 0.8474
     Batch 130 | Loss : 0.3287 | Acc : 0.8551
     Batch 135 | Loss : 0.3097 | Acc : 0.8550
     Batch 140 | Loss : 0.3796 | Acc : 0.8223
     Batch 145 | Loss : 0.3198 | Acc : 0.8525
     Batch 150 | Loss : 0.3308 | Acc : 0.8451
     Batch 155 | Loss : 0.3518 | Acc : 0.8360
     Batch 160 | Loss : 0.3254 | Acc : 0.8524
     Batch 165 | Loss : 0.3615 | Acc : 0.8363
     Batch 170 | Loss : 0.3748 | Acc : 0.8276
     Batch 175 | Loss : 0.3449 | Acc : 0.8400
     Batch 180 | Loss : 0.3054 | Acc : 0.8598
     Batch 185 | Loss : 0.3842 | Acc : 0.8180
     Batch 190 | Loss : 0.3320 | Acc : 0.8457
     Batch 195 | Loss : 0.3891 | Acc : 0.8123
     Batch 200 | Loss : 0.3381 | Acc : 0.8471
     Batch 205 | Loss : 0.3425 | Acc : 0.8417
     Batch 210 | Loss : 0.3239 | Acc : 0.8550
     Batch 215 | Loss : 0.3629 | Acc : 0.8281
     Batch 220 | Loss : 0.3046 | Acc : 0.8631
     Batch 225 | Loss : 0.3405 | Acc : 0.8424
     Batch 230 | Loss : 0.3370 | Acc : 0.8382
     Batch 235 | Loss : 0.3602 | Acc : 0.8367
     Batch 240 | Loss : 0.3085 | Acc : 0.8589
     Batch 245 | Loss : 0.3149 | Acc : 0.8602
     Batch 250 | Loss : 0.3546 | Acc : 0.8350
     Batch 255 | Loss : 0.3163 | Acc : 0.8570
     Batch 260 | Loss : 0.3436 | Acc : 0.8419
     Batch 265 | Loss : 0.3133 | Acc : 0.8566
     Batch 270 | Loss : 0.3213 | Acc : 0.8586
Epoch 00003 | Train Loss : 0.3488 | Eval Loss : 0.3672 | Train acc : 0.8389 | Eval Acc : 0.8217 | Eval Log. Respected : 0.9148
     Batch 000 | Loss : 0.3990 | Acc : 0.8104
     Batch 005 | Loss : 0.3684 | Acc : 0.8285
     Batch 010 | Loss : 0.3172 | Acc : 0.8547
     Batch 015 | Loss : 0.3434 | Acc : 0.8409
     Batch 020 | Loss : 0.3561 | Acc : 0.8350
     Batch 025 | Loss : 0.3226 | Acc : 0.8523
     Batch 030 | Loss : 0.3356 | Acc : 0.8446
     Batch 035 | Loss : 0.3577 | Acc : 0.8404
     Batch 040 | Loss : 0.3040 | Acc : 0.8687
     Batch 045 | Loss : 0.3365 | Acc : 0.8496
     Batch 050 | Loss : 0.2929 | Acc : 0.8677
     Batch 055 | Loss : 0.3826 | Acc : 0.8160
     Batch 060 | Loss : 0.3475 | Acc : 0.8405
     Batch 065 | Loss : 0.3226 | Acc : 0.8486
     Batch 070 | Loss : 0.3096 | Acc : 0.8633
     Batch 075 | Loss : 0.2949 | Acc : 0.8676
     Batch 080 | Loss : 0.3077 | Acc : 0.8612
     Batch 085 | Loss : 0.3262 | Acc : 0.8526
     Batch 090 | Loss : 0.3977 | Acc : 0.8077
     Batch 095 | Loss : 0.3574 | Acc : 0.8282
     Batch 100 | Loss : 0.3074 | Acc : 0.8611
     Batch 105 | Loss : 0.2903 | Acc : 0.8704
     Batch 110 | Loss : 0.3794 | Acc : 0.8240
     Batch 115 | Loss : 0.3355 | Acc : 0.8428
     Batch 120 | Loss : 0.3095 | Acc : 0.8632
     Batch 125 | Loss : 0.3614 | Acc : 0.8295
     Batch 130 | Loss : 0.3458 | Acc : 0.8361
     Batch 135 | Loss : 0.3163 | Acc : 0.8614
     Batch 140 | Loss : 0.4534 | Acc : 0.8023
     Batch 145 | Loss : 0.3537 | Acc : 0.8404
     Batch 150 | Loss : 0.2882 | Acc : 0.8704
     Batch 155 | Loss : 0.2895 | Acc : 0.8700
     Batch 160 | Loss : 0.3306 | Acc : 0.8483
     Batch 165 | Loss : 0.3535 | Acc : 0.8350
     Batch 170 | Loss : 0.2868 | Acc : 0.8716
     Batch 175 | Loss : 0.3458 | Acc : 0.8418
     Batch 180 | Loss : 0.4358 | Acc : 0.8013
     Batch 185 | Loss : 0.3095 | Acc : 0.8638
     Batch 190 | Loss : 0.3322 | Acc : 0.8451
     Batch 195 | Loss : 0.3383 | Acc : 0.8462
     Batch 200 | Loss : 0.3350 | Acc : 0.8497
     Batch 205 | Loss : 0.3304 | Acc : 0.8507
     Batch 210 | Loss : 0.3514 | Acc : 0.8347
     Batch 215 | Loss : 0.3865 | Acc : 0.8185
     Batch 220 | Loss : 0.3791 | Acc : 0.8211
     Batch 225 | Loss : 0.3412 | Acc : 0.8489
     Batch 230 | Loss : 0.3530 | Acc : 0.8359
     Batch 235 | Loss : 0.3148 | Acc : 0.8549
     Batch 240 | Loss : 0.2979 | Acc : 0.8624
     Batch 245 | Loss : 0.3339 | Acc : 0.8420
     Batch 250 | Loss : 0.3473 | Acc : 0.8387
     Batch 255 | Loss : 0.3523 | Acc : 0.8332
     Batch 260 | Loss : 0.3323 | Acc : 0.8440
     Batch 265 | Loss : 0.3245 | Acc : 0.8549
     Batch 270 | Loss : 0.3220 | Acc : 0.8502
Epoch 00004 | Train Loss : 0.3435 | Eval Loss : 0.3407 | Train acc : 0.8418 | Eval Acc : 0.8422 | Eval Log. Respected : 0.9297
     Batch 000 | Loss : 0.2802 | Acc : 0.8801
     Batch 005 | Loss : 0.3044 | Acc : 0.8669
     Batch 010 | Loss : 0.3087 | Acc : 0.8581
     Batch 015 | Loss : 0.4247 | Acc : 0.8083
     Batch 020 | Loss : 0.3124 | Acc : 0.8575
     Batch 025 | Loss : 0.4014 | Acc : 0.8076
     Batch 030 | Loss : 0.3590 | Acc : 0.8330
     Batch 035 | Loss : 0.3392 | Acc : 0.8430
     Batch 040 | Loss : 0.4186 | Acc : 0.8089
     Batch 045 | Loss : 0.3337 | Acc : 0.8457
     Batch 050 | Loss : 0.3128 | Acc : 0.8604
     Batch 055 | Loss : 0.3284 | Acc : 0.8483
     Batch 060 | Loss : 0.3324 | Acc : 0.8473
     Batch 065 | Loss : 0.3374 | Acc : 0.8486
     Batch 070 | Loss : 0.3973 | Acc : 0.8064
     Batch 075 | Loss : 0.3627 | Acc : 0.8315
     Batch 080 | Loss : 0.3086 | Acc : 0.8555
     Batch 085 | Loss : 0.3626 | Acc : 0.8385
     Batch 090 | Loss : 0.4386 | Acc : 0.7964
     Batch 095 | Loss : 0.3042 | Acc : 0.8657
     Batch 100 | Loss : 0.3538 | Acc : 0.8339
     Batch 105 | Loss : 0.3398 | Acc : 0.8443
     Batch 110 | Loss : 0.3282 | Acc : 0.8514
     Batch 115 | Loss : 0.3503 | Acc : 0.8318
     Batch 120 | Loss : 0.3270 | Acc : 0.8484
     Batch 125 | Loss : 0.3101 | Acc : 0.8632
     Batch 130 | Loss : 0.3538 | Acc : 0.8353
     Batch 135 | Loss : 0.3719 | Acc : 0.8231
     Batch 140 | Loss : 0.3721 | Acc : 0.8260
     Batch 145 | Loss : 0.3883 | Acc : 0.8181
     Batch 150 | Loss : 0.3426 | Acc : 0.8387
     Batch 155 | Loss : 0.3304 | Acc : 0.8482
     Batch 160 | Loss : 0.3762 | Acc : 0.8260
     Batch 165 | Loss : 0.3569 | Acc : 0.8338
     Batch 170 | Loss : 0.2864 | Acc : 0.8756
     Batch 175 | Loss : 0.3993 | Acc : 0.8126
     Batch 180 | Loss : 0.2988 | Acc : 0.8648
     Batch 185 | Loss : 0.3974 | Acc : 0.8165
     Batch 190 | Loss : 0.3028 | Acc : 0.8659
     Batch 195 | Loss : 0.3874 | Acc : 0.8169
     Batch 200 | Loss : 0.2786 | Acc : 0.8719
     Batch 205 | Loss : 0.3584 | Acc : 0.8311
     Batch 210 | Loss : 0.3050 | Acc : 0.8595
     Batch 215 | Loss : 0.3601 | Acc : 0.8308
     Batch 220 | Loss : 0.3769 | Acc : 0.8182
     Batch 225 | Loss : 0.3186 | Acc : 0.8546
     Batch 230 | Loss : 0.3413 | Acc : 0.8423
     Batch 235 | Loss : 0.3101 | Acc : 0.8582
     Batch 240 | Loss : 0.3317 | Acc : 0.8498
     Batch 245 | Loss : 0.3519 | Acc : 0.8365
     Batch 250 | Loss : 0.4027 | Acc : 0.8140
     Batch 255 | Loss : 0.3780 | Acc : 0.8271
     Batch 260 | Loss : 0.3612 | Acc : 0.8277
     Batch 265 | Loss : 0.3208 | Acc : 0.8477
     Batch 270 | Loss : 0.3475 | Acc : 0.8404
Epoch 00005 | Train Loss : 0.3414 | Eval Loss : 0.3494 | Train acc : 0.8424 | Eval Acc : 0.8357 | Eval Log. Respected : 0.9071
     Batch 000 | Loss : 0.3504 | Acc : 0.8365
     Batch 005 | Loss : 0.3392 | Acc : 0.8454
     Batch 010 | Loss : 0.3563 | Acc : 0.8364
     Batch 015 | Loss : 0.3659 | Acc : 0.8289
     Batch 020 | Loss : 0.3533 | Acc : 0.8360
     Batch 025 | Loss : 0.3485 | Acc : 0.8420
     Batch 030 | Loss : 0.3610 | Acc : 0.8305
     Batch 035 | Loss : 0.3063 | Acc : 0.8599
     Batch 040 | Loss : 0.3422 | Acc : 0.8439
     Batch 045 | Loss : 0.3773 | Acc : 0.8199
     Batch 050 | Loss : 0.3583 | Acc : 0.8303
     Batch 055 | Loss : 0.2935 | Acc : 0.8652
     Batch 060 | Loss : 0.3442 | Acc : 0.8431
     Batch 065 | Loss : 0.2866 | Acc : 0.8710
     Batch 070 | Loss : 0.4198 | Acc : 0.7987
     Batch 075 | Loss : 0.3311 | Acc : 0.8436
     Batch 080 | Loss : 0.3302 | Acc : 0.8479
     Batch 085 | Loss : 0.3597 | Acc : 0.8317
     Batch 090 | Loss : 0.2805 | Acc : 0.8731
     Batch 095 | Loss : 0.3068 | Acc : 0.8619
     Batch 100 | Loss : 0.3628 | Acc : 0.8236
     Batch 105 | Loss : 0.3550 | Acc : 0.8327
     Batch 110 | Loss : 0.3668 | Acc : 0.8326
     Batch 115 | Loss : 0.2594 | Acc : 0.8885
     Batch 120 | Loss : 0.3080 | Acc : 0.8587
     Batch 125 | Loss : 0.3150 | Acc : 0.8542
     Batch 130 | Loss : 0.3463 | Acc : 0.8406
     Batch 135 | Loss : 0.3279 | Acc : 0.8520
     Batch 140 | Loss : 0.3118 | Acc : 0.8600
     Batch 145 | Loss : 0.3353 | Acc : 0.8466
     Batch 150 | Loss : 0.3629 | Acc : 0.8300
     Batch 155 | Loss : 0.3466 | Acc : 0.8337
     Batch 160 | Loss : 0.3113 | Acc : 0.8625
     Batch 165 | Loss : 0.3054 | Acc : 0.8632
     Batch 170 | Loss : 0.3702 | Acc : 0.8300
     Batch 175 | Loss : 0.3809 | Acc : 0.8249
     Batch 180 | Loss : 0.3555 | Acc : 0.8314
     Batch 185 | Loss : 0.3613 | Acc : 0.8302
     Batch 190 | Loss : 0.3017 | Acc : 0.8677
     Batch 195 | Loss : 0.3196 | Acc : 0.8511
     Batch 200 | Loss : 0.3731 | Acc : 0.8266
     Batch 205 | Loss : 0.3344 | Acc : 0.8434
     Batch 210 | Loss : 0.3508 | Acc : 0.8366
     Batch 215 | Loss : 0.3018 | Acc : 0.8650
     Batch 220 | Loss : 0.3586 | Acc : 0.8335
     Batch 225 | Loss : 0.3758 | Acc : 0.8187
     Batch 230 | Loss : 0.2959 | Acc : 0.8661
     Batch 235 | Loss : 0.2988 | Acc : 0.8677
     Batch 240 | Loss : 0.3564 | Acc : 0.8326
     Batch 245 | Loss : 0.2747 | Acc : 0.8756
     Batch 250 | Loss : 0.3860 | Acc : 0.8159
     Batch 255 | Loss : 0.3274 | Acc : 0.8458
     Batch 260 | Loss : 0.3165 | Acc : 0.8542
     Batch 265 | Loss : 0.3337 | Acc : 0.8462
     Batch 270 | Loss : 0.3843 | Acc : 0.8175
Epoch 00006 | Train Loss : 0.3370 | Eval Loss : 0.3489 | Train acc : 0.8446 | Eval Acc : 0.8367 | Eval Log. Respected : 0.9090
     Batch 000 | Loss : 0.2958 | Acc : 0.8715
     Batch 005 | Loss : 0.3195 | Acc : 0.8604
     Batch 010 | Loss : 0.3221 | Acc : 0.8532
     Batch 015 | Loss : 0.2596 | Acc : 0.8886
     Batch 020 | Loss : 0.2895 | Acc : 0.8708
     Batch 025 | Loss : 0.3695 | Acc : 0.8316
     Batch 030 | Loss : 0.2970 | Acc : 0.8663
     Batch 035 | Loss : 0.3385 | Acc : 0.8464
     Batch 040 | Loss : 0.3236 | Acc : 0.8511
     Batch 045 | Loss : 0.3581 | Acc : 0.8339
     Batch 050 | Loss : 0.2727 | Acc : 0.8787
     Batch 055 | Loss : 0.3247 | Acc : 0.8549
     Batch 060 | Loss : 0.3580 | Acc : 0.8266
     Batch 065 | Loss : 0.3743 | Acc : 0.8196
     Batch 070 | Loss : 0.3255 | Acc : 0.8481
     Batch 075 | Loss : 0.3337 | Acc : 0.8432
     Batch 080 | Loss : 0.3250 | Acc : 0.8534
     Batch 085 | Loss : 0.3422 | Acc : 0.8416
     Batch 090 | Loss : 0.2985 | Acc : 0.8608
     Batch 095 | Loss : 0.2876 | Acc : 0.8699
     Batch 100 | Loss : 0.2673 | Acc : 0.8810
     Batch 105 | Loss : 0.3302 | Acc : 0.8438
     Batch 110 | Loss : 0.3513 | Acc : 0.8389
     Batch 115 | Loss : 0.3190 | Acc : 0.8595
     Batch 120 | Loss : 0.3138 | Acc : 0.8585
     Batch 125 | Loss : 0.4008 | Acc : 0.8123
     Batch 130 | Loss : 0.3524 | Acc : 0.8410
     Batch 135 | Loss : 0.3858 | Acc : 0.8158
     Batch 140 | Loss : 0.3355 | Acc : 0.8450
     Batch 145 | Loss : 0.3332 | Acc : 0.8461
     Batch 150 | Loss : 0.3417 | Acc : 0.8410
     Batch 155 | Loss : 0.2797 | Acc : 0.8777
     Batch 160 | Loss : 0.3487 | Acc : 0.8324
     Batch 165 | Loss : 0.3935 | Acc : 0.8187
     Batch 170 | Loss : 0.3007 | Acc : 0.8647
     Batch 175 | Loss : 0.3229 | Acc : 0.8507
     Batch 180 | Loss : 0.3433 | Acc : 0.8396
     Batch 185 | Loss : 0.3588 | Acc : 0.8303
     Batch 190 | Loss : 0.3030 | Acc : 0.8611
     Batch 195 | Loss : 0.2815 | Acc : 0.8737
     Batch 200 | Loss : 0.3285 | Acc : 0.8480
     Batch 205 | Loss : 0.3024 | Acc : 0.8621
     Batch 210 | Loss : 0.3154 | Acc : 0.8525
     Batch 215 | Loss : 0.3471 | Acc : 0.8402
     Batch 220 | Loss : 0.3065 | Acc : 0.8625
     Batch 225 | Loss : 0.4006 | Acc : 0.8166
     Batch 230 | Loss : 0.2894 | Acc : 0.8688
     Batch 235 | Loss : 0.2980 | Acc : 0.8672
     Batch 240 | Loss : 0.3507 | Acc : 0.8344
     Batch 245 | Loss : 0.3424 | Acc : 0.8401
     Batch 250 | Loss : 0.3329 | Acc : 0.8469
     Batch 255 | Loss : 0.3536 | Acc : 0.8336
     Batch 260 | Loss : 0.3107 | Acc : 0.8565
     Batch 265 | Loss : 0.3821 | Acc : 0.8348
     Batch 270 | Loss : 0.3354 | Acc : 0.8432
Epoch 00007 | Train Loss : 0.3343 | Eval Loss : 0.3425 | Train acc : 0.8459 | Eval Acc : 0.8382 | Eval Log. Respected : 0.9162
     Batch 000 | Loss : 0.3501 | Acc : 0.8350
     Batch 005 | Loss : 0.3163 | Acc : 0.8546
     Batch 010 | Loss : 0.2761 | Acc : 0.8745
     Batch 015 | Loss : 0.3368 | Acc : 0.8428
     Batch 020 | Loss : 0.3792 | Acc : 0.8268
     Batch 025 | Loss : 0.3642 | Acc : 0.8276
     Batch 030 | Loss : 0.3118 | Acc : 0.8567
     Batch 035 | Loss : 0.4034 | Acc : 0.8210
     Batch 040 | Loss : 0.3488 | Acc : 0.8355
     Batch 045 | Loss : 0.3925 | Acc : 0.8192
     Batch 050 | Loss : 0.3073 | Acc : 0.8637
     Batch 055 | Loss : 0.3188 | Acc : 0.8523
     Batch 060 | Loss : 0.3014 | Acc : 0.8656
     Batch 065 | Loss : 0.3017 | Acc : 0.8603
     Batch 070 | Loss : 0.3316 | Acc : 0.8520
     Batch 075 | Loss : 0.2870 | Acc : 0.8710
     Batch 080 | Loss : 0.3208 | Acc : 0.8490
     Batch 085 | Loss : 0.3760 | Acc : 0.8286
