Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.9752 | Acc : 0.5148
     Batch 075 | Loss : 0.4813 | Acc : 0.7606
     Batch 100 | Loss : 0.4707 | Acc : 0.7664
     Batch 125 | Loss : 0.4084 | Acc : 0.8151
     Batch 150 | Loss : 0.4213 | Acc : 0.7984
     Batch 175 | Loss : 0.5669 | Acc : 0.6935
     Batch 200 | Loss : 0.5156 | Acc : 0.7487
     Batch 225 | Loss : 0.3802 | Acc : 0.8276
     Batch 250 | Loss : 0.4368 | Acc : 0.8010
     Batch 275 | Loss : 0.4456 | Acc : 0.7868
     Batch 300 | Loss : 0.5290 | Acc : 0.7253
Epoch 00004 | Train Loss : 0.4862 | Eval Loss : 0.5089 | Train acc : 0.7584 | Eval Acc : 0.7428
     Batch 000 | Loss : 0.5759 | Acc : 0.7025
     Batch 025 | Loss : 0.4414 | Acc : 0.7770
     Batch 050 | Loss : 0.3973 | Acc : 0.8188
     Batch 075 | Loss : 0.4808 | Acc : 0.7573
     Batch 100 | Loss : 0.4504 | Acc : 0.7791
     Batch 125 | Loss : 0.5078 | Acc : 0.7442
     Batch 150 | Loss : 0.4255 | Acc : 0.7950
     Batch 175 | Loss : 0.4267 | Acc : 0.8063
     Batch 200 | Loss : 0.4258 | Acc : 0.7944
     Batch 225 | Loss : 0.5463 | Acc : 0.7402
     Batch 250 | Loss : 0.3803 | Acc : 0.8293
     Batch 275 | Loss : 0.4362 | Acc : 0.7861
     Batch 300 | Loss : 0.4150 | Acc : 0.8116
Epoch 00005 | Train Loss : 0.4532 | Eval Loss : 0.4596 | Train acc : 0.7813 | Eval Acc : 0.7763
     Batch 000 | Loss : 0.5007 | Acc : 0.7541
     Batch 025 | Loss : 0.4744 | Acc : 0.7741
     Batch 050 | Loss : 0.5168 | Acc : 0.7343
     Batch 075 | Loss : 0.5298 | Acc : 0.7299
     Batch 100 | Loss : 0.5690 | Acc : 0.7060
     Batch 125 | Loss : 0.4569 | Acc : 0.7777
     Batch 150 | Loss : 0.3923 | Acc : 0.8151
     Batch 175 | Loss : 0.4992 | Acc : 0.7489
     Batch 200 | Loss : 0.5096 | Acc : 0.7430
     Batch 225 | Loss : 0.4457 | Acc : 0.7802
     Batch 250 | Loss : 0.5199 | Acc : 0.7395
     Batch 275 | Loss : 0.4235 | Acc : 0.7977
     Batch 300 | Loss : 0.4610 | Acc : 0.7790
Epoch 00006 | Train Loss : 0.4465 | Eval Loss : 0.4490 | Train acc : 0.7855 | Eval Acc : 0.7817
     Batch 000 | Loss : 0.3909 | Acc : 0.8222
     Batch 025 | Loss : 0.4069 | Acc : 0.8069
     Batch 050 | Loss : 0.3960 | Acc : 0.8230
     Batch 075 | Loss : 0.4597 | Acc : 0.7687
     Batch 100 | Loss : 0.5079 | Acc : 0.7401
     Batch 125 | Loss : 0.3681 | Acc : 0.8299
     Batch 150 | Loss : 0.3838 | Acc : 0.8279
     Batch 175 | Loss : 0.4301 | Acc : 0.8017
     Batch 200 | Loss : 0.4865 | Acc : 0.7566
     Batch 225 | Loss : 0.4063 | Acc : 0.8100
     Batch 250 | Loss : 0.4915 | Acc : 0.7663
     Batch 275 | Loss : 0.4574 | Acc : 0.7660
     Batch 300 | Loss : 0.4780 | Acc : 0.7629
Epoch 00007 | Train Loss : 0.4364 | Eval Loss : 0.4632 | Train acc : 0.7903 | Eval Acc : 0.7723
     Batch 000 | Loss : 0.5145 | Acc : 0.7334
     Batch 025 | Loss : 0.5266 | Acc : 0.7454
     Batch 050 | Loss : 0.3908 | Acc : 0.8270
     Batch 075 | Loss : 0.4818 | Acc : 0.7598
     Batch 100 | Loss : 0.4591 | Acc : 0.7700
     Batch 125 | Loss : 0.3935 | Acc : 0.8142
     Batch 150 | Loss : 0.4157 | Acc : 0.7937
     Batch 175 | Loss : 0.4154 | Acc : 0.8118
     Batch 200 | Loss : 0.5111 | Acc : 0.7407
     Batch 225 | Loss : 0.3874 | Acc : 0.8296
     Batch 250 | Loss : 0.3860 | Acc : 0.8260
     Batch 275 | Loss : 0.4938 | Acc : 0.7471
     Batch 300 | Loss : 0.4156 | Acc : 0.7949
Epoch 00008 | Train Loss : 0.4290 | Eval Loss : 0.4320 | Train acc : 0.7936 | Eval Acc : 0.7868
     Batch 000 | Loss : 0.3776 | Acc : 0.8205
     Batch 025 | Loss : 0.3836 | Acc : 0.8210
     Batch 050 | Loss : 0.3973 | Acc : 0.8194
     Batch 075 | Loss : 0.4669 | Acc : 0.7657
     Batch 100 | Loss : 0.3895 | Acc : 0.8094
     Batch 125 | Loss : 0.4118 | Acc : 0.7994
     Batch 150 | Loss : 0.4766 | Acc : 0.7587
     Batch 175 | Loss : 0.4296 | Acc : 0.7943
     Batch 200 | Loss : 0.4269 | Acc : 0.7944
     Batch 225 | Loss : 0.4950 | Acc : 0.7616
     Batch 250 | Loss : 0.4711 | Acc : 0.7698
     Batch 275 | Loss : 0.5200 | Acc : 0.7461
     Batch 300 | Loss : 0.4010 | Acc : 0.8272
Epoch 00009 | Train Loss : 0.4276 | Eval Loss : 0.4519 | Train acc : 0.7941 | Eval Acc : 0.7836
     Batch 000 | Loss : 0.4180 | Acc : 0.8003
     Batch 025 | Loss : 0.3910 | Acc : 0.8177
     Batch 050 | Loss : 0.4398 | Acc : 0.7658
     Batch 075 | Loss : 0.4622 | Acc : 0.7774
     Batch 100 | Loss : 0.3909 | Acc : 0.8223
     Batch 125 | Loss : 0.3790 | Acc : 0.8195
     Batch 150 | Loss : 0.4174 | Acc : 0.7987
     Batch 175 | Loss : 0.4366 | Acc : 0.7904
     Batch 200 | Loss : 0.5093 | Acc : 0.7338
     Batch 225 | Loss : 0.3834 | Acc : 0.8248
     Batch 250 | Loss : 0.4621 | Acc : 0.7693
     Batch 275 | Loss : 0.4001 | Acc : 0.8085
     Batch 300 | Loss : 0.4458 | Acc : 0.7898
Epoch 00010 | Train Loss : 0.4209 | Eval Loss : 0.4372 | Train acc : 0.7984 | Eval Acc : 0.7906
     Batch 000 | Loss : 0.3545 | Acc : 0.8404
     Batch 025 | Loss : 0.3872 | Acc : 0.8208
     Batch 050 | Loss : 0.3599 | Acc : 0.8404
     Batch 075 | Loss : 0.3438 | Acc : 0.8475
     Batch 100 | Loss : 0.3801 | Acc : 0.8257
     Batch 125 | Loss : 0.4731 | Acc : 0.7710
     Batch 150 | Loss : 0.4109 | Acc : 0.8146
     Batch 175 | Loss : 0.3530 | Acc : 0.8376
     Batch 200 | Loss : 0.5144 | Acc : 0.7537
     Batch 225 | Loss : 0.4529 | Acc : 0.7673
     Batch 250 | Loss : 0.3971 | Acc : 0.8139
     Batch 275 | Loss : 0.4522 | Acc : 0.7778
     Batch 300 | Loss : 0.5156 | Acc : 0.7319
Epoch 00011 | Train Loss : 0.4274 | Eval Loss : 0.4715 | Train acc : 0.7941 | Eval Acc : 0.7704
     Batch 000 | Loss : 0.4896 | Acc : 0.7597
     Batch 025 | Loss : 0.4657 | Acc : 0.7637
     Batch 050 | Loss : 0.4065 | Acc : 0.8087
     Batch 075 | Loss : 0.4398 | Acc : 0.7833
     Batch 100 | Loss : 0.5380 | Acc : 0.7291
     Batch 125 | Loss : 0.4790 | Acc : 0.7512
     Batch 150 | Loss : 0.5639 | Acc : 0.7247
     Batch 175 | Loss : 0.3639 | Acc : 0.8356
     Batch 200 | Loss : 0.4363 | Acc : 0.7813
     Batch 225 | Loss : 0.4131 | Acc : 0.7957
     Batch 250 | Loss : 0.3640 | Acc : 0.8294
     Batch 275 | Loss : 0.3805 | Acc : 0.8265
     Batch 300 | Loss : 0.4626 | Acc : 0.7662
Epoch 00012 | Train Loss : 0.4275 | Eval Loss : 0.4496 | Train acc : 0.7949 | Eval Acc : 0.7841
     Batch 000 | Loss : 0.3660 | Acc : 0.8409
     Batch 025 | Loss : 0.4494 | Acc : 0.7749
     Batch 050 | Loss : 0.4176 | Acc : 0.8006
     Batch 075 | Loss : 0.4614 | Acc : 0.7711
     Batch 100 | Loss : 0.3676 | Acc : 0.8249
     Batch 125 | Loss : 0.4006 | Acc : 0.8052
     Batch 150 | Loss : 0.5140 | Acc : 0.7427
     Batch 175 | Loss : 0.3773 | Acc : 0.8257
     Batch 200 | Loss : 0.4564 | Acc : 0.7754
     Batch 225 | Loss : 0.4686 | Acc : 0.7702
     Batch 250 | Loss : 0.4164 | Acc : 0.7965
     Batch 275 | Loss : 0.5469 | Acc : 0.7344
     Batch 300 | Loss : 0.3899 | Acc : 0.8119
Epoch 00013 | Train Loss : 0.4217 | Eval Loss : 0.4188 | Train acc : 0.7970 | Eval Acc : 0.7974
     Batch 000 | Loss : 0.3518 | Acc : 0.8379
     Batch 025 | Loss : 0.4932 | Acc : 0.7586
     Batch 050 | Loss : 0.3654 | Acc : 0.8295
     Batch 075 | Loss : 0.4856 | Acc : 0.7706
     Batch 100 | Loss : 0.3972 | Acc : 0.8205
     Batch 125 | Loss : 0.3450 | Acc : 0.8606
     Batch 150 | Loss : 0.3613 | Acc : 0.8391
     Batch 175 | Loss : 0.4427 | Acc : 0.7874
     Batch 200 | Loss : 0.3901 | Acc : 0.8212
     Batch 225 | Loss : 0.4733 | Acc : 0.7591
     Batch 250 | Loss : 0.4614 | Acc : 0.7695
     Batch 275 | Loss : 0.4693 | Acc : 0.7708
     Batch 300 | Loss : 0.3903 | Acc : 0.8072
Epoch 00014 | Train Loss : 0.4177 | Eval Loss : 0.4324 | Train acc : 0.7998 | Eval Acc : 0.7908
     Batch 000 | Loss : 0.4006 | Acc : 0.8166
     Batch 025 | Loss : 0.4475 | Acc : 0.7883
     Batch 050 | Loss : 0.4379 | Acc : 0.7788
     Batch 075 | Loss : 0.4675 | Acc : 0.7795
     Batch 100 | Loss : 0.4302 | Acc : 0.7938
     Batch 125 | Loss : 0.3979 | Acc : 0.8120
     Batch 150 | Loss : 0.3825 | Acc : 0.8216
     Batch 175 | Loss : 0.4160 | Acc : 0.8027
     Batch 200 | Loss : 0.3988 | Acc : 0.8120
     Batch 225 | Loss : 0.5218 | Acc : 0.7262
     Batch 250 | Loss : 0.3623 | Acc : 0.8325
     Batch 275 | Loss : 0.4276 | Acc : 0.7878
     Batch 300 | Loss : 0.3631 | Acc : 0.8304
Epoch 00015 | Train Loss : 0.4197 | Eval Loss : 0.4353 | Train acc : 0.7986 | Eval Acc : 0.7912
     Batch 000 | Loss : 0.4639 | Acc : 0.7820
     Batch 025 | Loss : 0.4257 | Acc : 0.7884
     Batch 050 | Loss : 0.4669 | Acc : 0.7757
     Batch 075 | Loss : 0.4415 | Acc : 0.7812
     Batch 100 | Loss : 0.3334 | Acc : 0.8496
     Batch 125 | Loss : 0.3720 | Acc : 0.8264
     Batch 150 | Loss : 0.4580 | Acc : 0.7655
     Batch 175 | Loss : 0.4272 | Acc : 0.7910
     Batch 200 | Loss : 0.4504 | Acc : 0.7822
     Batch 225 | Loss : 0.4769 | Acc : 0.7699
     Batch 250 | Loss : 0.4273 | Acc : 0.7960
     Batch 275 | Loss : 0.4091 | Acc : 0.8075
     Batch 300 | Loss : 0.3700 | Acc : 0.8317
Epoch 00016 | Train Loss : 0.4141 | Eval Loss : 0.4657 | Train acc : 0.8015 | Eval Acc : 0.7717
     Batch 000 | Loss : 0.4795 | Acc : 0.7691
     Batch 025 | Loss : 0.3704 | Acc : 0.8198
     Batch 050 | Loss : 0.4672 | Acc : 0.7754
     Batch 075 | Loss : 0.5234 | Acc : 0.7324
     Batch 100 | Loss : 0.4990 | Acc : 0.7628
     Batch 125 | Loss : 0.3788 | Acc : 0.8231
     Batch 150 | Loss : 0.5088 | Acc : 0.7542
     Batch 175 | Loss : 0.4545 | Acc : 0.7755
     Batch 200 | Loss : 0.4226 | Acc : 0.8027
     Batch 225 | Loss : 0.3955 | Acc : 0.8050
     Batch 250 | Loss : 0.4131 | Acc : 0.8059
     Batch 275 | Loss : 0.4453 | Acc : 0.7853
     Batch 300 | Loss : 0.4228 | Acc : 0.7962
Epoch 00017 | Train Loss : 0.4241 | Eval Loss : 0.4278 | Train acc : 0.7981 | Eval Acc : 0.7919
     Batch 000 | Loss : 0.4055 | Acc : 0.8077
     Batch 025 | Loss : 0.4187 | Acc : 0.8007
     Batch 050 | Loss : 0.4061 | Acc : 0.8076
     Batch 075 | Loss : 0.3991 | Acc : 0.8078
     Batch 100 | Loss : 0.5403 | Acc : 0.7396
     Batch 125 | Loss : 0.4560 | Acc : 0.7723
     Batch 150 | Loss : 0.4031 | Acc : 0.7992
     Batch 175 | Loss : 0.3598 | Acc : 0.8378
     Batch 200 | Loss : 0.4609 | Acc : 0.7694
     Batch 225 | Loss : 0.3606 | Acc : 0.8301
     Batch 250 | Loss : 0.3935 | Acc : 0.8110
     Batch 275 | Loss : 0.5438 | Acc : 0.7217
     Batch 300 | Loss : 0.3755 | Acc : 0.8204
Epoch 00018 | Train Loss : 0.4160 | Eval Loss : 0.4214 | Train acc : 0.8004 | Eval Acc : 0.7941
     Batch 000 | Loss : 0.4834 | Acc : 0.7506
     Batch 025 | Loss : 0.3777 | Acc : 0.8254
     Batch 050 | Loss : 0.3956 | Acc : 0.8260
     Batch 075 | Loss : 0.3867 | Acc : 0.8244
     Batch 100 | Loss : 0.3626 | Acc : 0.8453
     Batch 125 | Loss : 0.3961 | Acc : 0.8074
     Batch 150 | Loss : 0.3775 | Acc : 0.8244
     Batch 175 | Loss : 0.3662 | Acc : 0.8311
     Batch 200 | Loss : 0.3976 | Acc : 0.8039
     Batch 225 | Loss : 0.4841 | Acc : 0.7548
     Batch 250 | Loss : 0.5013 | Acc : 0.7481
     Batch 275 | Loss : 0.3690 | Acc : 0.8277
     Batch 300 | Loss : 0.4123 | Acc : 0.7987
Epoch 00019 | Train Loss : 0.4124 | Eval Loss : 0.4153 | Train acc : 0.8033 | Eval Acc : 0.8010
     Batch 000 | Loss : 0.3749 | Acc : 0.8309
     Batch 025 | Loss : 0.3734 | Acc : 0.8325
     Batch 050 | Loss : 0.3797 | Acc : 0.8215
     Batch 075 | Loss : 0.3643 | Acc : 0.8192
     Batch 100 | Loss : 0.4950 | Acc : 0.7480
     Batch 125 | Loss : 0.4347 | Acc : 0.7847
     Batch 150 | Loss : 0.3802 | Acc : 0.8263
     Batch 175 | Loss : 0.4632 | Acc : 0.7688
     Batch 200 | Loss : 0.4460 | Acc : 0.7761
     Batch 225 | Loss : 0.4041 | Acc : 0.8027
     Batch 250 | Loss : 0.3674 | Acc : 0.8268
     Batch 275 | Loss : 0.4928 | Acc : 0.7520
     Batch 300 | Loss : 0.5026 | Acc : 0.7558
Epoch 00020 | Train Loss : 0.4152 | Eval Loss : 0.4380 | Train acc : 0.8013 | Eval Acc : 0.7839
     Batch 000 | Loss : 0.3711 | Acc : 0.8269
     Batch 025 | Loss : 0.5603 | Acc : 0.7356
     Batch 050 | Loss : 0.3427 | Acc : 0.8531
     Batch 075 | Loss : 0.4402 | Acc : 0.7870
     Batch 100 | Loss : 0.3419 | Acc : 0.8436
     Batch 125 | Loss : 0.5637 | Acc : 0.7146
     Batch 150 | Loss : 0.3795 | Acc : 0.8224
     Batch 175 | Loss : 0.4757 | Acc : 0.7646
     Batch 200 | Loss : 0.3521 | Acc : 0.8392
     Batch 225 | Loss : 0.4213 | Acc : 0.8036
     Batch 250 | Loss : 0.3888 | Acc : 0.8086
     Batch 275 | Loss : 0.3946 | Acc : 0.8102
     Batch 300 | Loss : 0.4495 | Acc : 0.7922
Epoch 00021 | Train Loss : 0.4149 | Eval Loss : 0.4196 | Train acc : 0.8018 | Eval Acc : 0.7971
     Batch 000 | Loss : 0.3796 | Acc : 0.8180
     Batch 025 | Loss : 0.3752 | Acc : 0.8308
     Batch 050 | Loss : 0.4074 | Acc : 0.8046
     Batch 075 | Loss : 0.4228 | Acc : 0.7843
     Batch 100 | Loss : 0.4818 | Acc : 0.7604
     Batch 125 | Loss : 0.4559 | Acc : 0.7692
     Batch 150 | Loss : 0.3371 | Acc : 0.8521
     Batch 175 | Loss : 0.4945 | Acc : 0.7603
     Batch 200 | Loss : 0.4932 | Acc : 0.7452
     Batch 225 | Loss : 0.4465 | Acc : 0.7896
     Batch 250 | Loss : 0.4594 | Acc : 0.7726
     Batch 275 | Loss : 0.4433 | Acc : 0.7763
     Batch 300 | Loss : 0.4518 | Acc : 0.7646
Epoch 00022 | Train Loss : 0.4314 | Eval Loss : 0.4327 | Train acc : 0.7930 | Eval Acc : 0.7884
     Batch 000 | Loss : 0.4562 | Acc : 0.7739
     Batch 025 | Loss : 0.5001 | Acc : 0.7459
     Batch 050 | Loss : 0.3941 | Acc : 0.8119
     Batch 075 | Loss : 0.4674 | Acc : 0.7667
     Batch 100 | Loss : 0.4635 | Acc : 0.7808
     Batch 125 | Loss : 0.5118 | Acc : 0.7480
     Batch 150 | Loss : 0.5402 | Acc : 0.7354
     Batch 175 | Loss : 0.3919 | Acc : 0.8193
     Batch 200 | Loss : 0.3641 | Acc : 0.8282
     Batch 225 | Loss : 0.4334 | Acc : 0.7870
     Batch 250 | Loss : 0.3387 | Acc : 0.8470
     Batch 275 | Loss : 0.3711 | Acc : 0.8243
     Batch 300 | Loss : 0.4160 | Acc : 0.7957
Epoch 00023 | Train Loss : 0.4211 | Eval Loss : 0.4307 | Train acc : 0.7975 | Eval Acc : 0.7882
     Batch 000 | Loss : 0.3608 | Acc : 0.8373
     Batch 025 | Loss : 0.3695 | Acc : 0.8243
     Batch 050 | Loss : 0.4145 | Acc : 0.7930
     Batch 075 | Loss : 0.4206 | Acc : 0.7917
     Batch 100 | Loss : 0.3763 | Acc : 0.8299
     Batch 125 | Loss : 0.4028 | Acc : 0.7974
     Batch 150 | Loss : 0.5438 | Acc : 0.7388
     Batch 175 | Loss : 0.4465 | Acc : 0.7832
     Batch 200 | Loss : 0.4122 | Acc : 0.8087
     Batch 225 | Loss : 0.3610 | Acc : 0.8319
     Batch 250 | Loss : 0.4034 | Acc : 0.8060
     Batch 275 | Loss : 0.3698 | Acc : 0.8343
     Batch 300 | Loss : 0.3655 | Acc : 0.8367
Epoch 00024 | Train Loss : 0.4149 | Eval Loss : 0.4342 | Train acc : 0.8013 | Eval Acc : 0.7913
     Batch 000 | Loss : 0.3620 | Acc : 0.8311
     Batch 025 | Loss : 0.3757 | Acc : 0.8153
     Batch 050 | Loss : 0.4581 | Acc : 0.7704
     Batch 075 | Loss : 0.4366 | Acc : 0.7914
     Batch 100 | Loss : 0.3537 | Acc : 0.8362
     Batch 125 | Loss : 0.4635 | Acc : 0.7745
     Batch 150 | Loss : 0.3566 | Acc : 0.8337
     Batch 175 | Loss : 0.3898 | Acc : 0.8126
     Batch 200 | Loss : 0.4913 | Acc : 0.7687
     Batch 225 | Loss : 0.4497 | Acc : 0.7688
     Batch 250 | Loss : 0.4361 | Acc : 0.7833
     Batch 275 | Loss : 0.3878 | Acc : 0.8108
     Batch 300 | Loss : 0.4759 | Acc : 0.7561
Epoch 00025 | Train Loss : 0.4136 | Eval Loss : 0.4204 | Train acc : 0.8010 | Eval Acc : 0.7954
     Batch 000 | Loss : 0.3895 | Acc : 0.8164
     Batch 025 | Loss : 0.3503 | Acc : 0.8422
     Batch 050 | Loss : 0.4541 | Acc : 0.7686
     Batch 075 | Loss : 0.4290 | Acc : 0.7846
     Batch 100 | Loss : 0.4354 | Acc : 0.7945
     Batch 125 | Loss : 0.4219 | Acc : 0.7856
     Batch 150 | Loss : 0.3935 | Acc : 0.8114
     Batch 175 | Loss : 0.3705 | Acc : 0.8235
     Batch 200 | Loss : 0.3782 | Acc : 0.8268
     Batch 225 | Loss : 0.3734 | Acc : 0.8308
     Batch 250 | Loss : 0.3513 | Acc : 0.8411
     Batch 275 | Loss : 0.5086 | Acc : 0.7594
     Batch 300 | Loss : 0.4231 | Acc : 0.8007
Epoch 00026 | Train Loss : 0.4140 | Eval Loss : 0.4316 | Train acc : 0.8007 | Eval Acc : 0.7941
     Batch 000 | Loss : 0.4107 | Acc : 0.8063
     Batch 025 | Loss : 0.3483 | Acc : 0.8435
     Batch 050 | Loss : 0.3352 | Acc : 0.8540
     Batch 075 | Loss : 0.4219 | Acc : 0.8006
     Batch 100 | Loss : 0.4031 | Acc : 0.8108
     Batch 125 | Loss : 0.4170 | Acc : 0.7976
     Batch 150 | Loss : 0.4158 | Acc : 0.8057
     Batch 175 | Loss : 0.4496 | Acc : 0.7803
     Batch 200 | Loss : 0.4503 | Acc : 0.7745
     Batch 225 | Loss : 0.3805 | Acc : 0.8187
     Batch 250 | Loss : 0.4191 | Acc : 0.8041
     Batch 275 | Loss : 0.4791 | Acc : 0.7518
     Batch 300 | Loss : 0.3588 | Acc : 0.8370
Epoch 00027 | Train Loss : 0.4134 | Eval Loss : 0.4202 | Train acc : 0.8014 | Eval Acc : 0.7958
     Batch 000 | Loss : 0.3454 | Acc : 0.8378
     Batch 025 | Loss : 0.4267 | Acc : 0.7867
     Batch 050 | Loss : 0.4391 | Acc : 0.7828
     Batch 075 | Loss : 0.4509 | Acc : 0.7744
     Batch 100 | Loss : 0.4299 | Acc : 0.7842
     Batch 125 | Loss : 0.4330 | Acc : 0.7842
     Batch 150 | Loss : 0.4749 | Acc : 0.7677
     Batch 175 | Loss : 0.4080 | Acc : 0.8014
     Batch 200 | Loss : 0.4868 | Acc : 0.7655
     Batch 225 | Loss : 0.3930 | Acc : 0.8168
     Batch 250 | Loss : 0.4391 | Acc : 0.7784
     Batch 275 | Loss : 0.4904 | Acc : 0.7668
     Batch 300 | Loss : 0.3531 | Acc : 0.8334
Epoch 00028 | Train Loss : 0.4137 | Eval Loss : 0.4159 | Train acc : 0.8012 | Eval Acc : 0.7987
     Batch 000 | Loss : 0.3657 | Acc : 0.8324
     Batch 025 | Loss : 0.5009 | Acc : 0.7461
     Batch 050 | Loss : 0.4552 | Acc : 0.7740
     Batch 075 | Loss : 0.4385 | Acc : 0.7888
     Batch 100 | Loss : 0.3663 | Acc : 0.8233
     Batch 125 | Loss : 0.3990 | Acc : 0.8060
     Batch 150 | Loss : 0.3990 | Acc : 0.8065
     Batch 175 | Loss : 0.3755 | Acc : 0.8295
     Batch 200 | Loss : 0.3343 | Acc : 0.8510
     Batch 225 | Loss : 0.4224 | Acc : 0.7918
     Batch 250 | Loss : 0.3872 | Acc : 0.8201
     Batch 275 | Loss : 0.4839 | Acc : 0.7508
     Batch 300 | Loss : 0.4551 | Acc : 0.7850
Epoch 00029 | Train Loss : 0.4072 | Eval Loss : 0.4204 | Train acc : 0.8048 | Eval Acc : 0.7964
     Batch 000 | Loss : 0.3485 | Acc : 0.8387
     Batch 025 | Loss : 0.3837 | Acc : 0.8203
     Batch 050 | Loss : 0.3835 | Acc : 0.8179
     Batch 075 | Loss : 0.4186 | Acc : 0.7932
     Batch 100 | Loss : 0.3377 | Acc : 0.8483
     Batch 125 | Loss : 0.3910 | Acc : 0.8095
     Batch 150 | Loss : 0.4436 | Acc : 0.7827
     Batch 175 | Loss : 0.4830 | Acc : 0.7599
     Batch 200 | Loss : 0.4269 | Acc : 0.7863
     Batch 225 | Loss : 0.4040 | Acc : 0.8052
     Batch 250 | Loss : 0.4511 | Acc : 0.7810
     Batch 275 | Loss : 0.4536 | Acc : 0.7740
     Batch 300 | Loss : 0.4118 | Acc : 0.8090
Epoch 00030 | Train Loss : 0.4130 | Eval Loss : 0.4230 | Train acc : 0.8018 | Eval Acc : 0.7928
     Batch 000 | Loss : 0.3771 | Acc : 0.8317
     Batch 025 | Loss : 0.3363 | Acc : 0.8571
     Batch 050 | Loss : 0.3493 | Acc : 0.8363
     Batch 075 | Loss : 0.3479 | Acc : 0.8406
     Batch 100 | Loss : 0.3950 | Acc : 0.8220
     Batch 125 | Loss : 0.3963 | Acc : 0.8155
     Batch 150 | Loss : 0.3606 | Acc : 0.8289
     Batch 175 | Loss : 0.4077 | Acc : 0.8013
     Batch 200 | Loss : 0.3250 | Acc : 0.8523
     Batch 225 | Loss : 0.4663 | Acc : 0.7801
     Batch 250 | Loss : 0.3926 | Acc : 0.8149
     Batch 275 | Loss : 0.4579 | Acc : 0.7610
