Done loading data from cached files.
Training ...
     Batch 000 | Loss : 1.2903 | Acc : 0.5144
     Batch 050 | Loss : 0.4458 | Acc : 0.7851
     Batch 075 | Loss : 0.5135 | Acc : 0.7408
     Batch 100 | Loss : 0.4403 | Acc : 0.7858
     Batch 125 | Loss : 0.4694 | Acc : 0.7648
     Batch 150 | Loss : 0.4463 | Acc : 0.7991
     Batch 175 | Loss : 0.5004 | Acc : 0.7543
     Batch 200 | Loss : 0.5556 | Acc : 0.7265
     Batch 225 | Loss : 0.4304 | Acc : 0.7952
     Batch 250 | Loss : 0.4196 | Acc : 0.8107
     Batch 275 | Loss : 0.4711 | Acc : 0.7638
     Batch 300 | Loss : 0.4722 | Acc : 0.7708
Epoch 00005 | Train Loss : 0.4516 | Eval Loss : 0.4720 | Train acc : 0.7838 | Eval Acc : 0.7700 | Eval Log. Respected : 0.5334
     Batch 000 | Loss : 0.5185 | Acc : 0.7410
     Batch 025 | Loss : 0.4040 | Acc : 0.8167
     Batch 050 | Loss : 0.4739 | Acc : 0.7661
     Batch 075 | Loss : 0.5907 | Acc : 0.7170
     Batch 100 | Loss : 0.4066 | Acc : 0.8077
     Batch 125 | Loss : 0.4061 | Acc : 0.8145
     Batch 150 | Loss : 0.4409 | Acc : 0.7855
     Batch 175 | Loss : 0.4387 | Acc : 0.7867
     Batch 200 | Loss : 0.4607 | Acc : 0.7810
     Batch 225 | Loss : 0.5432 | Acc : 0.7283
     Batch 250 | Loss : 0.4569 | Acc : 0.7729
     Batch 275 | Loss : 0.4161 | Acc : 0.8024
     Batch 300 | Loss : 0.4136 | Acc : 0.8044
Epoch 00006 | Train Loss : 0.4411 | Eval Loss : 0.4659 | Train acc : 0.7895 | Eval Acc : 0.7734 | Eval Log. Respected : 0.5046
     Batch 000 | Loss : 0.5136 | Acc : 0.7483
     Batch 025 | Loss : 0.4420 | Acc : 0.7865
     Batch 050 | Loss : 0.3704 | Acc : 0.8374
     Batch 075 | Loss : 0.4163 | Acc : 0.8047
     Batch 100 | Loss : 0.3914 | Acc : 0.8251
     Batch 125 | Loss : 0.4366 | Acc : 0.7912
     Batch 150 | Loss : 0.4594 | Acc : 0.7737
     Batch 175 | Loss : 0.4621 | Acc : 0.7773
     Batch 200 | Loss : 0.3579 | Acc : 0.8381
     Batch 225 | Loss : 0.4254 | Acc : 0.7963
     Batch 250 | Loss : 0.4197 | Acc : 0.7936
     Batch 275 | Loss : 0.4006 | Acc : 0.8086
     Batch 300 | Loss : 0.4779 | Acc : 0.7657
Epoch 00007 | Train Loss : 0.4350 | Eval Loss : 0.4674 | Train acc : 0.7922 | Eval Acc : 0.7748 | Eval Log. Respected : 0.5337
     Batch 000 | Loss : 0.4238 | Acc : 0.7982
     Batch 025 | Loss : 0.4043 | Acc : 0.8125
     Batch 050 | Loss : 0.5063 | Acc : 0.7558
     Batch 075 | Loss : 0.5060 | Acc : 0.7466
     Batch 100 | Loss : 0.5481 | Acc : 0.7356
     Batch 125 | Loss : 0.4846 | Acc : 0.7590
     Batch 150 | Loss : 0.3696 | Acc : 0.8346
     Batch 175 | Loss : 0.3434 | Acc : 0.8457
     Batch 200 | Loss : 0.4329 | Acc : 0.7923
     Batch 225 | Loss : 0.3869 | Acc : 0.8214
     Batch 250 | Loss : 0.4304 | Acc : 0.7938
     Batch 275 | Loss : 0.3756 | Acc : 0.8239
     Batch 300 | Loss : 0.4603 | Acc : 0.7767
Epoch 00008 | Train Loss : 0.4298 | Eval Loss : 0.4604 | Train acc : 0.7949 | Eval Acc : 0.7793 | Eval Log. Respected : 0.6291
     Batch 000 | Loss : 0.5067 | Acc : 0.7497
     Batch 025 | Loss : 0.4044 | Acc : 0.8143
     Batch 050 | Loss : 0.4545 | Acc : 0.7800
     Batch 075 | Loss : 0.4030 | Acc : 0.8082
     Batch 100 | Loss : 0.4339 | Acc : 0.7846
     Batch 125 | Loss : 0.4120 | Acc : 0.8054
     Batch 150 | Loss : 0.3822 | Acc : 0.8248
     Batch 175 | Loss : 0.4254 | Acc : 0.7933
     Batch 200 | Loss : 0.4367 | Acc : 0.7906
     Batch 225 | Loss : 0.3529 | Acc : 0.8387
     Batch 250 | Loss : 0.4191 | Acc : 0.7962
     Batch 275 | Loss : 0.3536 | Acc : 0.8401
     Batch 300 | Loss : 0.4275 | Acc : 0.7937
Epoch 00009 | Train Loss : 0.4287 | Eval Loss : 0.4470 | Train acc : 0.7950 | Eval Acc : 0.7842 | Eval Log. Respected : 0.5612
     Batch 000 | Loss : 0.4717 | Acc : 0.7615
     Batch 025 | Loss : 0.4783 | Acc : 0.7672
     Batch 050 | Loss : 0.4935 | Acc : 0.7521
     Batch 075 | Loss : 0.3808 | Acc : 0.8195
     Batch 100 | Loss : 0.4320 | Acc : 0.7919
     Batch 125 | Loss : 0.5700 | Acc : 0.7162
     Batch 150 | Loss : 0.4587 | Acc : 0.7747
     Batch 175 | Loss : 0.6325 | Acc : 0.7045
     Batch 200 | Loss : 0.4130 | Acc : 0.7982
     Batch 225 | Loss : 0.4490 | Acc : 0.7800
     Batch 250 | Loss : 0.3689 | Acc : 0.8297
     Batch 275 | Loss : 0.3983 | Acc : 0.8093
     Batch 300 | Loss : 0.5398 | Acc : 0.7477
Epoch 00010 | Train Loss : 0.4295 | Eval Loss : 0.4229 | Train acc : 0.7945 | Eval Acc : 0.7961 | Eval Log. Respected : 0.6317
     Batch 000 | Loss : 0.4598 | Acc : 0.7677
     Batch 025 | Loss : 0.4107 | Acc : 0.8072
     Batch 050 | Loss : 0.3327 | Acc : 0.8484
     Batch 075 | Loss : 0.4353 | Acc : 0.7925
     Batch 100 | Loss : 0.4657 | Acc : 0.7666
     Batch 125 | Loss : 0.4126 | Acc : 0.7992
     Batch 150 | Loss : 0.4983 | Acc : 0.7571
     Batch 175 | Loss : 0.3633 | Acc : 0.8333
     Batch 200 | Loss : 0.4186 | Acc : 0.7993
     Batch 225 | Loss : 0.3875 | Acc : 0.8176
     Batch 250 | Loss : 0.4638 | Acc : 0.7691
     Batch 275 | Loss : 0.4365 | Acc : 0.7817
     Batch 300 | Loss : 0.4024 | Acc : 0.8118
Epoch 00011 | Train Loss : 0.4254 | Eval Loss : 0.4551 | Train acc : 0.7970 | Eval Acc : 0.7825 | Eval Log. Respected : 0.5251
     Batch 000 | Loss : 0.4510 | Acc : 0.7776
     Batch 025 | Loss : 0.3836 | Acc : 0.8223
     Batch 050 | Loss : 0.5421 | Acc : 0.7223
     Batch 075 | Loss : 0.4885 | Acc : 0.7475
     Batch 100 | Loss : 0.4244 | Acc : 0.8075
     Batch 125 | Loss : 0.4553 | Acc : 0.7700
     Batch 150 | Loss : 0.4391 | Acc : 0.7911
     Batch 175 | Loss : 0.3942 | Acc : 0.8173
     Batch 200 | Loss : 0.3609 | Acc : 0.8334
     Batch 225 | Loss : 0.3701 | Acc : 0.8248
     Batch 250 | Loss : 0.3910 | Acc : 0.8136
     Batch 275 | Loss : 0.4789 | Acc : 0.7633
     Batch 300 | Loss : 0.5065 | Acc : 0.7416
Epoch 00012 | Train Loss : 0.4216 | Eval Loss : 0.4354 | Train acc : 0.7985 | Eval Acc : 0.7895 | Eval Log. Respected : 0.6250
     Batch 000 | Loss : 0.3439 | Acc : 0.8548
     Batch 025 | Loss : 0.3820 | Acc : 0.8159
     Batch 050 | Loss : 0.4680 | Acc : 0.7669
     Batch 075 | Loss : 0.3312 | Acc : 0.8516
     Batch 100 | Loss : 0.4031 | Acc : 0.8055
     Batch 125 | Loss : 0.4214 | Acc : 0.8025
     Batch 150 | Loss : 0.4379 | Acc : 0.7840
     Batch 175 | Loss : 0.4206 | Acc : 0.7981
     Batch 200 | Loss : 0.3519 | Acc : 0.8440
     Batch 225 | Loss : 0.4158 | Acc : 0.8014
     Batch 250 | Loss : 0.3799 | Acc : 0.8234
     Batch 275 | Loss : 0.4623 | Acc : 0.7665
     Batch 300 | Loss : 0.4550 | Acc : 0.7704
Epoch 00013 | Train Loss : 0.4170 | Eval Loss : 0.4306 | Train acc : 0.8004 | Eval Acc : 0.7916 | Eval Log. Respected : 0.6321
     Batch 000 | Loss : 0.4311 | Acc : 0.7905
     Batch 025 | Loss : 0.4870 | Acc : 0.7652
     Batch 050 | Loss : 0.4641 | Acc : 0.7709
     Batch 075 | Loss : 0.3887 | Acc : 0.8275
     Batch 100 | Loss : 0.3691 | Acc : 0.8244
     Batch 125 | Loss : 0.3647 | Acc : 0.8281
     Batch 150 | Loss : 0.3689 | Acc : 0.8387
     Batch 175 | Loss : 0.4737 | Acc : 0.7609
     Batch 200 | Loss : 0.4387 | Acc : 0.7898
     Batch 225 | Loss : 0.3687 | Acc : 0.8369
     Batch 250 | Loss : 0.3963 | Acc : 0.8043
     Batch 275 | Loss : 0.4224 | Acc : 0.7987
     Batch 300 | Loss : 0.4519 | Acc : 0.7763
Epoch 00014 | Train Loss : 0.4177 | Eval Loss : 0.4749 | Train acc : 0.8000 | Eval Acc : 0.7719 | Eval Log. Respected : 0.5832
     Batch 000 | Loss : 0.5316 | Acc : 0.7495
     Batch 025 | Loss : 0.4012 | Acc : 0.8058
     Batch 050 | Loss : 0.3984 | Acc : 0.8100
     Batch 075 | Loss : 0.4377 | Acc : 0.7818
     Batch 100 | Loss : 0.3695 | Acc : 0.8320
     Batch 125 | Loss : 0.4077 | Acc : 0.8119
     Batch 150 | Loss : 0.3456 | Acc : 0.8490
     Batch 175 | Loss : 0.5141 | Acc : 0.7362
     Batch 200 | Loss : 0.4086 | Acc : 0.8056
     Batch 225 | Loss : 0.5034 | Acc : 0.7537
     Batch 250 | Loss : 0.3731 | Acc : 0.8191
     Batch 275 | Loss : 0.4538 | Acc : 0.7771
     Batch 300 | Loss : 0.4574 | Acc : 0.7688
Epoch 00015 | Train Loss : 0.4203 | Eval Loss : 0.4749 | Train acc : 0.7986 | Eval Acc : 0.7747 | Eval Log. Respected : 0.6546
     Batch 000 | Loss : 0.5313 | Acc : 0.7505
     Batch 025 | Loss : 0.4712 | Acc : 0.7553
     Batch 050 | Loss : 0.4141 | Acc : 0.7954
     Batch 075 | Loss : 0.4106 | Acc : 0.8118
     Batch 100 | Loss : 0.3615 | Acc : 0.8390
     Batch 125 | Loss : 0.3980 | Acc : 0.8118
     Batch 150 | Loss : 0.4226 | Acc : 0.7902
     Batch 175 | Loss : 0.4507 | Acc : 0.7719
     Batch 200 | Loss : 0.4361 | Acc : 0.7832
     Batch 225 | Loss : 0.3936 | Acc : 0.8123
     Batch 250 | Loss : 0.4005 | Acc : 0.8128
     Batch 275 | Loss : 0.4466 | Acc : 0.7861
     Batch 300 | Loss : 0.4430 | Acc : 0.7857
Epoch 00016 | Train Loss : 0.4177 | Eval Loss : 0.4317 | Train acc : 0.7998 | Eval Acc : 0.7883 | Eval Log. Respected : 0.6292
     Batch 000 | Loss : 0.4198 | Acc : 0.7958
     Batch 025 | Loss : 0.4666 | Acc : 0.7662
     Batch 050 | Loss : 0.5670 | Acc : 0.7245
     Batch 075 | Loss : 0.4444 | Acc : 0.7841
     Batch 100 | Loss : 0.4018 | Acc : 0.8034
     Batch 125 | Loss : 0.3559 | Acc : 0.8347
     Batch 150 | Loss : 0.5172 | Acc : 0.7570
     Batch 175 | Loss : 0.4522 | Acc : 0.7863
     Batch 200 | Loss : 0.4174 | Acc : 0.7984
     Batch 225 | Loss : 0.4657 | Acc : 0.7589
     Batch 250 | Loss : 0.3693 | Acc : 0.8335
     Batch 275 | Loss : 0.4860 | Acc : 0.7515
     Batch 300 | Loss : 0.5600 | Acc : 0.7320
Epoch 00017 | Train Loss : 0.4202 | Eval Loss : 0.4224 | Train acc : 0.7987 | Eval Acc : 0.7944 | Eval Log. Respected : 0.5897
     Batch 000 | Loss : 0.3221 | Acc : 0.8570
     Batch 025 | Loss : 0.3787 | Acc : 0.8272
     Batch 050 | Loss : 0.5750 | Acc : 0.7260
     Batch 075 | Loss : 0.4194 | Acc : 0.7985
     Batch 100 | Loss : 0.3549 | Acc : 0.8409
     Batch 125 | Loss : 0.4243 | Acc : 0.7971
     Batch 150 | Loss : 0.3943 | Acc : 0.8078
     Batch 175 | Loss : 0.4065 | Acc : 0.8073
     Batch 200 | Loss : 0.3818 | Acc : 0.8195
     Batch 225 | Loss : 0.4267 | Acc : 0.7842
     Batch 250 | Loss : 0.4025 | Acc : 0.8159
     Batch 275 | Loss : 0.4169 | Acc : 0.7981
     Batch 300 | Loss : 0.3892 | Acc : 0.8180
Epoch 00018 | Train Loss : 0.4167 | Eval Loss : 0.4372 | Train acc : 0.8004 | Eval Acc : 0.7866 | Eval Log. Respected : 0.6142
     Batch 000 | Loss : 0.4523 | Acc : 0.7771
     Batch 025 | Loss : 0.3568 | Acc : 0.8371
     Batch 050 | Loss : 0.3473 | Acc : 0.8415
     Batch 075 | Loss : 0.4871 | Acc : 0.7519
     Batch 100 | Loss : 0.3955 | Acc : 0.8165
     Batch 125 | Loss : 0.4984 | Acc : 0.7554
     Batch 150 | Loss : 0.3522 | Acc : 0.8477
     Batch 175 | Loss : 0.3831 | Acc : 0.8219
     Batch 200 | Loss : 0.4772 | Acc : 0.7742
     Batch 225 | Loss : 0.3997 | Acc : 0.8117
     Batch 250 | Loss : 0.4559 | Acc : 0.7734
     Batch 275 | Loss : 0.4261 | Acc : 0.7895
     Batch 300 | Loss : 0.5268 | Acc : 0.7446
Epoch 00019 | Train Loss : 0.4180 | Eval Loss : 0.4189 | Train acc : 0.7998 | Eval Acc : 0.7980 | Eval Log. Respected : 0.6413
     Batch 000 | Loss : 0.4368 | Acc : 0.7845
     Batch 025 | Loss : 0.3684 | Acc : 0.8352
     Batch 050 | Loss : 0.3989 | Acc : 0.8099
     Batch 075 | Loss : 0.3915 | Acc : 0.8158
     Batch 100 | Loss : 0.4270 | Acc : 0.7940
     Batch 125 | Loss : 0.5736 | Acc : 0.7240
     Batch 150 | Loss : 0.5368 | Acc : 0.7297
     Batch 175 | Loss : 0.3902 | Acc : 0.8124
     Batch 200 | Loss : 0.3654 | Acc : 0.8304
     Batch 225 | Loss : 0.4195 | Acc : 0.7990
     Batch 250 | Loss : 0.4833 | Acc : 0.7631
     Batch 275 | Loss : 0.3883 | Acc : 0.8128
     Batch 300 | Loss : 0.3694 | Acc : 0.8233
Epoch 00020 | Train Loss : 0.4145 | Eval Loss : 0.4249 | Train acc : 0.8015 | Eval Acc : 0.7962 | Eval Log. Respected : 0.6695
     Batch 000 | Loss : 0.3731 | Acc : 0.8275
     Batch 025 | Loss : 0.4027 | Acc : 0.8043
     Batch 050 | Loss : 0.4414 | Acc : 0.7811
     Batch 075 | Loss : 0.5016 | Acc : 0.7538
     Batch 100 | Loss : 0.5098 | Acc : 0.7500
     Batch 125 | Loss : 0.4400 | Acc : 0.7837
     Batch 150 | Loss : 0.4457 | Acc : 0.7761
     Batch 175 | Loss : 0.4876 | Acc : 0.7649
     Batch 200 | Loss : 0.3687 | Acc : 0.8250
     Batch 225 | Loss : 0.3619 | Acc : 0.8330
     Batch 250 | Loss : 0.3445 | Acc : 0.8475
     Batch 275 | Loss : 0.4624 | Acc : 0.7660
     Batch 300 | Loss : 0.5217 | Acc : 0.7474
Epoch 00021 | Train Loss : 0.4135 | Eval Loss : 0.4526 | Train acc : 0.8018 | Eval Acc : 0.7774 | Eval Log. Respected : 0.5820
     Batch 000 | Loss : 0.4259 | Acc : 0.7885
     Batch 025 | Loss : 0.3435 | Acc : 0.8540
     Batch 050 | Loss : 0.4855 | Acc : 0.7644
     Batch 075 | Loss : 0.3936 | Acc : 0.8101
     Batch 100 | Loss : 0.4877 | Acc : 0.7571
     Batch 125 | Loss : 0.4121 | Acc : 0.7976
     Batch 150 | Loss : 0.3914 | Acc : 0.8154
     Batch 175 | Loss : 0.4274 | Acc : 0.8021
     Batch 200 | Loss : 0.3803 | Acc : 0.8257
     Batch 225 | Loss : 0.3936 | Acc : 0.8083
     Batch 250 | Loss : 0.3577 | Acc : 0.8355
     Batch 275 | Loss : 0.4367 | Acc : 0.7925
     Batch 300 | Loss : 0.3609 | Acc : 0.8344
Epoch 00022 | Train Loss : 0.4217 | Eval Loss : 0.4297 | Train acc : 0.7980 | Eval Acc : 0.7905 | Eval Log. Respected : 0.6151
     Batch 000 | Loss : 0.3990 | Acc : 0.8078
     Batch 025 | Loss : 0.4887 | Acc : 0.7497
     Batch 050 | Loss : 0.4340 | Acc : 0.7941
     Batch 075 | Loss : 0.4653 | Acc : 0.7596
     Batch 100 | Loss : 0.4042 | Acc : 0.8053
     Batch 125 | Loss : 0.3901 | Acc : 0.8140
     Batch 150 | Loss : 0.4234 | Acc : 0.7966
     Batch 175 | Loss : 0.4619 | Acc : 0.7689
     Batch 200 | Loss : 0.3982 | Acc : 0.8137
     Batch 225 | Loss : 0.3840 | Acc : 0.8160
     Batch 250 | Loss : 0.3481 | Acc : 0.8463
     Batch 275 | Loss : 0.4131 | Acc : 0.7987
     Batch 300 | Loss : 0.3889 | Acc : 0.8166
Epoch 00023 | Train Loss : 0.4145 | Eval Loss : 0.4274 | Train acc : 0.8023 | Eval Acc : 0.7932 | Eval Log. Respected : 0.6479
     Batch 000 | Loss : 0.3769 | Acc : 0.8196
     Batch 025 | Loss : 0.3767 | Acc : 0.8238
     Batch 050 | Loss : 0.3923 | Acc : 0.8144
     Batch 075 | Loss : 0.4515 | Acc : 0.7841
     Batch 100 | Loss : 0.3816 | Acc : 0.8158
     Batch 125 | Loss : 0.4647 | Acc : 0.7655
     Batch 150 | Loss : 0.4644 | Acc : 0.7735
     Batch 175 | Loss : 0.3988 | Acc : 0.8019
     Batch 200 | Loss : 0.4090 | Acc : 0.8075
     Batch 225 | Loss : 0.3789 | Acc : 0.8188
     Batch 250 | Loss : 0.4051 | Acc : 0.8071
     Batch 275 | Loss : 0.3918 | Acc : 0.8136
     Batch 300 | Loss : 0.5158 | Acc : 0.7476
Epoch 00024 | Train Loss : 0.4169 | Eval Loss : 0.4250 | Train acc : 0.8001 | Eval Acc : 0.7915 | Eval Log. Respected : 0.6329
     Batch 000 | Loss : 0.3759 | Acc : 0.8238
     Batch 025 | Loss : 0.4741 | Acc : 0.7579
     Batch 050 | Loss : 0.3655 | Acc : 0.8334
     Batch 075 | Loss : 0.3761 | Acc : 0.8271
     Batch 100 | Loss : 0.4901 | Acc : 0.7534
     Batch 125 | Loss : 0.3782 | Acc : 0.8303
     Batch 150 | Loss : 0.3311 | Acc : 0.8535
     Batch 175 | Loss : 0.3369 | Acc : 0.8543
     Batch 200 | Loss : 0.3387 | Acc : 0.8450
     Batch 225 | Loss : 0.4967 | Acc : 0.7515
     Batch 250 | Loss : 0.4213 | Acc : 0.7949
     Batch 275 | Loss : 0.3841 | Acc : 0.8155
     Batch 300 | Loss : 0.3696 | Acc : 0.8327
Epoch 00025 | Train Loss : 0.4142 | Eval Loss : 0.4486 | Train acc : 0.8018 | Eval Acc : 0.7817 | Eval Log. Respected : 0.6476
     Batch 000 | Loss : 0.4308 | Acc : 0.7918
     Batch 025 | Loss : 0.4363 | Acc : 0.7892
     Batch 050 | Loss : 0.4458 | Acc : 0.7785
     Batch 075 | Loss : 0.4311 | Acc : 0.7943
     Batch 100 | Loss : 0.4060 | Acc : 0.8057
     Batch 125 | Loss : 0.4166 | Acc : 0.7933
     Batch 150 | Loss : 0.3903 | Acc : 0.8111
     Batch 175 | Loss : 0.4508 | Acc : 0.7780
     Batch 200 | Loss : 0.4483 | Acc : 0.7794
     Batch 225 | Loss : 0.5139 | Acc : 0.7370
     Batch 250 | Loss : 0.4650 | Acc : 0.7733
     Batch 275 | Loss : 0.3940 | Acc : 0.8059
     Batch 300 | Loss : 0.3792 | Acc : 0.8221
Epoch 00026 | Train Loss : 0.4131 | Eval Loss : 0.4134 | Train acc : 0.8024 | Eval Acc : 0.8003 | Eval Log. Respected : 0.6554
     Batch 000 | Loss : 0.3377 | Acc : 0.8530
     Batch 025 | Loss : 0.4063 | Acc : 0.8084
     Batch 050 | Loss : 0.3822 | Acc : 0.8224
     Batch 075 | Loss : 0.4515 | Acc : 0.7804
     Batch 100 | Loss : 0.4779 | Acc : 0.7648
     Batch 125 | Loss : 0.3542 | Acc : 0.8368
     Batch 150 | Loss : 0.3533 | Acc : 0.8339
     Batch 175 | Loss : 0.4543 | Acc : 0.7775
     Batch 200 | Loss : 0.3993 | Acc : 0.8071
     Batch 225 | Loss : 0.4098 | Acc : 0.8005
     Batch 250 | Loss : 0.4715 | Acc : 0.7705
     Batch 275 | Loss : 0.3761 | Acc : 0.8294
     Batch 300 | Loss : 0.3587 | Acc : 0.8325
Epoch 00027 | Train Loss : 0.4143 | Eval Loss : 0.4790 | Train acc : 0.8018 | Eval Acc : 0.7792 | Eval Log. Respected : 0.6566
     Batch 000 | Loss : 0.4187 | Acc : 0.8043
     Batch 025 | Loss : 0.3963 | Acc : 0.8076
     Batch 050 | Loss : 0.3413 | Acc : 0.8444
     Batch 075 | Loss : 0.4016 | Acc : 0.8084
     Batch 100 | Loss : 0.4074 | Acc : 0.8020
     Batch 125 | Loss : 0.4535 | Acc : 0.7858
     Batch 150 | Loss : 0.3296 | Acc : 0.8589
     Batch 175 | Loss : 0.6315 | Acc : 0.7047
     Batch 200 | Loss : 0.4080 | Acc : 0.8044
     Batch 225 | Loss : 0.4195 | Acc : 0.7889
     Batch 250 | Loss : 0.3923 | Acc : 0.8089
     Batch 275 | Loss : 0.3593 | Acc : 0.8373
     Batch 300 | Loss : 0.4814 | Acc : 0.7640
Epoch 00028 | Train Loss : 0.4147 | Eval Loss : 0.4289 | Train acc : 0.8019 | Eval Acc : 0.7915 | Eval Log. Respected : 0.6024
     Batch 000 | Loss : 0.4104 | Acc : 0.7991
     Batch 025 | Loss : 0.3601 | Acc : 0.8308
     Batch 050 | Loss : 0.3561 | Acc : 0.8344
     Batch 075 | Loss : 0.3968 | Acc : 0.8098
     Batch 100 | Loss : 0.4401 | Acc : 0.7911
     Batch 125 | Loss : 0.4341 | Acc : 0.7926
     Batch 150 | Loss : 0.4607 | Acc : 0.7735
     Batch 175 | Loss : 0.4445 | Acc : 0.7831
     Batch 200 | Loss : 0.4861 | Acc : 0.7662
     Batch 225 | Loss : 0.4833 | Acc : 0.7560
     Batch 250 | Loss : 0.4195 | Acc : 0.7926
     Batch 275 | Loss : 0.5198 | Acc : 0.7513
     Batch 300 | Loss : 0.4538 | Acc : 0.7713
Epoch 00029 | Train Loss : 0.4130 | Eval Loss : 0.4378 | Train acc : 0.8023 | Eval Acc : 0.7892 | Eval Log. Respected : 0.6657
     Batch 000 | Loss : 0.4884 | Acc : 0.7512
     Batch 025 | Loss : 0.3428 | Acc : 0.8442
     Batch 050 | Loss : 0.3371 | Acc : 0.8454
     Batch 075 | Loss : 0.5036 | Acc : 0.7570
     Batch 100 | Loss : 0.4803 | Acc : 0.7623
     Batch 125 | Loss : 0.4525 | Acc : 0.7713
     Batch 150 | Loss : 0.4546 | Acc : 0.7745
     Batch 175 | Loss : 0.3766 | Acc : 0.8278
     Batch 200 | Loss : 0.4060 | Acc : 0.8166
