cuda is available
USING : cuda
Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.6952 | Acc : 0.5111
     Batch 245 | Loss : 0.4284 | Acc : 0.7881
     Batch 250 | Loss : 0.3841 | Acc : 0.8182
     Batch 255 | Loss : 0.4460 | Acc : 0.7757
     Batch 260 | Loss : 0.3851 | Acc : 0.8232
     Batch 265 | Loss : 0.3429 | Acc : 0.8455
     Batch 270 | Loss : 0.4450 | Acc : 0.7966
     Batch 275 | Loss : 0.4271 | Acc : 0.7954
     Batch 280 | Loss : 0.4393 | Acc : 0.7948
     Batch 285 | Loss : 0.4536 | Acc : 0.7783
     Batch 290 | Loss : 0.4023 | Acc : 0.8050
     Batch 295 | Loss : 0.3199 | Acc : 0.8585
     Batch 300 | Loss : 0.3933 | Acc : 0.8089
     Batch 305 | Loss : 0.3826 | Acc : 0.8171
     Batch 310 | Loss : 0.3046 | Acc : 0.8743
     Batch 315 | Loss : 0.3410 | Acc : 0.8448
     Batch 320 | Loss : 0.3927 | Acc : 0.8100
     Batch 325 | Loss : 0.3986 | Acc : 0.8051
     Batch 330 | Loss : 0.4141 | Acc : 0.7992
     Batch 335 | Loss : 0.4185 | Acc : 0.8057
     Batch 340 | Loss : 0.4035 | Acc : 0.7998
     Batch 345 | Loss : 0.4153 | Acc : 0.7964
     Batch 350 | Loss : 0.3634 | Acc : 0.8304
     Batch 355 | Loss : 0.4106 | Acc : 0.8002
     Batch 360 | Loss : 0.3391 | Acc : 0.8471
     Batch 365 | Loss : 0.4360 | Acc : 0.7908
     Batch 370 | Loss : 0.4059 | Acc : 0.8057
     Batch 375 | Loss : 0.3727 | Acc : 0.8284
     Batch 380 | Loss : 0.4192 | Acc : 0.8049
     Batch 385 | Loss : 0.3145 | Acc : 0.8641
     Batch 390 | Loss : 0.4161 | Acc : 0.7978
     Batch 395 | Loss : 0.3637 | Acc : 0.8320
     Batch 400 | Loss : 0.3376 | Acc : 0.8446
     Batch 405 | Loss : 0.3680 | Acc : 0.8276
     Batch 410 | Loss : 0.3830 | Acc : 0.8127
     Batch 415 | Loss : 0.3793 | Acc : 0.8185
     Batch 420 | Loss : 0.4300 | Acc : 0.8065
     Batch 425 | Loss : 0.3813 | Acc : 0.8254
     Batch 430 | Loss : 0.4142 | Acc : 0.8049
     Batch 435 | Loss : 0.4136 | Acc : 0.7917
     Batch 440 | Loss : 0.3404 | Acc : 0.8549
     Batch 445 | Loss : 0.3945 | Acc : 0.8169
     Batch 450 | Loss : 0.3458 | Acc : 0.8438
     Batch 455 | Loss : 0.3944 | Acc : 0.8174
     Batch 460 | Loss : 0.3655 | Acc : 0.8306
     Batch 465 | Loss : 0.3730 | Acc : 0.8332
     Batch 470 | Loss : 0.4223 | Acc : 0.7999
     Batch 475 | Loss : 0.5090 | Acc : 0.7835
     Batch 480 | Loss : 0.3523 | Acc : 0.8365
     Batch 485 | Loss : 0.3711 | Acc : 0.8286
     Batch 490 | Loss : 0.3388 | Acc : 0.8454
     Batch 495 | Loss : 0.3938 | Acc : 0.8119
     Batch 500 | Loss : 0.3978 | Acc : 0.8109
     Batch 505 | Loss : 0.4287 | Acc : 0.7929
     Batch 510 | Loss : 0.3531 | Acc : 0.8470
     Batch 515 | Loss : 0.3815 | Acc : 0.8187
     Batch 520 | Loss : 0.3169 | Acc : 0.8567
     Batch 525 | Loss : 0.3761 | Acc : 0.8287
     Batch 530 | Loss : 0.3821 | Acc : 0.8196
     Batch 535 | Loss : 0.3084 | Acc : 0.8692
     Batch 540 | Loss : 0.5036 | Acc : 0.7613
     Batch 545 | Loss : 0.3877 | Acc : 0.8265
Epoch 00000 | Train Loss : 0.4257 | Eval Loss : 0.4004 | Train acc : 0.7944 | Eval Acc : 0.8084 | Eval Log. Respected : 0.9562
     Batch 000 | Loss : 0.4010 | Acc : 0.8057
     Batch 005 | Loss : 0.3441 | Acc : 0.8421
     Batch 010 | Loss : 0.3208 | Acc : 0.8545
     Batch 015 | Loss : 0.3876 | Acc : 0.8152
     Batch 020 | Loss : 0.3625 | Acc : 0.8318
     Batch 025 | Loss : 0.3375 | Acc : 0.8518
     Batch 030 | Loss : 0.3091 | Acc : 0.8621
     Batch 035 | Loss : 0.3349 | Acc : 0.8470
     Batch 040 | Loss : 0.3865 | Acc : 0.8194
     Batch 045 | Loss : 0.3372 | Acc : 0.8481
     Batch 050 | Loss : 0.3680 | Acc : 0.8309
     Batch 055 | Loss : 0.3322 | Acc : 0.8515
     Batch 060 | Loss : 0.3345 | Acc : 0.8456
     Batch 065 | Loss : 0.4161 | Acc : 0.8050
     Batch 070 | Loss : 0.3995 | Acc : 0.8172
     Batch 075 | Loss : 0.4719 | Acc : 0.7754
     Batch 080 | Loss : 0.3559 | Acc : 0.8363
     Batch 085 | Loss : 0.3069 | Acc : 0.8720
     Batch 090 | Loss : 0.3668 | Acc : 0.8370
     Batch 095 | Loss : 0.3485 | Acc : 0.8389
     Batch 100 | Loss : 0.4309 | Acc : 0.7881
     Batch 105 | Loss : 0.4130 | Acc : 0.8002
     Batch 110 | Loss : 0.3487 | Acc : 0.8415
     Batch 115 | Loss : 0.3569 | Acc : 0.8415
     Batch 120 | Loss : 0.3244 | Acc : 0.8502
     Batch 125 | Loss : 0.3341 | Acc : 0.8492
     Batch 130 | Loss : 0.3979 | Acc : 0.8113
     Batch 135 | Loss : 0.3136 | Acc : 0.8529
     Batch 140 | Loss : 0.3200 | Acc : 0.8550
     Batch 145 | Loss : 0.3417 | Acc : 0.8436
     Batch 150 | Loss : 0.3378 | Acc : 0.8504
     Batch 155 | Loss : 0.5150 | Acc : 0.7715
     Batch 160 | Loss : 0.3530 | Acc : 0.8341
     Batch 165 | Loss : 0.3246 | Acc : 0.8547
     Batch 170 | Loss : 0.3165 | Acc : 0.8592
     Batch 175 | Loss : 0.3179 | Acc : 0.8619
     Batch 180 | Loss : 0.4282 | Acc : 0.7933
     Batch 185 | Loss : 0.3334 | Acc : 0.8469
     Batch 190 | Loss : 0.3662 | Acc : 0.8267
     Batch 195 | Loss : 0.3893 | Acc : 0.8084
     Batch 200 | Loss : 0.3451 | Acc : 0.8337
     Batch 205 | Loss : 0.3937 | Acc : 0.8079
     Batch 210 | Loss : 0.3420 | Acc : 0.8432
     Batch 215 | Loss : 0.3877 | Acc : 0.8146
     Batch 220 | Loss : 0.3556 | Acc : 0.8392
     Batch 225 | Loss : 0.4097 | Acc : 0.8077
     Batch 230 | Loss : 0.3490 | Acc : 0.8351
     Batch 235 | Loss : 0.3763 | Acc : 0.8141
     Batch 240 | Loss : 0.3212 | Acc : 0.8504
     Batch 245 | Loss : 0.3656 | Acc : 0.8307
     Batch 250 | Loss : 0.3020 | Acc : 0.8653
     Batch 255 | Loss : 0.4065 | Acc : 0.8135
     Batch 260 | Loss : 0.4069 | Acc : 0.8034
     Batch 265 | Loss : 0.3629 | Acc : 0.8369
     Batch 270 | Loss : 0.4386 | Acc : 0.7940
     Batch 275 | Loss : 0.3205 | Acc : 0.8502
     Batch 280 | Loss : 0.3976 | Acc : 0.8082
     Batch 285 | Loss : 0.4551 | Acc : 0.7775
     Batch 290 | Loss : 0.3594 | Acc : 0.8357
     Batch 295 | Loss : 0.3139 | Acc : 0.8507
     Batch 300 | Loss : 0.3094 | Acc : 0.8625
     Batch 305 | Loss : 0.3587 | Acc : 0.8278
     Batch 310 | Loss : 0.3298 | Acc : 0.8526
     Batch 315 | Loss : 0.4364 | Acc : 0.7985
     Batch 320 | Loss : 0.3245 | Acc : 0.8552
     Batch 325 | Loss : 0.4065 | Acc : 0.8001
     Batch 330 | Loss : 0.3661 | Acc : 0.8294
     Batch 335 | Loss : 0.3450 | Acc : 0.8409
     Batch 340 | Loss : 0.5147 | Acc : 0.7758
     Batch 345 | Loss : 0.3691 | Acc : 0.8259
     Batch 350 | Loss : 0.4902 | Acc : 0.7719
     Batch 355 | Loss : 0.3378 | Acc : 0.8457
     Batch 360 | Loss : 0.4197 | Acc : 0.8072
     Batch 365 | Loss : 0.4004 | Acc : 0.8048
     Batch 370 | Loss : 0.3882 | Acc : 0.8124
     Batch 375 | Loss : 0.3325 | Acc : 0.8496
     Batch 380 | Loss : 0.3113 | Acc : 0.8540
     Batch 385 | Loss : 0.4251 | Acc : 0.7901
     Batch 390 | Loss : 0.3349 | Acc : 0.8445
     Batch 395 | Loss : 0.3100 | Acc : 0.8606
     Batch 400 | Loss : 0.3846 | Acc : 0.8194
     Batch 405 | Loss : 0.3926 | Acc : 0.8185
     Batch 410 | Loss : 0.4149 | Acc : 0.8030
     Batch 415 | Loss : 0.3332 | Acc : 0.8477
     Batch 420 | Loss : 0.4402 | Acc : 0.7972
     Batch 425 | Loss : 0.3929 | Acc : 0.8094
     Batch 430 | Loss : 0.3393 | Acc : 0.8468
     Batch 435 | Loss : 0.3916 | Acc : 0.8167
     Batch 440 | Loss : 0.3493 | Acc : 0.8422
     Batch 445 | Loss : 0.4585 | Acc : 0.7770
     Batch 450 | Loss : 0.4653 | Acc : 0.7992
     Batch 455 | Loss : 0.3967 | Acc : 0.8050
     Batch 460 | Loss : 0.3058 | Acc : 0.8624
     Batch 465 | Loss : 0.3852 | Acc : 0.8208
     Batch 470 | Loss : 0.3753 | Acc : 0.8201
     Batch 475 | Loss : 0.3381 | Acc : 0.8405
     Batch 480 | Loss : 0.3134 | Acc : 0.8508
     Batch 485 | Loss : 0.3226 | Acc : 0.8588
     Batch 490 | Loss : 0.3102 | Acc : 0.8696
     Batch 495 | Loss : 0.3704 | Acc : 0.8240
     Batch 500 | Loss : 0.3074 | Acc : 0.8674
     Batch 505 | Loss : 0.3946 | Acc : 0.8157
     Batch 510 | Loss : 0.3193 | Acc : 0.8618
     Batch 515 | Loss : 0.2924 | Acc : 0.8739
     Batch 520 | Loss : 0.3369 | Acc : 0.8503
     Batch 525 | Loss : 0.3215 | Acc : 0.8533
     Batch 530 | Loss : 0.4107 | Acc : 0.8137
     Batch 535 | Loss : 0.3332 | Acc : 0.8537
     Batch 540 | Loss : 0.3440 | Acc : 0.8443
     Batch 545 | Loss : 0.4223 | Acc : 0.8165
Epoch 00001 | Train Loss : 0.3685 | Eval Loss : 0.3785 | Train acc : 0.8293 | Eval Acc : 0.8282 | Eval Log. Respected : 0.9386
     Batch 000 | Loss : 0.3270 | Acc : 0.8460
     Batch 005 | Loss : 0.3907 | Acc : 0.8170
     Batch 010 | Loss : 0.3184 | Acc : 0.8619
     Batch 015 | Loss : 0.3084 | Acc : 0.8536
     Batch 020 | Loss : 0.3321 | Acc : 0.8492
     Batch 025 | Loss : 0.3469 | Acc : 0.8381
     Batch 030 | Loss : 0.3713 | Acc : 0.8253
     Batch 035 | Loss : 0.3416 | Acc : 0.8401
     Batch 040 | Loss : 0.3991 | Acc : 0.8107
     Batch 045 | Loss : 0.3162 | Acc : 0.8667
     Batch 050 | Loss : 0.2769 | Acc : 0.8830
     Batch 055 | Loss : 0.4747 | Acc : 0.7746
     Batch 060 | Loss : 0.3446 | Acc : 0.8538
     Batch 065 | Loss : 0.3321 | Acc : 0.8463
     Batch 070 | Loss : 0.2989 | Acc : 0.8626
     Batch 075 | Loss : 0.3239 | Acc : 0.8526
     Batch 080 | Loss : 0.3659 | Acc : 0.8286
     Batch 085 | Loss : 0.3177 | Acc : 0.8522
     Batch 090 | Loss : 0.3759 | Acc : 0.8248
     Batch 095 | Loss : 0.3941 | Acc : 0.8148
     Batch 100 | Loss : 0.2908 | Acc : 0.8817
     Batch 105 | Loss : 0.4027 | Acc : 0.7995
     Batch 110 | Loss : 0.3635 | Acc : 0.8257
     Batch 115 | Loss : 0.3428 | Acc : 0.8414
     Batch 120 | Loss : 0.3193 | Acc : 0.8625
     Batch 125 | Loss : 0.3366 | Acc : 0.8435
     Batch 130 | Loss : 0.3401 | Acc : 0.8455
     Batch 135 | Loss : 0.4673 | Acc : 0.7740
     Batch 140 | Loss : 0.3503 | Acc : 0.8318
     Batch 145 | Loss : 0.2970 | Acc : 0.8667
     Batch 150 | Loss : 0.3111 | Acc : 0.8559
     Batch 155 | Loss : 0.2790 | Acc : 0.8779
     Batch 160 | Loss : 0.3987 | Acc : 0.8103
     Batch 165 | Loss : 0.3388 | Acc : 0.8495
     Batch 170 | Loss : 0.4040 | Acc : 0.8121
     Batch 175 | Loss : 0.3568 | Acc : 0.8393
     Batch 180 | Loss : 0.3393 | Acc : 0.8425
     Batch 185 | Loss : 0.3571 | Acc : 0.8385
     Batch 190 | Loss : 0.3266 | Acc : 0.8537
     Batch 195 | Loss : 0.3402 | Acc : 0.8399
     Batch 200 | Loss : 0.2979 | Acc : 0.8654
     Batch 205 | Loss : 0.4202 | Acc : 0.7971
     Batch 210 | Loss : 0.3052 | Acc : 0.8614
     Batch 215 | Loss : 0.4094 | Acc : 0.8013
     Batch 220 | Loss : 0.5014 | Acc : 0.7767
     Batch 225 | Loss : 0.3918 | Acc : 0.8196
     Batch 230 | Loss : 0.3957 | Acc : 0.8153
     Batch 235 | Loss : 0.3483 | Acc : 0.8397
     Batch 240 | Loss : 0.3696 | Acc : 0.8204
     Batch 245 | Loss : 0.3595 | Acc : 0.8464
     Batch 250 | Loss : 0.4005 | Acc : 0.8092
     Batch 255 | Loss : 0.3590 | Acc : 0.8321
     Batch 260 | Loss : 0.3426 | Acc : 0.8431
     Batch 265 | Loss : 0.3279 | Acc : 0.8416
     Batch 270 | Loss : 0.4970 | Acc : 0.7791
     Batch 275 | Loss : 0.3075 | Acc : 0.8625
     Batch 280 | Loss : 0.2870 | Acc : 0.8714
     Batch 285 | Loss : 0.3109 | Acc : 0.8614
     Batch 290 | Loss : 0.3322 | Acc : 0.8469
     Batch 295 | Loss : 0.2941 | Acc : 0.8662
     Batch 300 | Loss : 0.3312 | Acc : 0.8429
     Batch 305 | Loss : 0.3994 | Acc : 0.8011
     Batch 310 | Loss : 0.3347 | Acc : 0.8408
     Batch 315 | Loss : 0.3589 | Acc : 0.8352
     Batch 320 | Loss : 0.3445 | Acc : 0.8434
     Batch 325 | Loss : 0.3309 | Acc : 0.8471
     Batch 330 | Loss : 0.3698 | Acc : 0.8258
     Batch 335 | Loss : 0.3145 | Acc : 0.8595
     Batch 340 | Loss : 0.3528 | Acc : 0.8337
     Batch 345 | Loss : 0.3073 | Acc : 0.8641
     Batch 350 | Loss : 0.3077 | Acc : 0.8603
     Batch 355 | Loss : 0.3827 | Acc : 0.8144
     Batch 360 | Loss : 0.3186 | Acc : 0.8580
     Batch 365 | Loss : 0.2339 | Acc : 0.9068
     Batch 370 | Loss : 0.4616 | Acc : 0.7765
     Batch 375 | Loss : 0.3688 | Acc : 0.8333
     Batch 380 | Loss : 0.3400 | Acc : 0.8408
     Batch 385 | Loss : 0.4275 | Acc : 0.7986
     Batch 390 | Loss : 0.2868 | Acc : 0.8721
     Batch 395 | Loss : 0.3703 | Acc : 0.8277
     Batch 400 | Loss : 0.3057 | Acc : 0.8665
     Batch 405 | Loss : 0.3141 | Acc : 0.8580
     Batch 410 | Loss : 0.4343 | Acc : 0.7942
     Batch 415 | Loss : 0.4442 | Acc : 0.7932
     Batch 420 | Loss : 0.3383 | Acc : 0.8480
     Batch 425 | Loss : 0.3334 | Acc : 0.8463
     Batch 430 | Loss : 0.2838 | Acc : 0.8848
     Batch 435 | Loss : 0.3658 | Acc : 0.8289
     Batch 440 | Loss : 0.4324 | Acc : 0.8037
     Batch 445 | Loss : 0.3551 | Acc : 0.8394
     Batch 450 | Loss : 0.3165 | Acc : 0.8562
     Batch 455 | Loss : 0.3098 | Acc : 0.8590
     Batch 460 | Loss : 0.3163 | Acc : 0.8568
     Batch 465 | Loss : 0.3229 | Acc : 0.8495
     Batch 470 | Loss : 0.3074 | Acc : 0.8600
     Batch 475 | Loss : 0.3308 | Acc : 0.8541
     Batch 480 | Loss : 0.4347 | Acc : 0.7976
     Batch 485 | Loss : 0.3650 | Acc : 0.8264
     Batch 490 | Loss : 0.3149 | Acc : 0.8582
     Batch 495 | Loss : 0.3605 | Acc : 0.8293
     Batch 500 | Loss : 0.3517 | Acc : 0.8324
     Batch 505 | Loss : 0.3118 | Acc : 0.8584
     Batch 510 | Loss : 0.2831 | Acc : 0.8696
     Batch 515 | Loss : 0.3665 | Acc : 0.8254
     Batch 520 | Loss : 0.3307 | Acc : 0.8543
     Batch 525 | Loss : 0.4246 | Acc : 0.7864
     Batch 530 | Loss : 0.3014 | Acc : 0.8624
     Batch 535 | Loss : 0.3089 | Acc : 0.8604
     Batch 540 | Loss : 0.3751 | Acc : 0.8274
     Batch 545 | Loss : 0.3713 | Acc : 0.8201
Epoch 00002 | Train Loss : 0.3556 | Eval Loss : 0.3567 | Train acc : 0.8365 | Eval Acc : 0.8325 | Eval Log. Respected : 0.9413
     Batch 000 | Loss : 0.3382 | Acc : 0.8475
     Batch 005 | Loss : 0.3441 | Acc : 0.8438
     Batch 010 | Loss : 0.2952 | Acc : 0.8675
     Batch 015 | Loss : 0.4285 | Acc : 0.8038
     Batch 020 | Loss : 0.2853 | Acc : 0.8766
     Batch 025 | Loss : 0.3422 | Acc : 0.8393
     Batch 030 | Loss : 0.3284 | Acc : 0.8493
     Batch 035 | Loss : 0.3090 | Acc : 0.8580
     Batch 040 | Loss : 0.3296 | Acc : 0.8454
     Batch 045 | Loss : 0.3270 | Acc : 0.8502
     Batch 050 | Loss : 0.3522 | Acc : 0.8343
     Batch 055 | Loss : 0.2867 | Acc : 0.8714
     Batch 060 | Loss : 0.4624 | Acc : 0.7814
     Batch 065 | Loss : 0.3781 | Acc : 0.8253
     Batch 070 | Loss : 0.3445 | Acc : 0.8436
     Batch 075 | Loss : 0.3073 | Acc : 0.8550
     Batch 080 | Loss : 0.3552 | Acc : 0.8338
     Batch 085 | Loss : 0.3839 | Acc : 0.8210
     Batch 090 | Loss : 0.3922 | Acc : 0.8068
     Batch 095 | Loss : 0.3147 | Acc : 0.8627
     Batch 100 | Loss : 0.3053 | Acc : 0.8616
     Batch 105 | Loss : 0.3350 | Acc : 0.8457
     Batch 110 | Loss : 0.3414 | Acc : 0.8469
     Batch 115 | Loss : 0.3579 | Acc : 0.8343
     Batch 120 | Loss : 0.3655 | Acc : 0.8307
     Batch 125 | Loss : 0.2718 | Acc : 0.8861
     Batch 130 | Loss : 0.4045 | Acc : 0.8182
     Batch 135 | Loss : 0.3306 | Acc : 0.8457
     Batch 140 | Loss : 0.3159 | Acc : 0.8589
     Batch 145 | Loss : 0.3251 | Acc : 0.8434
     Batch 150 | Loss : 0.2853 | Acc : 0.8709
     Batch 155 | Loss : 0.3838 | Acc : 0.8177
     Batch 160 | Loss : 0.3324 | Acc : 0.8437
     Batch 165 | Loss : 0.3005 | Acc : 0.8711
     Batch 170 | Loss : 0.4220 | Acc : 0.8008
     Batch 175 | Loss : 0.3205 | Acc : 0.8582
     Batch 180 | Loss : 0.3063 | Acc : 0.8620
     Batch 185 | Loss : 0.2802 | Acc : 0.8728
     Batch 190 | Loss : 0.3913 | Acc : 0.8282
     Batch 195 | Loss : 0.3764 | Acc : 0.8239
     Batch 200 | Loss : 0.3408 | Acc : 0.8520
     Batch 205 | Loss : 0.3074 | Acc : 0.8573
     Batch 210 | Loss : 0.5024 | Acc : 0.7766
     Batch 215 | Loss : 0.3798 | Acc : 0.8209
     Batch 220 | Loss : 0.3825 | Acc : 0.8175
     Batch 225 | Loss : 0.4078 | Acc : 0.8091
     Batch 230 | Loss : 0.3360 | Acc : 0.8423
     Batch 235 | Loss : 0.4137 | Acc : 0.8025
     Batch 240 | Loss : 0.3190 | Acc : 0.8553
     Batch 245 | Loss : 0.3163 | Acc : 0.8511
     Batch 250 | Loss : 0.3886 | Acc : 0.8351
     Batch 255 | Loss : 0.3839 | Acc : 0.8171
     Batch 260 | Loss : 0.3752 | Acc : 0.8190
     Batch 265 | Loss : 0.3312 | Acc : 0.8506
     Batch 270 | Loss : 0.3327 | Acc : 0.8434
     Batch 275 | Loss : 0.3002 | Acc : 0.8746
     Batch 280 | Loss : 0.3150 | Acc : 0.8660
     Batch 285 | Loss : 0.3306 | Acc : 0.8532
     Batch 290 | Loss : 0.3639 | Acc : 0.8338
     Batch 295 | Loss : 0.3236 | Acc : 0.8535
     Batch 300 | Loss : 0.3408 | Acc : 0.8408
     Batch 305 | Loss : 0.3425 | Acc : 0.8445
     Batch 310 | Loss : 0.2783 | Acc : 0.8741
     Batch 315 | Loss : 0.3761 | Acc : 0.8230
     Batch 320 | Loss : 0.3244 | Acc : 0.8483
     Batch 325 | Loss : 0.4063 | Acc : 0.8081
     Batch 330 | Loss : 0.3052 | Acc : 0.8654
     Batch 335 | Loss : 0.3188 | Acc : 0.8528
     Batch 340 | Loss : 0.2928 | Acc : 0.8677
     Batch 345 | Loss : 0.3622 | Acc : 0.8275
     Batch 350 | Loss : 0.3213 | Acc : 0.8543
     Batch 355 | Loss : 0.4064 | Acc : 0.8080
     Batch 360 | Loss : 0.3062 | Acc : 0.8638
     Batch 365 | Loss : 0.3037 | Acc : 0.8597
     Batch 370 | Loss : 0.5044 | Acc : 0.7862
     Batch 375 | Loss : 0.3199 | Acc : 0.8650
     Batch 380 | Loss : 0.3731 | Acc : 0.8234
     Batch 385 | Loss : 0.2843 | Acc : 0.8719
     Batch 390 | Loss : 0.4296 | Acc : 0.8049
     Batch 395 | Loss : 0.3209 | Acc : 0.8546
     Batch 400 | Loss : 0.3878 | Acc : 0.8185
     Batch 405 | Loss : 0.3395 | Acc : 0.8387
     Batch 410 | Loss : 0.2765 | Acc : 0.8753
     Batch 415 | Loss : 0.5010 | Acc : 0.7675
     Batch 420 | Loss : 0.3893 | Acc : 0.8204
     Batch 425 | Loss : 0.3007 | Acc : 0.8637
     Batch 430 | Loss : 0.3525 | Acc : 0.8363
     Batch 435 | Loss : 0.2814 | Acc : 0.8763
     Batch 440 | Loss : 0.3157 | Acc : 0.8577
     Batch 445 | Loss : 0.2830 | Acc : 0.8714
     Batch 450 | Loss : 0.3604 | Acc : 0.8314
     Batch 455 | Loss : 0.4134 | Acc : 0.8062
     Batch 460 | Loss : 0.3104 | Acc : 0.8600
     Batch 465 | Loss : 0.3312 | Acc : 0.8573
     Batch 470 | Loss : 0.3063 | Acc : 0.8578
     Batch 475 | Loss : 0.3515 | Acc : 0.8302
     Batch 480 | Loss : 0.3076 | Acc : 0.8651
     Batch 485 | Loss : 0.2675 | Acc : 0.8862
     Batch 490 | Loss : 0.3727 | Acc : 0.8286
     Batch 495 | Loss : 0.2950 | Acc : 0.8666
     Batch 500 | Loss : 0.3760 | Acc : 0.8200
     Batch 505 | Loss : 0.3290 | Acc : 0.8438
     Batch 510 | Loss : 0.3274 | Acc : 0.8537
     Batch 515 | Loss : 0.2921 | Acc : 0.8671
     Batch 520 | Loss : 0.3700 | Acc : 0.8226
     Batch 525 | Loss : 0.2805 | Acc : 0.8743
     Batch 530 | Loss : 0.3109 | Acc : 0.8614
     Batch 535 | Loss : 0.3613 | Acc : 0.8288
     Batch 540 | Loss : 0.2778 | Acc : 0.8799
     Batch 545 | Loss : 0.3642 | Acc : 0.8281
Epoch 00003 | Train Loss : 0.3449 | Eval Loss : 0.3473 | Train acc : 0.8413 | Eval Acc : 0.8364 | Eval Log. Respected : 0.9372
     Batch 000 | Loss : 0.3045 | Acc : 0.8647
     Batch 005 | Loss : 0.3586 | Acc : 0.8246
     Batch 010 | Loss : 0.3318 | Acc : 0.8440
     Batch 015 | Loss : 0.4159 | Acc : 0.8051
     Batch 020 | Loss : 0.3591 | Acc : 0.8335
     Batch 025 | Loss : 0.2983 | Acc : 0.8647
     Batch 030 | Loss : 0.3729 | Acc : 0.8275
     Batch 035 | Loss : 0.3162 | Acc : 0.8547
     Batch 040 | Loss : 0.3262 | Acc : 0.8486
     Batch 045 | Loss : 0.3320 | Acc : 0.8424
     Batch 050 | Loss : 0.3261 | Acc : 0.8535
     Batch 055 | Loss : 0.3891 | Acc : 0.8171
     Batch 060 | Loss : 0.2883 | Acc : 0.8726
     Batch 065 | Loss : 0.3289 | Acc : 0.8512
     Batch 070 | Loss : 0.3177 | Acc : 0.8533
     Batch 075 | Loss : 0.2804 | Acc : 0.8748
     Batch 080 | Loss : 0.3348 | Acc : 0.8465
     Batch 085 | Loss : 0.3379 | Acc : 0.8394
     Batch 090 | Loss : 0.3680 | Acc : 0.8301
     Batch 095 | Loss : 0.3297 | Acc : 0.8435
     Batch 100 | Loss : 0.3216 | Acc : 0.8519
     Batch 105 | Loss : 0.2913 | Acc : 0.8742
     Batch 110 | Loss : 0.3163 | Acc : 0.8520
     Batch 115 | Loss : 0.3257 | Acc : 0.8483
     Batch 120 | Loss : 0.3322 | Acc : 0.8490
     Batch 125 | Loss : 0.4285 | Acc : 0.7914
     Batch 130 | Loss : 0.3089 | Acc : 0.8590
     Batch 135 | Loss : 0.3344 | Acc : 0.8401
     Batch 140 | Loss : 0.3077 | Acc : 0.8615
