Done loading data from cached files.
Training ...
     Batch 000 | Loss : 15.6596 | Acc : 0.5656
     Batch 150 | Loss : 0.3171 | Acc : 0.8546
     Batch 175 | Loss : 0.3583 | Acc : 0.8225
     Batch 200 | Loss : 0.3225 | Acc : 0.8486
     Batch 225 | Loss : 0.4499 | Acc : 0.7761
     Batch 250 | Loss : 0.4905 | Acc : 0.7470
     Batch 275 | Loss : 0.3583 | Acc : 0.8248
     Batch 300 | Loss : 0.3560 | Acc : 0.8284
Epoch 00007 | Train Loss : 0.3711 | Eval Loss : 0.3844 | Train acc : 0.8169 | Eval Acc : 0.8082
     Batch 000 | Loss : 0.3861 | Acc : 0.8026
     Batch 025 | Loss : 0.4210 | Acc : 0.7891
     Batch 050 | Loss : 0.3601 | Acc : 0.8248
     Batch 075 | Loss : 0.3941 | Acc : 0.8132
     Batch 100 | Loss : 0.3707 | Acc : 0.8213
     Batch 125 | Loss : 0.3917 | Acc : 0.8029
     Batch 150 | Loss : 0.4183 | Acc : 0.7869
     Batch 175 | Loss : 0.3907 | Acc : 0.8036
     Batch 200 | Loss : 0.3875 | Acc : 0.8049
     Batch 225 | Loss : 0.3357 | Acc : 0.8374
     Batch 250 | Loss : 0.3777 | Acc : 0.8162
     Batch 275 | Loss : 0.3221 | Acc : 0.8478
     Batch 300 | Loss : 0.3671 | Acc : 0.8168
Epoch 00008 | Train Loss : 0.3731 | Eval Loss : 0.3827 | Train acc : 0.8155 | Eval Acc : 0.8092
     Batch 000 | Loss : 0.4589 | Acc : 0.7723
     Batch 025 | Loss : 0.3571 | Acc : 0.8256
     Batch 050 | Loss : 0.3295 | Acc : 0.8517
     Batch 075 | Loss : 0.4229 | Acc : 0.7906
     Batch 100 | Loss : 0.3746 | Acc : 0.8110
     Batch 125 | Loss : 0.3472 | Acc : 0.8249
     Batch 150 | Loss : 0.3431 | Acc : 0.8358
     Batch 175 | Loss : 0.4488 | Acc : 0.7660
     Batch 200 | Loss : 0.3108 | Acc : 0.8555
     Batch 225 | Loss : 0.3790 | Acc : 0.8083
     Batch 250 | Loss : 0.4475 | Acc : 0.7740
     Batch 275 | Loss : 0.3523 | Acc : 0.8295
     Batch 300 | Loss : 0.3560 | Acc : 0.8290
Epoch 00009 | Train Loss : 0.3718 | Eval Loss : 0.3658 | Train acc : 0.8166 | Eval Acc : 0.8183
     Batch 000 | Loss : 0.3857 | Acc : 0.8129
     Batch 025 | Loss : 0.4800 | Acc : 0.7463
     Batch 050 | Loss : 0.3703 | Acc : 0.8180
     Batch 075 | Loss : 0.3596 | Acc : 0.8196
     Batch 100 | Loss : 0.5704 | Acc : 0.7352
     Batch 125 | Loss : 0.3300 | Acc : 0.8454
     Batch 150 | Loss : 0.3899 | Acc : 0.8102
     Batch 175 | Loss : 0.3253 | Acc : 0.8469
     Batch 200 | Loss : 0.3583 | Acc : 0.8169
     Batch 225 | Loss : 0.3427 | Acc : 0.8302
     Batch 250 | Loss : 0.3115 | Acc : 0.8423
     Batch 275 | Loss : 0.3677 | Acc : 0.8238
     Batch 300 | Loss : 0.3612 | Acc : 0.8194
Epoch 00010 | Train Loss : 0.3659 | Eval Loss : 0.3768 | Train acc : 0.8199 | Eval Acc : 0.8107
     Batch 000 | Loss : 0.3978 | Acc : 0.7986
     Batch 025 | Loss : 0.3102 | Acc : 0.8548
     Batch 050 | Loss : 0.3360 | Acc : 0.8378
     Batch 075 | Loss : 0.4274 | Acc : 0.7847
     Batch 100 | Loss : 0.3292 | Acc : 0.8422
     Batch 125 | Loss : 0.3645 | Acc : 0.8137
     Batch 150 | Loss : 0.3429 | Acc : 0.8314
     Batch 175 | Loss : 0.3707 | Acc : 0.8239
     Batch 200 | Loss : 0.3661 | Acc : 0.8174
     Batch 225 | Loss : 0.3720 | Acc : 0.8177
     Batch 250 | Loss : 0.3471 | Acc : 0.8215
     Batch 275 | Loss : 0.3892 | Acc : 0.7949
     Batch 300 | Loss : 0.3706 | Acc : 0.8157
Epoch 00011 | Train Loss : 0.3644 | Eval Loss : 0.3701 | Train acc : 0.8202 | Eval Acc : 0.8164
     Batch 000 | Loss : 0.3651 | Acc : 0.8122
     Batch 025 | Loss : 0.4153 | Acc : 0.7895
     Batch 050 | Loss : 0.3305 | Acc : 0.8395
     Batch 075 | Loss : 0.3624 | Acc : 0.8236
     Batch 100 | Loss : 0.3533 | Acc : 0.8250
     Batch 125 | Loss : 0.3108 | Acc : 0.8397
     Batch 150 | Loss : 0.3086 | Acc : 0.8415
     Batch 175 | Loss : 0.3518 | Acc : 0.8289
     Batch 200 | Loss : 0.3578 | Acc : 0.8320
     Batch 225 | Loss : 0.3262 | Acc : 0.8419
     Batch 250 | Loss : 0.3259 | Acc : 0.8442
     Batch 275 | Loss : 0.3171 | Acc : 0.8473
     Batch 300 | Loss : 0.3199 | Acc : 0.8417
Epoch 00012 | Train Loss : 0.3648 | Eval Loss : 0.3735 | Train acc : 0.8205 | Eval Acc : 0.8149
     Batch 000 | Loss : 0.3573 | Acc : 0.8245
     Batch 025 | Loss : 0.3775 | Acc : 0.8193
     Batch 050 | Loss : 0.3527 | Acc : 0.8233
     Batch 075 | Loss : 0.3986 | Acc : 0.7960
     Batch 100 | Loss : 0.3695 | Acc : 0.8121
     Batch 125 | Loss : 0.3606 | Acc : 0.8175
     Batch 150 | Loss : 0.3472 | Acc : 0.8348
     Batch 175 | Loss : 0.3340 | Acc : 0.8407
     Batch 200 | Loss : 0.3598 | Acc : 0.8214
     Batch 225 | Loss : 0.3312 | Acc : 0.8327
     Batch 250 | Loss : 0.3466 | Acc : 0.8320
     Batch 275 | Loss : 0.3560 | Acc : 0.8279
     Batch 300 | Loss : 0.3246 | Acc : 0.8417
Epoch 00013 | Train Loss : 0.3643 | Eval Loss : 0.4007 | Train acc : 0.8204 | Eval Acc : 0.7996
     Batch 000 | Loss : 0.3566 | Acc : 0.8264
     Batch 025 | Loss : 0.3147 | Acc : 0.8497
     Batch 050 | Loss : 0.4266 | Acc : 0.7796
     Batch 075 | Loss : 0.3463 | Acc : 0.8335
     Batch 100 | Loss : 0.3462 | Acc : 0.8305
     Batch 125 | Loss : 0.3323 | Acc : 0.8406
     Batch 150 | Loss : 0.3236 | Acc : 0.8415
     Batch 175 | Loss : 0.2982 | Acc : 0.8656
     Batch 200 | Loss : 0.3762 | Acc : 0.8168
     Batch 225 | Loss : 0.3254 | Acc : 0.8490
     Batch 250 | Loss : 0.3120 | Acc : 0.8577
     Batch 275 | Loss : 0.3421 | Acc : 0.8362
     Batch 300 | Loss : 0.3649 | Acc : 0.8171
Epoch 00014 | Train Loss : 0.3648 | Eval Loss : 0.3622 | Train acc : 0.8202 | Eval Acc : 0.8210
     Batch 000 | Loss : 0.3476 | Acc : 0.8212
     Batch 025 | Loss : 0.3980 | Acc : 0.8038
     Batch 050 | Loss : 0.3456 | Acc : 0.8317
     Batch 075 | Loss : 0.3578 | Acc : 0.8139
     Batch 100 | Loss : 0.4098 | Acc : 0.8001
     Batch 125 | Loss : 0.3176 | Acc : 0.8501
     Batch 150 | Loss : 0.3875 | Acc : 0.8125
     Batch 175 | Loss : 0.3651 | Acc : 0.8207
     Batch 200 | Loss : 0.3977 | Acc : 0.7964
     Batch 225 | Loss : 0.3264 | Acc : 0.8405
     Batch 250 | Loss : 0.3472 | Acc : 0.8281
     Batch 275 | Loss : 0.3629 | Acc : 0.8206
     Batch 300 | Loss : 0.3716 | Acc : 0.8106
Epoch 00015 | Train Loss : 0.3583 | Eval Loss : 0.3657 | Train acc : 0.8239 | Eval Acc : 0.8183
     Batch 000 | Loss : 0.3730 | Acc : 0.8105
     Batch 025 | Loss : 0.3600 | Acc : 0.8218
     Batch 050 | Loss : 0.3186 | Acc : 0.8569
     Batch 075 | Loss : 0.3536 | Acc : 0.8320
     Batch 100 | Loss : 0.3396 | Acc : 0.8343
     Batch 125 | Loss : 0.3330 | Acc : 0.8362
     Batch 150 | Loss : 0.4674 | Acc : 0.7749
     Batch 175 | Loss : 0.3584 | Acc : 0.8310
     Batch 200 | Loss : 0.3329 | Acc : 0.8340
     Batch 225 | Loss : 0.3816 | Acc : 0.8084
     Batch 250 | Loss : 0.4160 | Acc : 0.7903
     Batch 275 | Loss : 0.3368 | Acc : 0.8330
     Batch 300 | Loss : 0.4211 | Acc : 0.7939
Epoch 00016 | Train Loss : 0.3631 | Eval Loss : 0.3768 | Train acc : 0.8210 | Eval Acc : 0.8140
     Batch 000 | Loss : 0.4170 | Acc : 0.7909
     Batch 025 | Loss : 0.3514 | Acc : 0.8223
     Batch 050 | Loss : 0.4274 | Acc : 0.7993
     Batch 075 | Loss : 0.3451 | Acc : 0.8305
     Batch 100 | Loss : 0.3206 | Acc : 0.8364
     Batch 125 | Loss : 0.4188 | Acc : 0.7989
     Batch 150 | Loss : 0.3315 | Acc : 0.8371
     Batch 175 | Loss : 0.3176 | Acc : 0.8448
     Batch 200 | Loss : 0.3430 | Acc : 0.8298
     Batch 225 | Loss : 0.3585 | Acc : 0.8168
     Batch 250 | Loss : 0.3824 | Acc : 0.8034
     Batch 275 | Loss : 0.3269 | Acc : 0.8424
     Batch 300 | Loss : 0.3526 | Acc : 0.8308
Epoch 00017 | Train Loss : 0.3601 | Eval Loss : 0.3825 | Train acc : 0.8222 | Eval Acc : 0.8097
     Batch 000 | Loss : 0.4091 | Acc : 0.7862
     Batch 025 | Loss : 0.3339 | Acc : 0.8335
     Batch 050 | Loss : 0.4048 | Acc : 0.7913
     Batch 075 | Loss : 0.3427 | Acc : 0.8353
     Batch 100 | Loss : 0.3213 | Acc : 0.8478
     Batch 125 | Loss : 0.3312 | Acc : 0.8379
     Batch 150 | Loss : 0.3457 | Acc : 0.8277
     Batch 175 | Loss : 0.3546 | Acc : 0.8228
     Batch 200 | Loss : 0.3244 | Acc : 0.8451
     Batch 225 | Loss : 0.4677 | Acc : 0.7721
     Batch 250 | Loss : 0.3653 | Acc : 0.8123
     Batch 275 | Loss : 0.3321 | Acc : 0.8397
     Batch 300 | Loss : 0.3626 | Acc : 0.8215
Epoch 00018 | Train Loss : 0.3589 | Eval Loss : 0.3572 | Train acc : 0.8231 | Eval Acc : 0.8241
     Batch 000 | Loss : 0.3100 | Acc : 0.8481
     Batch 025 | Loss : 0.3866 | Acc : 0.8091
     Batch 050 | Loss : 0.3482 | Acc : 0.8306
     Batch 075 | Loss : 0.4020 | Acc : 0.7976
     Batch 100 | Loss : 0.3906 | Acc : 0.7963
     Batch 125 | Loss : 0.3018 | Acc : 0.8590
     Batch 150 | Loss : 0.3713 | Acc : 0.8230
     Batch 175 | Loss : 0.5425 | Acc : 0.7291
     Batch 200 | Loss : 0.4854 | Acc : 0.7590
     Batch 225 | Loss : 0.4254 | Acc : 0.8072
     Batch 250 | Loss : 0.4649 | Acc : 0.7816
     Batch 275 | Loss : 0.3769 | Acc : 0.8147
     Batch 300 | Loss : 0.4131 | Acc : 0.7958
Epoch 00019 | Train Loss : 0.4011 | Eval Loss : 0.4029 | Train acc : 0.8030 | Eval Acc : 0.8036
     Batch 000 | Loss : 0.3902 | Acc : 0.8164
     Batch 025 | Loss : 0.3636 | Acc : 0.8188
     Batch 050 | Loss : 0.3808 | Acc : 0.8126
     Batch 075 | Loss : 0.4144 | Acc : 0.7877
     Batch 100 | Loss : 0.3438 | Acc : 0.8309
     Batch 125 | Loss : 0.4524 | Acc : 0.7709
     Batch 150 | Loss : 0.3161 | Acc : 0.8487
     Batch 175 | Loss : 0.3386 | Acc : 0.8298
     Batch 200 | Loss : 0.4611 | Acc : 0.7732
     Batch 225 | Loss : 0.3301 | Acc : 0.8486
     Batch 250 | Loss : 0.3312 | Acc : 0.8466
     Batch 275 | Loss : 0.4802 | Acc : 0.7678
     Batch 300 | Loss : 0.3861 | Acc : 0.8113
Epoch 00020 | Train Loss : 0.3733 | Eval Loss : 0.3710 | Train acc : 0.8163 | Eval Acc : 0.8168
     Batch 000 | Loss : 0.3548 | Acc : 0.8218
     Batch 025 | Loss : 0.3186 | Acc : 0.8548
     Batch 050 | Loss : 0.3475 | Acc : 0.8324
     Batch 075 | Loss : 0.3731 | Acc : 0.8059
     Batch 100 | Loss : 0.4225 | Acc : 0.7940
     Batch 125 | Loss : 0.3623 | Acc : 0.8205
     Batch 150 | Loss : 0.3853 | Acc : 0.7978
     Batch 175 | Loss : 0.3465 | Acc : 0.8253
     Batch 200 | Loss : 0.3240 | Acc : 0.8392
     Batch 225 | Loss : 0.3669 | Acc : 0.8166
     Batch 250 | Loss : 0.3216 | Acc : 0.8510
     Batch 275 | Loss : 0.3498 | Acc : 0.8329
     Batch 300 | Loss : 0.4501 | Acc : 0.7628
Epoch 00021 | Train Loss : 0.3657 | Eval Loss : 0.3740 | Train acc : 0.8196 | Eval Acc : 0.8127
     Batch 000 | Loss : 0.3943 | Acc : 0.8025
     Batch 025 | Loss : 0.3391 | Acc : 0.8306
     Batch 050 | Loss : 0.3111 | Acc : 0.8494
     Batch 075 | Loss : 0.3040 | Acc : 0.8593
     Batch 100 | Loss : 0.3845 | Acc : 0.8116
     Batch 125 | Loss : 0.3460 | Acc : 0.8276
     Batch 150 | Loss : 0.3183 | Acc : 0.8388
     Batch 175 | Loss : 0.3623 | Acc : 0.8195
     Batch 200 | Loss : 0.3693 | Acc : 0.8208
     Batch 225 | Loss : 0.3902 | Acc : 0.7999
     Batch 250 | Loss : 0.3674 | Acc : 0.8152
     Batch 275 | Loss : 0.3027 | Acc : 0.8575
     Batch 300 | Loss : 0.3366 | Acc : 0.8410
Epoch 00022 | Train Loss : 0.3634 | Eval Loss : 0.3583 | Train acc : 0.8212 | Eval Acc : 0.8241
     Batch 000 | Loss : 0.3655 | Acc : 0.8197
     Batch 025 | Loss : 0.3396 | Acc : 0.8299
     Batch 050 | Loss : 0.3493 | Acc : 0.8210
     Batch 075 | Loss : 0.3405 | Acc : 0.8372
     Batch 100 | Loss : 0.3238 | Acc : 0.8397
     Batch 125 | Loss : 0.4403 | Acc : 0.7940
     Batch 150 | Loss : 0.3991 | Acc : 0.7961
     Batch 175 | Loss : 0.3712 | Acc : 0.8108
     Batch 200 | Loss : 0.3381 | Acc : 0.8386
     Batch 225 | Loss : 0.3952 | Acc : 0.7986
     Batch 250 | Loss : 0.3478 | Acc : 0.8306
     Batch 275 | Loss : 0.3375 | Acc : 0.8401
     Batch 300 | Loss : 0.3480 | Acc : 0.8278
Epoch 00023 | Train Loss : 0.3601 | Eval Loss : 0.3572 | Train acc : 0.8227 | Eval Acc : 0.8242
     Batch 000 | Loss : 0.3868 | Acc : 0.8059
     Batch 025 | Loss : 0.3648 | Acc : 0.8167
     Batch 050 | Loss : 0.3584 | Acc : 0.8167
     Batch 075 | Loss : 0.3231 | Acc : 0.8419
     Batch 100 | Loss : 0.4058 | Acc : 0.8076
     Batch 125 | Loss : 0.3007 | Acc : 0.8537
     Batch 150 | Loss : 0.3645 | Acc : 0.8149
     Batch 175 | Loss : 0.3625 | Acc : 0.8234
     Batch 200 | Loss : 0.3838 | Acc : 0.8040
     Batch 225 | Loss : 0.3504 | Acc : 0.8328
     Batch 250 | Loss : 0.3557 | Acc : 0.8133
     Batch 275 | Loss : 0.2989 | Acc : 0.8636
     Batch 300 | Loss : 0.3107 | Acc : 0.8551
Epoch 00024 | Train Loss : 0.3560 | Eval Loss : 0.3665 | Train acc : 0.8253 | Eval Acc : 0.8183
     Batch 000 | Loss : 0.3961 | Acc : 0.7998
     Batch 025 | Loss : 0.4013 | Acc : 0.7975
     Batch 050 | Loss : 0.3433 | Acc : 0.8326
     Batch 075 | Loss : 0.4318 | Acc : 0.7976
     Batch 100 | Loss : 0.3387 | Acc : 0.8382
     Batch 125 | Loss : 0.4861 | Acc : 0.7775
     Batch 150 | Loss : 0.3793 | Acc : 0.8125
     Batch 175 | Loss : 0.3301 | Acc : 0.8332
     Batch 200 | Loss : 0.3387 | Acc : 0.8359
     Batch 225 | Loss : 0.3142 | Acc : 0.8484
     Batch 250 | Loss : 0.3773 | Acc : 0.8106
     Batch 275 | Loss : 0.3864 | Acc : 0.8357
     Batch 300 | Loss : 0.3821 | Acc : 0.8221
Epoch 00025 | Train Loss : 0.3733 | Eval Loss : 0.4030 | Train acc : 0.8176 | Eval Acc : 0.8022
     Batch 000 | Loss : 0.4087 | Acc : 0.8027
     Batch 025 | Loss : 0.4003 | Acc : 0.7961
     Batch 050 | Loss : 0.3762 | Acc : 0.8183
     Batch 075 | Loss : 0.3303 | Acc : 0.8516
     Batch 100 | Loss : 0.3125 | Acc : 0.8586
     Batch 125 | Loss : 0.3700 | Acc : 0.8165
     Batch 150 | Loss : 0.3697 | Acc : 0.8104
     Batch 175 | Loss : 0.3296 | Acc : 0.8410
     Batch 200 | Loss : 0.4255 | Acc : 0.7727
     Batch 225 | Loss : 0.4113 | Acc : 0.7931
     Batch 250 | Loss : 0.3461 | Acc : 0.8358
     Batch 275 | Loss : 0.3933 | Acc : 0.8049
     Batch 300 | Loss : 0.3582 | Acc : 0.8316
Epoch 00026 | Train Loss : 0.3712 | Eval Loss : 0.3638 | Train acc : 0.8179 | Eval Acc : 0.8210
     Batch 000 | Loss : 0.3636 | Acc : 0.8255
     Batch 025 | Loss : 0.3436 | Acc : 0.8375
     Batch 050 | Loss : 0.4487 | Acc : 0.7735
     Batch 075 | Loss : 0.4000 | Acc : 0.7887
     Batch 100 | Loss : 0.3383 | Acc : 0.8398
     Batch 125 | Loss : 0.3640 | Acc : 0.8196
     Batch 150 | Loss : 0.4117 | Acc : 0.7886
     Batch 175 | Loss : 0.3266 | Acc : 0.8394
     Batch 200 | Loss : 0.3302 | Acc : 0.8463
     Batch 225 | Loss : 0.3400 | Acc : 0.8321
     Batch 250 | Loss : 0.3514 | Acc : 0.8245
     Batch 275 | Loss : 0.3686 | Acc : 0.8159
     Batch 300 | Loss : 0.3478 | Acc : 0.8298
Epoch 00027 | Train Loss : 0.3632 | Eval Loss : 0.3609 | Train acc : 0.8214 | Eval Acc : 0.8213
     Batch 000 | Loss : 0.3452 | Acc : 0.8308
     Batch 025 | Loss : 0.4330 | Acc : 0.7832
     Batch 050 | Loss : 0.3377 | Acc : 0.8398
     Batch 075 | Loss : 0.3672 | Acc : 0.8169
     Batch 100 | Loss : 0.3544 | Acc : 0.8283
     Batch 125 | Loss : 0.3476 | Acc : 0.8193
     Batch 150 | Loss : 0.3304 | Acc : 0.8375
     Batch 175 | Loss : 0.3317 | Acc : 0.8424
     Batch 200 | Loss : 0.3878 | Acc : 0.7999
     Batch 225 | Loss : 0.3203 | Acc : 0.8508
     Batch 250 | Loss : 0.4007 | Acc : 0.8018
     Batch 275 | Loss : 0.3897 | Acc : 0.8062
     Batch 300 | Loss : 0.3564 | Acc : 0.8306
Epoch 00028 | Train Loss : 0.3626 | Eval Loss : 0.3632 | Train acc : 0.8211 | Eval Acc : 0.8240
     Batch 000 | Loss : 0.4945 | Acc : 0.7724
     Batch 025 | Loss : 0.2952 | Acc : 0.8557
     Batch 050 | Loss : 0.3864 | Acc : 0.8031
     Batch 075 | Loss : 0.3032 | Acc : 0.8465
     Batch 100 | Loss : 0.3442 | Acc : 0.8300
     Batch 125 | Loss : 0.2950 | Acc : 0.8677
     Batch 150 | Loss : 0.3333 | Acc : 0.8335
     Batch 175 | Loss : 0.3539 | Acc : 0.8239
     Batch 200 | Loss : 0.3352 | Acc : 0.8402
     Batch 225 | Loss : 0.3534 | Acc : 0.8227
     Batch 250 | Loss : 0.3748 | Acc : 0.8182
     Batch 275 | Loss : 0.3733 | Acc : 0.8175
     Batch 300 | Loss : 0.3549 | Acc : 0.8198
Epoch 00029 | Train Loss : 0.3565 | Eval Loss : 0.3644 | Train acc : 0.8252 | Eval Acc : 0.8199
     Batch 000 | Loss : 0.3342 | Acc : 0.8337
     Batch 025 | Loss : 0.3575 | Acc : 0.8265
     Batch 050 | Loss : 0.3305 | Acc : 0.8336
     Batch 075 | Loss : 0.3438 | Acc : 0.8403
     Batch 100 | Loss : 0.3299 | Acc : 0.8436
     Batch 125 | Loss : 0.3471 | Acc : 0.8305
     Batch 150 | Loss : 0.3217 | Acc : 0.8475
     Batch 175 | Loss : 0.3516 | Acc : 0.8369
     Batch 200 | Loss : 0.3633 | Acc : 0.8173
     Batch 225 | Loss : 0.3832 | Acc : 0.8114
     Batch 250 | Loss : 0.3560 | Acc : 0.8168
     Batch 275 | Loss : 0.3348 | Acc : 0.8329
     Batch 300 | Loss : 0.3380 | Acc : 0.8351
Epoch 00030 | Train Loss : 0.3559 | Eval Loss : 0.3655 | Train acc : 0.8256 | Eval Acc : 0.8207
     Batch 000 | Loss : 0.3687 | Acc : 0.8230
     Batch 025 | Loss : 0.3276 | Acc : 0.8468
     Batch 050 | Loss : 0.3526 | Acc : 0.8139
     Batch 075 | Loss : 0.2917 | Acc : 0.8706
     Batch 100 | Loss : 0.3400 | Acc : 0.8316
     Batch 125 | Loss : 0.3510 | Acc : 0.8200
     Batch 150 | Loss : 0.3466 | Acc : 0.8351
     Batch 175 | Loss : 0.3624 | Acc : 0.8290
     Batch 200 | Loss : 0.3831 | Acc : 0.8161
     Batch 225 | Loss : 0.3733 | Acc : 0.8190
     Batch 250 | Loss : 0.3971 | Acc : 0.8022
     Batch 275 | Loss : 0.2981 | Acc : 0.8697
