Done saving data into cached files.
Training ...
     Batch 000 | Loss : 0.6926 | Acc : 0.5166
     Batch 150 | Loss : 0.3473 | Acc : 0.8351
     Batch 175 | Loss : 0.3516 | Acc : 0.8350
     Batch 200 | Loss : 0.4429 | Acc : 0.7979
     Batch 225 | Loss : 0.3706 | Acc : 0.8272
     Batch 250 | Loss : 0.3278 | Acc : 0.8579
     Batch 275 | Loss : 0.3015 | Acc : 0.8724
     Batch 300 | Loss : 0.3663 | Acc : 0.8292
Epoch 00019 | Train Loss : 0.3460 | Eval Loss : 0.3408 | Train acc : 0.8425 | Eval Acc : 0.8434 | Eval Log. Respected : 0.9388
     Batch 000 | Loss : 0.3845 | Acc : 0.8152
     Batch 025 | Loss : 0.3323 | Acc : 0.8461
     Batch 050 | Loss : 0.2867 | Acc : 0.8752
     Batch 075 | Loss : 0.3315 | Acc : 0.8511
     Batch 100 | Loss : 0.4074 | Acc : 0.8169
     Batch 125 | Loss : 0.3227 | Acc : 0.8590
     Batch 150 | Loss : 0.3706 | Acc : 0.8274
     Batch 175 | Loss : 0.3890 | Acc : 0.8203
     Batch 200 | Loss : 0.3260 | Acc : 0.8498
     Batch 225 | Loss : 0.2893 | Acc : 0.8697
     Batch 250 | Loss : 0.3494 | Acc : 0.8367
     Batch 275 | Loss : 0.3739 | Acc : 0.8248
     Batch 300 | Loss : 0.2693 | Acc : 0.8812
Epoch 00020 | Train Loss : 0.3442 | Eval Loss : 0.3331 | Train acc : 0.8430 | Eval Acc : 0.8462 | Eval Log. Respected : 0.9556
     Batch 000 | Loss : 0.3524 | Acc : 0.8358
     Batch 025 | Loss : 0.3023 | Acc : 0.8674
     Batch 050 | Loss : 0.3787 | Acc : 0.8229
     Batch 075 | Loss : 0.3263 | Acc : 0.8470
     Batch 100 | Loss : 0.3045 | Acc : 0.8621
     Batch 125 | Loss : 0.3359 | Acc : 0.8411
     Batch 150 | Loss : 0.3250 | Acc : 0.8503
     Batch 175 | Loss : 0.3787 | Acc : 0.8291
     Batch 200 | Loss : 0.2759 | Acc : 0.8817
     Batch 225 | Loss : 0.3269 | Acc : 0.8545
     Batch 250 | Loss : 0.3564 | Acc : 0.8348
     Batch 275 | Loss : 0.3139 | Acc : 0.8588
     Batch 300 | Loss : 0.3742 | Acc : 0.8259
Epoch 00021 | Train Loss : 0.3423 | Eval Loss : 0.3534 | Train acc : 0.8436 | Eval Acc : 0.8334 | Eval Log. Respected : 0.9482
     Batch 000 | Loss : 0.3332 | Acc : 0.8510
     Batch 025 | Loss : 0.3147 | Acc : 0.8582
     Batch 050 | Loss : 0.3554 | Acc : 0.8273
     Batch 075 | Loss : 0.3653 | Acc : 0.8313
     Batch 100 | Loss : 0.3577 | Acc : 0.8337
     Batch 125 | Loss : 0.3354 | Acc : 0.8495
     Batch 150 | Loss : 0.4095 | Acc : 0.8055
     Batch 175 | Loss : 0.3138 | Acc : 0.8624
     Batch 200 | Loss : 0.3610 | Acc : 0.8290
     Batch 225 | Loss : 0.4025 | Acc : 0.8106
     Batch 250 | Loss : 0.3356 | Acc : 0.8428
     Batch 275 | Loss : 0.2956 | Acc : 0.8667
     Batch 300 | Loss : 0.3357 | Acc : 0.8472
Epoch 00022 | Train Loss : 0.3400 | Eval Loss : 0.3303 | Train acc : 0.8439 | Eval Acc : 0.8468 | Eval Log. Respected : 0.9279
     Batch 000 | Loss : 0.3180 | Acc : 0.8548
     Batch 025 | Loss : 0.3688 | Acc : 0.8273
     Batch 050 | Loss : 0.3231 | Acc : 0.8448
     Batch 075 | Loss : 0.2761 | Acc : 0.8795
     Batch 100 | Loss : 0.2758 | Acc : 0.8794
     Batch 125 | Loss : 0.3524 | Acc : 0.8379
     Batch 150 | Loss : 0.4693 | Acc : 0.7786
     Batch 175 | Loss : 0.3434 | Acc : 0.8425
     Batch 200 | Loss : 0.2915 | Acc : 0.8713
     Batch 225 | Loss : 0.2814 | Acc : 0.8771
     Batch 250 | Loss : 0.3793 | Acc : 0.8290
     Batch 275 | Loss : 0.3447 | Acc : 0.8399
     Batch 300 | Loss : 0.3037 | Acc : 0.8686
Epoch 00023 | Train Loss : 0.3399 | Eval Loss : 0.3239 | Train acc : 0.8438 | Eval Acc : 0.8487 | Eval Log. Respected : 0.9275
     Batch 000 | Loss : 0.3333 | Acc : 0.8470
     Batch 025 | Loss : 0.3524 | Acc : 0.8324
     Batch 050 | Loss : 0.2728 | Acc : 0.8813
     Batch 075 | Loss : 0.2771 | Acc : 0.8774
     Batch 100 | Loss : 0.3197 | Acc : 0.8570
     Batch 125 | Loss : 0.3237 | Acc : 0.8508
     Batch 150 | Loss : 0.3081 | Acc : 0.8603
     Batch 175 | Loss : 0.4104 | Acc : 0.8102
     Batch 200 | Loss : 0.3169 | Acc : 0.8511
     Batch 225 | Loss : 0.3737 | Acc : 0.8215
     Batch 250 | Loss : 0.3304 | Acc : 0.8460
     Batch 275 | Loss : 0.2896 | Acc : 0.8680
     Batch 300 | Loss : 0.2800 | Acc : 0.8758
Epoch 00024 | Train Loss : 0.3374 | Eval Loss : 0.3245 | Train acc : 0.8448 | Eval Acc : 0.8491 | Eval Log. Respected : 0.9344
     Batch 000 | Loss : 0.4196 | Acc : 0.8033
     Batch 025 | Loss : 0.3360 | Acc : 0.8528
     Batch 050 | Loss : 0.3182 | Acc : 0.8505
     Batch 075 | Loss : 0.3230 | Acc : 0.8542
     Batch 100 | Loss : 0.3292 | Acc : 0.8502
     Batch 125 | Loss : 0.2925 | Acc : 0.8680
     Batch 150 | Loss : 0.3544 | Acc : 0.8359
     Batch 175 | Loss : 0.3579 | Acc : 0.8335
     Batch 200 | Loss : 0.2987 | Acc : 0.8681
     Batch 225 | Loss : 0.2917 | Acc : 0.8711
     Batch 250 | Loss : 0.3493 | Acc : 0.8361
     Batch 275 | Loss : 0.3506 | Acc : 0.8360
     Batch 300 | Loss : 0.3915 | Acc : 0.8021
Epoch 00025 | Train Loss : 0.3384 | Eval Loss : 0.3262 | Train acc : 0.8444 | Eval Acc : 0.8475 | Eval Log. Respected : 0.9374
     Batch 000 | Loss : 0.2764 | Acc : 0.8773
     Batch 025 | Loss : 0.3703 | Acc : 0.8250
     Batch 050 | Loss : 0.3509 | Acc : 0.8356
     Batch 075 | Loss : 0.3362 | Acc : 0.8507
     Batch 100 | Loss : 0.3111 | Acc : 0.8561
     Batch 125 | Loss : 0.3731 | Acc : 0.8296
     Batch 150 | Loss : 0.3288 | Acc : 0.8506
     Batch 175 | Loss : 0.3423 | Acc : 0.8441
     Batch 200 | Loss : 0.3592 | Acc : 0.8311
     Batch 225 | Loss : 0.2994 | Acc : 0.8678
     Batch 250 | Loss : 0.2789 | Acc : 0.8753
     Batch 275 | Loss : 0.3159 | Acc : 0.8565
     Batch 300 | Loss : 0.3044 | Acc : 0.8585
Epoch 00026 | Train Loss : 0.3360 | Eval Loss : 0.3341 | Train acc : 0.8453 | Eval Acc : 0.8442 | Eval Log. Respected : 0.9346
     Batch 000 | Loss : 0.3281 | Acc : 0.8529
     Batch 025 | Loss : 0.4027 | Acc : 0.8087
     Batch 050 | Loss : 0.3816 | Acc : 0.8143
     Batch 075 | Loss : 0.3844 | Acc : 0.8229
     Batch 100 | Loss : 0.3710 | Acc : 0.8318
     Batch 125 | Loss : 0.3223 | Acc : 0.8565
     Batch 150 | Loss : 0.3903 | Acc : 0.8148
     Batch 175 | Loss : 0.4128 | Acc : 0.7997
     Batch 200 | Loss : 0.3239 | Acc : 0.8505
     Batch 225 | Loss : 0.3218 | Acc : 0.8541
     Batch 250 | Loss : 0.3389 | Acc : 0.8389
     Batch 275 | Loss : 0.3158 | Acc : 0.8560
     Batch 300 | Loss : 0.4787 | Acc : 0.7851
Epoch 00027 | Train Loss : 0.3364 | Eval Loss : 0.3249 | Train acc : 0.8450 | Eval Acc : 0.8483 | Eval Log. Respected : 0.9228
     Batch 000 | Loss : 0.3550 | Acc : 0.8326
     Batch 025 | Loss : 0.2886 | Acc : 0.8742
     Batch 050 | Loss : 0.3425 | Acc : 0.8444
     Batch 075 | Loss : 0.3679 | Acc : 0.8320
     Batch 100 | Loss : 0.3072 | Acc : 0.8583
     Batch 125 | Loss : 0.3060 | Acc : 0.8606
     Batch 150 | Loss : 0.3013 | Acc : 0.8624
     Batch 175 | Loss : 0.3543 | Acc : 0.8380
     Batch 200 | Loss : 0.3420 | Acc : 0.8415
     Batch 225 | Loss : 0.4177 | Acc : 0.8069
     Batch 250 | Loss : 0.2699 | Acc : 0.8792
     Batch 275 | Loss : 0.3882 | Acc : 0.8262
     Batch 300 | Loss : 0.3740 | Acc : 0.8224
Epoch 00028 | Train Loss : 0.3339 | Eval Loss : 0.3220 | Train acc : 0.8463 | Eval Acc : 0.8496 | Eval Log. Respected : 0.9270
     Batch 000 | Loss : 0.2903 | Acc : 0.8693
     Batch 025 | Loss : 0.2935 | Acc : 0.8693
     Batch 050 | Loss : 0.3531 | Acc : 0.8364
     Batch 075 | Loss : 0.3407 | Acc : 0.8301
     Batch 100 | Loss : 0.2861 | Acc : 0.8713
     Batch 125 | Loss : 0.3514 | Acc : 0.8371
     Batch 150 | Loss : 0.2863 | Acc : 0.8720
     Batch 175 | Loss : 0.3286 | Acc : 0.8524
     Batch 200 | Loss : 0.3093 | Acc : 0.8594
     Batch 225 | Loss : 0.3408 | Acc : 0.8386
     Batch 250 | Loss : 0.3570 | Acc : 0.8327
     Batch 275 | Loss : 0.3786 | Acc : 0.8266
     Batch 300 | Loss : 0.3092 | Acc : 0.8588
Epoch 00029 | Train Loss : 0.3343 | Eval Loss : 0.3177 | Train acc : 0.8460 | Eval Acc : 0.8521 | Eval Log. Respected : 0.9257
     Batch 000 | Loss : 0.3544 | Acc : 0.8338
     Batch 025 | Loss : 0.2871 | Acc : 0.8698
     Batch 050 | Loss : 0.4052 | Acc : 0.8094
     Batch 075 | Loss : 0.2916 | Acc : 0.8672
     Batch 100 | Loss : 0.3029 | Acc : 0.8563
     Batch 125 | Loss : 0.4465 | Acc : 0.7831
     Batch 150 | Loss : 0.2792 | Acc : 0.8765
     Batch 175 | Loss : 0.2650 | Acc : 0.8871
     Batch 200 | Loss : 0.3508 | Acc : 0.8378
