Done loading data from cached files.
Training ...
     Batch 000 | Loss : 8.1975 | Acc : 0.4459
     Batch 300 | Loss : 0.6439 | Acc : 0.5968
Epoch 00002 | Train Loss : 0.6074 | Eval Loss : 0.6038 | Train acc : 0.6307 | Eval Acc : 0.6288
     Batch 000 | Loss : 0.6412 | Acc : 0.5883
     Batch 025 | Loss : 0.6219 | Acc : 0.6237
     Batch 050 | Loss : 0.6372 | Acc : 0.6030
     Batch 075 | Loss : 0.6228 | Acc : 0.6087
     Batch 100 | Loss : 0.5649 | Acc : 0.6650
     Batch 125 | Loss : 0.6010 | Acc : 0.6312
     Batch 150 | Loss : 0.6285 | Acc : 0.6116
     Batch 175 | Loss : 0.6086 | Acc : 0.6387
     Batch 200 | Loss : 0.6290 | Acc : 0.6183
     Batch 225 | Loss : 0.5627 | Acc : 0.6771
     Batch 250 | Loss : 0.6308 | Acc : 0.6152
     Batch 275 | Loss : 0.5907 | Acc : 0.6548
     Batch 300 | Loss : 0.6181 | Acc : 0.6223
Epoch 00003 | Train Loss : 0.6048 | Eval Loss : 0.6034 | Train acc : 0.6338 | Eval Acc : 0.6382
     Batch 000 | Loss : 0.6306 | Acc : 0.6162
     Batch 025 | Loss : 0.5489 | Acc : 0.6892
     Batch 050 | Loss : 0.5971 | Acc : 0.6393
     Batch 075 | Loss : 0.5758 | Acc : 0.6626
     Batch 100 | Loss : 0.6317 | Acc : 0.6145
     Batch 125 | Loss : 0.6317 | Acc : 0.6070
     Batch 150 | Loss : 0.5570 | Acc : 0.6739
     Batch 175 | Loss : 0.6246 | Acc : 0.6107
     Batch 200 | Loss : 0.6167 | Acc : 0.6327
     Batch 225 | Loss : 0.5851 | Acc : 0.6607
     Batch 250 | Loss : 0.6172 | Acc : 0.6249
     Batch 275 | Loss : 0.5888 | Acc : 0.6595
     Batch 300 | Loss : 0.5679 | Acc : 0.6721
Epoch 00004 | Train Loss : 0.6037 | Eval Loss : 0.5994 | Train acc : 0.6354 | Eval Acc : 0.6384
     Batch 000 | Loss : 0.5966 | Acc : 0.6414
     Batch 025 | Loss : 0.5915 | Acc : 0.6507
     Batch 050 | Loss : 0.6250 | Acc : 0.6096
     Batch 075 | Loss : 0.6002 | Acc : 0.6458
     Batch 100 | Loss : 0.6026 | Acc : 0.6393
     Batch 125 | Loss : 0.5920 | Acc : 0.6428
     Batch 150 | Loss : 0.6396 | Acc : 0.6118
     Batch 175 | Loss : 0.6089 | Acc : 0.6325
     Batch 200 | Loss : 0.5540 | Acc : 0.6778
     Batch 225 | Loss : 0.6347 | Acc : 0.6152
     Batch 250 | Loss : 0.6229 | Acc : 0.6206
     Batch 275 | Loss : 0.5796 | Acc : 0.6647
     Batch 300 | Loss : 0.5649 | Acc : 0.6747
Epoch 00005 | Train Loss : 0.6025 | Eval Loss : 0.6005 | Train acc : 0.6354 | Eval Acc : 0.6355
     Batch 000 | Loss : 0.6296 | Acc : 0.6123
     Batch 025 | Loss : 0.6437 | Acc : 0.5997
     Batch 050 | Loss : 0.6300 | Acc : 0.6084
     Batch 075 | Loss : 0.6171 | Acc : 0.6174
     Batch 100 | Loss : 0.6208 | Acc : 0.6102
     Batch 125 | Loss : 0.6240 | Acc : 0.6141
     Batch 150 | Loss : 0.6184 | Acc : 0.6219
     Batch 175 | Loss : 0.6133 | Acc : 0.6294
     Batch 200 | Loss : 0.6041 | Acc : 0.6241
     Batch 225 | Loss : 0.6022 | Acc : 0.6321
     Batch 250 | Loss : 0.6360 | Acc : 0.6053
     Batch 275 | Loss : 0.5787 | Acc : 0.6672
     Batch 300 | Loss : 0.5592 | Acc : 0.6719
Epoch 00006 | Train Loss : 0.6014 | Eval Loss : 0.5992 | Train acc : 0.6357 | Eval Acc : 0.6362
     Batch 000 | Loss : 0.6161 | Acc : 0.6158
     Batch 025 | Loss : 0.6407 | Acc : 0.6005
     Batch 050 | Loss : 0.6211 | Acc : 0.6239
     Batch 075 | Loss : 0.5996 | Acc : 0.6301
     Batch 100 | Loss : 0.5601 | Acc : 0.6703
     Batch 125 | Loss : 0.6369 | Acc : 0.6015
     Batch 150 | Loss : 0.6066 | Acc : 0.6303
     Batch 175 | Loss : 0.5439 | Acc : 0.6929
     Batch 200 | Loss : 0.6230 | Acc : 0.6246
     Batch 225 | Loss : 0.6343 | Acc : 0.5911
     Batch 250 | Loss : 0.5663 | Acc : 0.6644
     Batch 275 | Loss : 0.6290 | Acc : 0.6189
     Batch 300 | Loss : 0.6351 | Acc : 0.6080
Epoch 00007 | Train Loss : 0.6011 | Eval Loss : 0.5991 | Train acc : 0.6361 | Eval Acc : 0.6373
     Batch 000 | Loss : 0.5635 | Acc : 0.6729
     Batch 025 | Loss : 0.5532 | Acc : 0.6732
     Batch 050 | Loss : 0.6126 | Acc : 0.6347
     Batch 075 | Loss : 0.5939 | Acc : 0.6349
     Batch 100 | Loss : 0.6001 | Acc : 0.6389
     Batch 125 | Loss : 0.6430 | Acc : 0.5968
     Batch 150 | Loss : 0.5878 | Acc : 0.6450
     Batch 175 | Loss : 0.5990 | Acc : 0.6308
     Batch 200 | Loss : 0.6164 | Acc : 0.6094
     Batch 225 | Loss : 0.5460 | Acc : 0.6846
     Batch 250 | Loss : 0.6420 | Acc : 0.5922
     Batch 275 | Loss : 0.5588 | Acc : 0.6814
     Batch 300 | Loss : 0.6232 | Acc : 0.6123
Epoch 00008 | Train Loss : 0.6004 | Eval Loss : 0.5991 | Train acc : 0.6359 | Eval Acc : 0.6354
     Batch 000 | Loss : 0.6053 | Acc : 0.6258
     Batch 025 | Loss : 0.6075 | Acc : 0.6302
     Batch 050 | Loss : 0.6342 | Acc : 0.6028
     Batch 075 | Loss : 0.6028 | Acc : 0.6202
     Batch 100 | Loss : 0.6297 | Acc : 0.6126
     Batch 125 | Loss : 0.5813 | Acc : 0.6560
     Batch 150 | Loss : 0.6450 | Acc : 0.5847
     Batch 175 | Loss : 0.5433 | Acc : 0.6912
     Batch 200 | Loss : 0.6177 | Acc : 0.6262
     Batch 225 | Loss : 0.6291 | Acc : 0.6166
     Batch 250 | Loss : 0.6234 | Acc : 0.6233
     Batch 275 | Loss : 0.6403 | Acc : 0.5845
     Batch 300 | Loss : 0.5882 | Acc : 0.6403
Epoch 00009 | Train Loss : 0.5998 | Eval Loss : 0.5977 | Train acc : 0.6363 | Eval Acc : 0.6388
     Batch 000 | Loss : 0.5825 | Acc : 0.6504
     Batch 025 | Loss : 0.6395 | Acc : 0.6025
     Batch 050 | Loss : 0.6738 | Acc : 0.5619
     Batch 075 | Loss : 0.5874 | Acc : 0.6410
     Batch 100 | Loss : 0.6167 | Acc : 0.6101
     Batch 125 | Loss : 0.5506 | Acc : 0.6750
     Batch 150 | Loss : 0.6362 | Acc : 0.6083
     Batch 175 | Loss : 0.5468 | Acc : 0.6718
     Batch 200 | Loss : 0.5539 | Acc : 0.6743
     Batch 225 | Loss : 0.5492 | Acc : 0.6727
     Batch 250 | Loss : 0.5931 | Acc : 0.6471
     Batch 275 | Loss : 0.6406 | Acc : 0.5880
     Batch 300 | Loss : 0.6158 | Acc : 0.6296
Epoch 00010 | Train Loss : 0.5999 | Eval Loss : 0.5982 | Train acc : 0.6354 | Eval Acc : 0.6356
     Batch 000 | Loss : 0.6203 | Acc : 0.6221
     Batch 025 | Loss : 0.5996 | Acc : 0.6384
     Batch 050 | Loss : 1.1062 | Acc : 0.6090
     Batch 075 | Loss : 0.6537 | Acc : 0.5935
     Batch 100 | Loss : 0.6471 | Acc : 0.5905
     Batch 125 | Loss : 0.6185 | Acc : 0.6118
     Batch 150 | Loss : 0.6383 | Acc : 0.5905
     Batch 175 | Loss : 0.5887 | Acc : 0.6403
     Batch 200 | Loss : 0.6075 | Acc : 0.6090
     Batch 225 | Loss : 0.6178 | Acc : 0.6238
     Batch 250 | Loss : 0.6166 | Acc : 0.6423
     Batch 275 | Loss : 0.5799 | Acc : 0.6614
     Batch 300 | Loss : 0.6617 | Acc : 0.5623
Epoch 00011 | Train Loss : 0.6411 | Eval Loss : 0.6204 | Train acc : 0.6138 | Eval Acc : 0.6251
     Batch 000 | Loss : 0.5676 | Acc : 0.6742
     Batch 025 | Loss : 0.6415 | Acc : 0.5944
     Batch 050 | Loss : 0.6296 | Acc : 0.6085
     Batch 075 | Loss : 0.5666 | Acc : 0.6721
     Batch 100 | Loss : 0.5798 | Acc : 0.6509
     Batch 125 | Loss : 0.5899 | Acc : 0.6388
     Batch 150 | Loss : 0.6256 | Acc : 0.5991
     Batch 175 | Loss : 0.6364 | Acc : 0.5935
     Batch 200 | Loss : 0.6219 | Acc : 0.6045
     Batch 225 | Loss : 0.6368 | Acc : 0.5874
     Batch 250 | Loss : 0.6054 | Acc : 0.6218
     Batch 275 | Loss : 0.5526 | Acc : 0.6654
     Batch 300 | Loss : 0.5823 | Acc : 0.6414
Epoch 00012 | Train Loss : 0.6058 | Eval Loss : 0.5995 | Train acc : 0.6225 | Eval Acc : 0.6255
     Batch 000 | Loss : 0.6252 | Acc : 0.6032
     Batch 025 | Loss : 0.6116 | Acc : 0.6004
     Batch 050 | Loss : 0.5528 | Acc : 0.6700
     Batch 075 | Loss : 0.6036 | Acc : 0.6354
     Batch 100 | Loss : 0.5442 | Acc : 0.6749
     Batch 125 | Loss : 0.5947 | Acc : 0.6349
     Batch 150 | Loss : 0.5523 | Acc : 0.6715
     Batch 175 | Loss : 0.5455 | Acc : 0.6804
     Batch 200 | Loss : 0.5998 | Acc : 0.6094
     Batch 225 | Loss : 0.6425 | Acc : 0.5853
     Batch 250 | Loss : 0.5632 | Acc : 0.6500
     Batch 275 | Loss : 0.6344 | Acc : 0.5789
     Batch 300 | Loss : 0.5559 | Acc : 0.6613
Epoch 00013 | Train Loss : 0.6016 | Eval Loss : 0.5993 | Train acc : 0.6221 | Eval Acc : 0.6255
     Batch 000 | Loss : 0.6344 | Acc : 0.5918
     Batch 025 | Loss : 0.6299 | Acc : 0.5952
     Batch 050 | Loss : 0.6317 | Acc : 0.5925
     Batch 075 | Loss : 0.5465 | Acc : 0.6747
     Batch 100 | Loss : 0.6339 | Acc : 0.5893
     Batch 125 | Loss : 0.6026 | Acc : 0.6220
     Batch 150 | Loss : 0.5928 | Acc : 0.6291
     Batch 175 | Loss : 0.5706 | Acc : 0.6509
     Batch 200 | Loss : 0.5952 | Acc : 0.6349
     Batch 225 | Loss : 0.6364 | Acc : 0.5899
     Batch 250 | Loss : 0.5610 | Acc : 0.6652
     Batch 275 | Loss : 0.6120 | Acc : 0.6124
     Batch 300 | Loss : 0.6238 | Acc : 0.5883
Epoch 00014 | Train Loss : 0.6007 | Eval Loss : 0.5990 | Train acc : 0.6225 | Eval Acc : 0.6255
     Batch 000 | Loss : 0.5452 | Acc : 0.6804
     Batch 025 | Loss : 0.6410 | Acc : 0.5846
     Batch 050 | Loss : 0.5467 | Acc : 0.6747
     Batch 075 | Loss : 0.6439 | Acc : 0.5669
     Batch 100 | Loss : 0.5835 | Acc : 0.6408
     Batch 125 | Loss : 0.5980 | Acc : 0.6257
     Batch 150 | Loss : 0.6014 | Acc : 0.6239
     Batch 175 | Loss : 0.6364 | Acc : 0.5761
     Batch 200 | Loss : 0.6272 | Acc : 0.5966
     Batch 225 | Loss : 0.6314 | Acc : 0.5938
     Batch 250 | Loss : 0.6210 | Acc : 0.5895
     Batch 275 | Loss : 0.6044 | Acc : 0.6225
     Batch 300 | Loss : 0.5606 | Acc : 0.6616
Epoch 00015 | Train Loss : 0.6007 | Eval Loss : 0.5995 | Train acc : 0.6217 | Eval Acc : 0.6255
     Batch 000 | Loss : 0.6373 | Acc : 0.5877
     Batch 025 | Loss : 0.5980 | Acc : 0.6257
     Batch 050 | Loss : 0.6229 | Acc : 0.6022
     Batch 075 | Loss : 0.5599 | Acc : 0.6525
     Batch 100 | Loss : 0.6006 | Acc : 0.6259
     Batch 125 | Loss : 0.5626 | Acc : 0.6535
     Batch 150 | Loss : 0.5515 | Acc : 0.6684
     Batch 175 | Loss : 0.6585 | Acc : 0.5625
     Batch 200 | Loss : 0.6177 | Acc : 0.6085
     Batch 225 | Loss : 0.6158 | Acc : 0.5989
     Batch 250 | Loss : 0.6160 | Acc : 0.6066
     Batch 275 | Loss : 0.5860 | Acc : 0.6419
     Batch 300 | Loss : 0.5929 | Acc : 0.6284
Epoch 00016 | Train Loss : 0.6007 | Eval Loss : 0.5991 | Train acc : 0.6219 | Eval Acc : 0.6255
     Batch 000 | Loss : 0.5929 | Acc : 0.6284
     Batch 025 | Loss : 0.5927 | Acc : 0.6363
     Batch 050 | Loss : 0.6034 | Acc : 0.6103
     Batch 075 | Loss : 0.5947 | Acc : 0.6296
     Batch 100 | Loss : 0.6335 | Acc : 0.5893
     Batch 125 | Loss : 0.6021 | Acc : 0.6222
     Batch 150 | Loss : 0.6228 | Acc : 0.5992
     Batch 175 | Loss : 0.5879 | Acc : 0.6408
     Batch 200 | Loss : 0.6024 | Acc : 0.6220
     Batch 225 | Loss : 0.5931 | Acc : 0.6404
     Batch 250 | Loss : 0.6348 | Acc : 0.5896
     Batch 275 | Loss : 0.5943 | Acc : 0.6448
     Batch 300 | Loss : 0.5665 | Acc : 0.6675
Epoch 00017 | Train Loss : 0.6021 | Eval Loss : 0.6060 | Train acc : 0.6223 | Eval Acc : 0.6255
     Batch 000 | Loss : 0.6352 | Acc : 0.5940
     Batch 025 | Loss : 0.5979 | Acc : 0.6238
     Batch 050 | Loss : 0.6273 | Acc : 0.5976
     Batch 075 | Loss : 0.6371 | Acc : 0.5879
     Batch 100 | Loss : 0.5960 | Acc : 0.6404
     Batch 125 | Loss : 0.6338 | Acc : 0.5914
     Batch 150 | Loss : 0.6417 | Acc : 0.5846
     Batch 175 | Loss : 0.6400 | Acc : 0.5874
     Batch 200 | Loss : 0.6359 | Acc : 0.5910
     Batch 225 | Loss : 0.6162 | Acc : 0.6075
     Batch 250 | Loss : 0.5643 | Acc : 0.6596
     Batch 275 | Loss : 0.6188 | Acc : 0.6063
     Batch 300 | Loss : 0.6200 | Acc : 0.6077
Epoch 00018 | Train Loss : 0.6018 | Eval Loss : 0.5995 | Train acc : 0.6223 | Eval Acc : 0.6255
     Batch 000 | Loss : 0.5524 | Acc : 0.6684
     Batch 025 | Loss : 0.6357 | Acc : 0.5760
     Batch 050 | Loss : 0.5454 | Acc : 0.6753
     Batch 075 | Loss : 0.5683 | Acc : 0.6555
     Batch 100 | Loss : 0.6128 | Acc : 0.5999
     Batch 125 | Loss : 0.5867 | Acc : 0.6287
     Batch 150 | Loss : 0.6152 | Acc : 0.6149
     Batch 175 | Loss : 0.6352 | Acc : 0.5956
     Batch 200 | Loss : 0.5926 | Acc : 0.6337
     Batch 225 | Loss : 0.5974 | Acc : 0.6296
     Batch 250 | Loss : 0.6191 | Acc : 0.6101
     Batch 275 | Loss : 0.5626 | Acc : 0.6535
     Batch 300 | Loss : 0.5626 | Acc : 0.6615
Epoch 00019 | Train Loss : 0.6010 | Eval Loss : 0.5990 | Train acc : 0.6216 | Eval Acc : 0.6255
     Batch 000 | Loss : 0.6356 | Acc : 0.5879
     Batch 025 | Loss : 0.5819 | Acc : 0.6435
     Batch 050 | Loss : 0.6012 | Acc : 0.6220
     Batch 075 | Loss : 0.6400 | Acc : 0.5874
     Batch 100 | Loss : 0.5976 | Acc : 0.6295
     Batch 125 | Loss : 0.5783 | Acc : 0.6455
     Batch 150 | Loss : 0.5409 | Acc : 0.6835
     Batch 175 | Loss : 0.5930 | Acc : 0.6404
     Batch 200 | Loss : 0.6061 | Acc : 0.6263
     Batch 225 | Loss : 0.5946 | Acc : 0.6183
     Batch 250 | Loss : 0.6300 | Acc : 0.5962
     Batch 275 | Loss : 0.6269 | Acc : 0.5850
     Batch 300 | Loss : 0.5884 | Acc : 0.6350
Epoch 00020 | Train Loss : 0.6006 | Eval Loss : 0.6003 | Train acc : 0.6220 | Eval Acc : 0.6255
     Batch 000 | Loss : 0.5638 | Acc : 0.6580
     Batch 025 | Loss : 0.5562 | Acc : 0.6675
     Batch 050 | Loss : 0.6181 | Acc : 0.5967
     Batch 075 | Loss : 0.6415 | Acc : 0.5817
     Batch 100 | Loss : 0.6354 | Acc : 0.5954
     Batch 125 | Loss : 0.6172 | Acc : 0.6071
     Batch 150 | Loss : 0.6231 | Acc : 0.5992
     Batch 175 | Loss : 0.6316 | Acc : 0.5780
     Batch 200 | Loss : 0.5658 | Acc : 0.6565
     Batch 225 | Loss : 0.5996 | Acc : 0.6239
     Batch 250 | Loss : 0.6299 | Acc : 0.5962
     Batch 275 | Loss : 0.5940 | Acc : 0.6292
     Batch 300 | Loss : 0.5608 | Acc : 0.6549
Epoch 00021 | Train Loss : 0.6008 | Eval Loss : 0.5991 | Train acc : 0.6222 | Eval Acc : 0.6255
     Batch 000 | Loss : 0.6153 | Acc : 0.6090
     Batch 025 | Loss : 0.5427 | Acc : 0.6853
     Batch 050 | Loss : 0.6073 | Acc : 0.6174
     Batch 075 | Loss : 0.6251 | Acc : 0.6085
     Batch 100 | Loss : 0.6566 | Acc : 0.5758
     Batch 125 | Loss : 0.5797 | Acc : 0.6468
     Batch 150 | Loss : 0.6432 | Acc : 0.5682
     Batch 175 | Loss : 0.5611 | Acc : 0.6625
     Batch 200 | Loss : 0.5517 | Acc : 0.6735
     Batch 225 | Loss : 0.6205 | Acc : 0.6018
     Batch 250 | Loss : 0.5636 | Acc : 0.6573
     Batch 275 | Loss : 0.6406 | Acc : 0.5864
     Batch 300 | Loss : 0.6061 | Acc : 0.6150
Epoch 00022 | Train Loss : 0.6116 | Eval Loss : 0.6012 | Train acc : 0.6184 | Eval Acc : 0.6243
     Batch 000 | Loss : 0.6179 | Acc : 0.6104
     Batch 025 | Loss : 0.6041 | Acc : 0.6117
     Batch 050 | Loss : 0.6423 | Acc : 0.5836
     Batch 075 | Loss : 0.5945 | Acc : 0.6211
     Batch 100 | Loss : 0.6019 | Acc : 0.6266
     Batch 125 | Loss : 0.6203 | Acc : 0.6087
     Batch 150 | Loss : 0.5979 | Acc : 0.6301
     Batch 175 | Loss : 0.6099 | Acc : 0.6175
     Batch 200 | Loss : 0.6488 | Acc : 0.5725
     Batch 225 | Loss : 0.6247 | Acc : 0.6052
     Batch 250 | Loss : 0.5994 | Acc : 0.6219
     Batch 275 | Loss : 0.6373 | Acc : 0.5901
     Batch 300 | Loss : 0.5581 | Acc : 0.6623
Epoch 00023 | Train Loss : 0.6025 | Eval Loss : 0.6007 | Train acc : 0.6202 | Eval Acc : 0.6237
     Batch 000 | Loss : 0.6348 | Acc : 0.5898
     Batch 025 | Loss : 0.5888 | Acc : 0.6387
     Batch 050 | Loss : 0.6210 | Acc : 0.6022
     Batch 075 | Loss : 0.6425 | Acc : 0.5688
     Batch 100 | Loss : 0.6138 | Acc : 0.5967
     Batch 125 | Loss : 0.6167 | Acc : 0.6050
     Batch 150 | Loss : 0.5424 | Acc : 0.6827
     Batch 175 | Loss : 0.5467 | Acc : 0.6762
     Batch 200 | Loss : 0.6247 | Acc : 0.5899
     Batch 225 | Loss : 0.6042 | Acc : 0.6226
     Batch 250 | Loss : 0.5587 | Acc : 0.6623
     Batch 275 | Loss : 0.6072 | Acc : 0.6145
     Batch 300 | Loss : 0.5961 | Acc : 0.6172
Epoch 00024 | Train Loss : 0.6026 | Eval Loss : 0.6006 | Train acc : 0.6196 | Eval Acc : 0.6237
     Batch 000 | Loss : 0.5755 | Acc : 0.6446
     Batch 025 | Loss : 0.6015 | Acc : 0.6261
     Batch 050 | Loss : 0.6315 | Acc : 0.5943
     Batch 075 | Loss : 0.5436 | Acc : 0.6825
     Batch 100 | Loss : 0.5958 | Acc : 0.6274
     Batch 125 | Loss : 0.6393 | Acc : 0.5836
     Batch 150 | Loss : 0.6269 | Acc : 0.6042
     Batch 175 | Loss : 0.5849 | Acc : 0.6492
     Batch 200 | Loss : 0.6036 | Acc : 0.6238
     Batch 225 | Loss : 0.6132 | Acc : 0.6179
     Batch 250 | Loss : 0.5413 | Acc : 0.6790
     Batch 275 | Loss : 0.5958 | Acc : 0.6344
     Batch 300 | Loss : 0.6307 | Acc : 0.5920
Epoch 00025 | Train Loss : 0.6023 | Eval Loss : 0.6008 | Train acc : 0.6204 | Eval Acc : 0.6113
     Batch 000 | Loss : 0.6261 | Acc : 0.5878
     Batch 025 | Loss : 0.6356 | Acc : 0.5903
     Batch 050 | Loss : 0.5947 | Acc : 0.6267
     Batch 075 | Loss : 0.6137 | Acc : 0.6158
     Batch 100 | Loss : 0.6247 | Acc : 0.5998
     Batch 125 | Loss : 0.5797 | Acc : 0.6501
     Batch 150 | Loss : 0.6216 | Acc : 0.6002
     Batch 175 | Loss : 0.6416 | Acc : 0.5840
     Batch 200 | Loss : 0.5607 | Acc : 0.6614
     Batch 225 | Loss : 0.5803 | Acc : 0.6434
     Batch 250 | Loss : 0.5976 | Acc : 0.6178
     Batch 275 | Loss : 0.6422 | Acc : 0.5736
     Batch 300 | Loss : 0.6165 | Acc : 0.6134
Epoch 00026 | Train Loss : 0.6023 | Eval Loss : 0.6006 | Train acc : 0.6203 | Eval Acc : 0.6243
     Batch 000 | Loss : 0.6362 | Acc : 0.5881
     Batch 025 | Loss : 0.6274 | Acc : 0.5942
     Batch 050 | Loss : 0.5756 | Acc : 0.6446
     Batch 075 | Loss : 0.6165 | Acc : 0.6065
     Batch 100 | Loss : 0.6337 | Acc : 0.5906
     Batch 125 | Loss : 0.5877 | Acc : 0.6401
     Batch 150 | Loss : 0.6377 | Acc : 0.5869
     Batch 175 | Loss : 0.6043 | Acc : 0.6339
     Batch 200 | Loss : 0.6355 | Acc : 0.5904
     Batch 225 | Loss : 0.5712 | Acc : 0.6479
     Batch 250 | Loss : 0.5610 | Acc : 0.6657
     Batch 275 | Loss : 0.5998 | Acc : 0.6247
     Batch 300 | Loss : 0.5498 | Acc : 0.6716
Epoch 00027 | Train Loss : 0.6023 | Eval Loss : 0.6003 | Train acc : 0.6202 | Eval Acc : 0.6253
     Batch 000 | Loss : 0.6122 | Acc : 0.6131
     Batch 025 | Loss : 0.6450 | Acc : 0.5961
     Batch 050 | Loss : 0.6250 | Acc : 0.6048
     Batch 075 | Loss : 0.6432 | Acc : 0.5800
     Batch 100 | Loss : 0.6312 | Acc : 0.5939
     Batch 125 | Loss : 0.6375 | Acc : 0.5904
     Batch 150 | Loss : 0.6258 | Acc : 0.6031
     Batch 175 | Loss : 0.6340 | Acc : 0.5901
     Batch 200 | Loss : 0.5466 | Acc : 0.6807
     Batch 225 | Loss : 0.5610 | Acc : 0.6614
     Batch 250 | Loss : 0.5803 | Acc : 0.6434
     Batch 275 | Loss : 0.6030 | Acc : 0.6221
     Batch 300 | Loss : 0.5655 | Acc : 0.6553
Epoch 00028 | Train Loss : 0.6119 | Eval Loss : 0.6008 | Train acc : 0.6176 | Eval Acc : 0.6237
     Batch 000 | Loss : 0.5803 | Acc : 0.6434
     Batch 025 | Loss : 0.6317 | Acc : 0.5943
     Batch 050 | Loss : 0.6363 | Acc : 0.5903
     Batch 075 | Loss : 0.5628 | Acc : 0.6569
     Batch 100 | Loss : 0.5681 | Acc : 0.6538
     Batch 125 | Loss : 0.6105 | Acc : 0.6139
     Batch 150 | Loss : 0.5501 | Acc : 0.6691
     Batch 175 | Loss : 0.5837 | Acc : 0.6426
     Batch 200 | Loss : 0.6041 | Acc : 0.6232
     Batch 225 | Loss : 0.6364 | Acc : 0.5745
     Batch 250 | Loss : 0.5992 | Acc : 0.6219
     Batch 275 | Loss : 0.5968 | Acc : 0.6135
     Batch 300 | Loss : 0.5644 | Acc : 0.6616
Epoch 00029 | Train Loss : 0.6024 | Eval Loss : 0.6023 | Train acc : 0.6201 | Eval Acc : 0.6102
     Batch 000 | Loss : 0.6008 | Acc : 0.6133
     Batch 025 | Loss : 0.5901 | Acc : 0.6329
     Batch 050 | Loss : 0.6380 | Acc : 0.5861
     Batch 075 | Loss : 0.5657 | Acc : 0.6507
     Batch 100 | Loss : 0.6436 | Acc : 0.5837
     Batch 125 | Loss : 0.6114 | Acc : 0.6139
     Batch 150 | Loss : 0.6344 | Acc : 0.5930
     Batch 175 | Loss : 0.6430 | Acc : 0.5729
     Batch 200 | Loss : 0.6137 | Acc : 0.6108
     Batch 225 | Loss : 0.6186 | Acc : 0.6098
     Batch 250 | Loss : 0.6237 | Acc : 0.5978
     Batch 275 | Loss : 0.5904 | Acc : 0.6326
     Batch 300 | Loss : 0.6128 | Acc : 0.6117
Epoch 00030 | Train Loss : 0.6028 | Eval Loss : 0.6010 | Train acc : 0.6192 | Eval Acc : 0.6237
     Batch 000 | Loss : 0.6040 | Acc : 0.6238
     Batch 025 | Loss : 0.6367 | Acc : 0.5896
     Batch 050 | Loss : 0.6434 | Acc : 0.5800
     Batch 075 | Loss : 0.5553 | Acc : 0.6689
     Batch 100 | Loss : 0.5597 | Acc : 0.6549
     Batch 125 | Loss : 0.6390 | Acc : 0.5851
     Batch 150 | Loss : 0.6164 | Acc : 0.6134
     Batch 175 | Loss : 0.5913 | Acc : 0.6286
     Batch 200 | Loss : 0.5874 | Acc : 0.6399
     Batch 225 | Loss : 0.6165 | Acc : 0.6137
     Batch 250 | Loss : 0.5638 | Acc : 0.6513
     Batch 275 | Loss : 0.6372 | Acc : 0.5684
