cuda is available
USING : cuda
Done saving data into cached files.
Training ...
     Batch 000 | Loss : 0.6928 | Acc : 0.5148
     Batch 035 | Loss : 0.3172 | Acc : 0.8550
     Batch 040 | Loss : 0.3956 | Acc : 0.8179
     Batch 045 | Loss : 0.3691 | Acc : 0.8230
     Batch 050 | Loss : 0.3317 | Acc : 0.8446
     Batch 055 | Loss : 0.3357 | Acc : 0.8417
     Batch 060 | Loss : 0.2922 | Acc : 0.8678
     Batch 065 | Loss : 0.3550 | Acc : 0.8363
     Batch 070 | Loss : 0.2973 | Acc : 0.8653
     Batch 075 | Loss : 0.2753 | Acc : 0.8761
     Batch 080 | Loss : 0.3582 | Acc : 0.8299
     Batch 085 | Loss : 0.3402 | Acc : 0.8531
     Batch 090 | Loss : 0.3523 | Acc : 0.8375
     Batch 095 | Loss : 0.3322 | Acc : 0.8457
     Batch 100 | Loss : 0.3694 | Acc : 0.8284
     Batch 105 | Loss : 0.3200 | Acc : 0.8529
     Batch 110 | Loss : 0.3173 | Acc : 0.8534
     Batch 115 | Loss : 0.3354 | Acc : 0.8485
     Batch 120 | Loss : 0.3523 | Acc : 0.8342
     Batch 125 | Loss : 0.3288 | Acc : 0.8497
     Batch 130 | Loss : 0.3881 | Acc : 0.8184
     Batch 135 | Loss : 0.3396 | Acc : 0.8423
     Batch 140 | Loss : 0.3593 | Acc : 0.8373
     Batch 145 | Loss : 0.3058 | Acc : 0.8586
     Batch 150 | Loss : 0.4014 | Acc : 0.8026
Epoch 00011 | Train Loss : 0.3472 | Eval Loss : 0.3466 | Train acc : 0.8397 | Eval Acc : 0.8380 | Eval Log. Respected : 0.9273
     Batch 000 | Loss : 0.3338 | Acc : 0.8489
     Batch 005 | Loss : 0.2996 | Acc : 0.8580
     Batch 010 | Loss : 0.3452 | Acc : 0.8392
     Batch 015 | Loss : 0.3511 | Acc : 0.8386
     Batch 020 | Loss : 0.3223 | Acc : 0.8512
     Batch 025 | Loss : 0.3562 | Acc : 0.8311
     Batch 030 | Loss : 0.3802 | Acc : 0.8264
     Batch 035 | Loss : 0.3487 | Acc : 0.8384
     Batch 040 | Loss : 0.3645 | Acc : 0.8258
     Batch 045 | Loss : 0.3577 | Acc : 0.8311
     Batch 050 | Loss : 0.3809 | Acc : 0.8203
     Batch 055 | Loss : 0.3643 | Acc : 0.8280
     Batch 060 | Loss : 0.3355 | Acc : 0.8440
     Batch 065 | Loss : 0.3365 | Acc : 0.8427
     Batch 070 | Loss : 0.4012 | Acc : 0.8080
     Batch 075 | Loss : 0.3470 | Acc : 0.8407
     Batch 080 | Loss : 0.3384 | Acc : 0.8421
     Batch 085 | Loss : 0.3201 | Acc : 0.8559
     Batch 090 | Loss : 0.3301 | Acc : 0.8472
     Batch 095 | Loss : 0.3690 | Acc : 0.8256
     Batch 100 | Loss : 0.3676 | Acc : 0.8267
     Batch 105 | Loss : 0.2957 | Acc : 0.8654
     Batch 110 | Loss : 0.4379 | Acc : 0.8050
     Batch 115 | Loss : 0.3240 | Acc : 0.8557
     Batch 120 | Loss : 0.3302 | Acc : 0.8483
     Batch 125 | Loss : 0.3068 | Acc : 0.8599
     Batch 130 | Loss : 0.4030 | Acc : 0.8127
     Batch 135 | Loss : 0.3213 | Acc : 0.8517
     Batch 140 | Loss : 0.3312 | Acc : 0.8452
     Batch 145 | Loss : 0.3178 | Acc : 0.8525
     Batch 150 | Loss : 0.2824 | Acc : 0.8710
Epoch 00012 | Train Loss : 0.3444 | Eval Loss : 0.3444 | Train acc : 0.8404 | Eval Acc : 0.8378 | Eval Log. Respected : 0.9328
     Batch 000 | Loss : 0.3264 | Acc : 0.8493
     Batch 005 | Loss : 0.3902 | Acc : 0.8164
     Batch 010 | Loss : 0.3453 | Acc : 0.8357
     Batch 015 | Loss : 0.3441 | Acc : 0.8429
     Batch 020 | Loss : 0.3191 | Acc : 0.8563
     Batch 025 | Loss : 0.3523 | Acc : 0.8335
     Batch 030 | Loss : 0.3281 | Acc : 0.8458
     Batch 035 | Loss : 0.3691 | Acc : 0.8251
     Batch 040 | Loss : 0.3501 | Acc : 0.8381
     Batch 045 | Loss : 0.3336 | Acc : 0.8449
     Batch 050 | Loss : 0.3208 | Acc : 0.8544
     Batch 055 | Loss : 0.3373 | Acc : 0.8402
     Batch 060 | Loss : 0.3409 | Acc : 0.8442
     Batch 065 | Loss : 0.3936 | Acc : 0.8154
     Batch 070 | Loss : 0.3518 | Acc : 0.8359
     Batch 075 | Loss : 0.3351 | Acc : 0.8455
     Batch 080 | Loss : 0.3359 | Acc : 0.8449
     Batch 085 | Loss : 0.3700 | Acc : 0.8301
     Batch 090 | Loss : 0.3403 | Acc : 0.8372
     Batch 095 | Loss : 0.3518 | Acc : 0.8365
     Batch 100 | Loss : 0.3685 | Acc : 0.8288
     Batch 105 | Loss : 0.3191 | Acc : 0.8525
     Batch 110 | Loss : 0.4121 | Acc : 0.8020
     Batch 115 | Loss : 0.3274 | Acc : 0.8455
     Batch 120 | Loss : 0.3389 | Acc : 0.8441
     Batch 125 | Loss : 0.3534 | Acc : 0.8379
     Batch 130 | Loss : 0.3277 | Acc : 0.8490
     Batch 135 | Loss : 0.3753 | Acc : 0.8226
     Batch 140 | Loss : 0.3604 | Acc : 0.8301
     Batch 145 | Loss : 0.3220 | Acc : 0.8464
     Batch 150 | Loss : 0.3096 | Acc : 0.8620
Epoch 00013 | Train Loss : 0.3421 | Eval Loss : 0.3466 | Train acc : 0.8412 | Eval Acc : 0.8368 | Eval Log. Respected : 0.9218
     Batch 000 | Loss : 0.2886 | Acc : 0.8696
     Batch 005 | Loss : 0.3495 | Acc : 0.8344
     Batch 010 | Loss : 0.3770 | Acc : 0.8219
     Batch 015 | Loss : 0.3187 | Acc : 0.8500
     Batch 020 | Loss : 0.3603 | Acc : 0.8299
     Batch 025 | Loss : 0.3681 | Acc : 0.8271
     Batch 030 | Loss : 0.3780 | Acc : 0.8250
     Batch 035 | Loss : 0.3703 | Acc : 0.8281
