Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.7134 | Acc : 0.5108
     Batch 050 | Loss : 0.4697 | Acc : 0.7543
     Batch 075 | Loss : 0.4369 | Acc : 0.7865
     Batch 100 | Loss : 0.5963 | Acc : 0.6854
     Batch 125 | Loss : 0.4375 | Acc : 0.7896
     Batch 150 | Loss : 0.3888 | Acc : 0.8200
     Batch 175 | Loss : 0.5733 | Acc : 0.6990
     Batch 200 | Loss : 0.4181 | Acc : 0.8089
     Batch 225 | Loss : 0.4554 | Acc : 0.7741
     Batch 250 | Loss : 0.5058 | Acc : 0.7308
     Batch 275 | Loss : 0.4643 | Acc : 0.7634
     Batch 300 | Loss : 0.5167 | Acc : 0.7378
Epoch 00014 | Train Loss : 0.4580 | Eval Loss : 0.4454 | Train acc : 0.7736 | Eval Acc : 0.7796 | Eval Log. Respected : 0.6213
     Batch 000 | Loss : 0.4651 | Acc : 0.7666
     Batch 025 | Loss : 0.4765 | Acc : 0.7713
     Batch 050 | Loss : 0.4626 | Acc : 0.7655
     Batch 075 | Loss : 0.3758 | Acc : 0.8290
     Batch 100 | Loss : 0.3974 | Acc : 0.8117
     Batch 125 | Loss : 0.4812 | Acc : 0.7611
     Batch 150 | Loss : 0.4735 | Acc : 0.7663
     Batch 175 | Loss : 0.4556 | Acc : 0.7690
     Batch 200 | Loss : 0.3886 | Acc : 0.8139
     Batch 225 | Loss : 0.4152 | Acc : 0.8067
     Batch 250 | Loss : 0.4433 | Acc : 0.7812
     Batch 275 | Loss : 0.4392 | Acc : 0.7943
     Batch 300 | Loss : 0.4247 | Acc : 0.7883
Epoch 00015 | Train Loss : 0.4575 | Eval Loss : 0.4554 | Train acc : 0.7739 | Eval Acc : 0.7751 | Eval Log. Respected : 0.6184
     Batch 000 | Loss : 0.5002 | Acc : 0.7391
     Batch 025 | Loss : 0.4566 | Acc : 0.7657
     Batch 050 | Loss : 0.4933 | Acc : 0.7451
     Batch 075 | Loss : 0.4456 | Acc : 0.7936
     Batch 100 | Loss : 0.5115 | Acc : 0.7358
     Batch 125 | Loss : 0.4127 | Acc : 0.8014
     Batch 150 | Loss : 0.4978 | Acc : 0.7442
     Batch 175 | Loss : 0.4793 | Acc : 0.7525
     Batch 200 | Loss : 0.4020 | Acc : 0.8107
     Batch 225 | Loss : 0.4324 | Acc : 0.7876
     Batch 250 | Loss : 0.4338 | Acc : 0.7943
     Batch 275 | Loss : 0.4756 | Acc : 0.7653
     Batch 300 | Loss : 0.5212 | Acc : 0.7352
Epoch 00016 | Train Loss : 0.4597 | Eval Loss : 0.4427 | Train acc : 0.7732 | Eval Acc : 0.7808 | Eval Log. Respected : 0.4695
     Batch 000 | Loss : 0.4142 | Acc : 0.8059
     Batch 025 | Loss : 0.3784 | Acc : 0.8275
     Batch 050 | Loss : 0.4581 | Acc : 0.7689
     Batch 075 | Loss : 0.5159 | Acc : 0.7429
     Batch 100 | Loss : 0.4076 | Acc : 0.8062
     Batch 125 | Loss : 0.4755 | Acc : 0.7596
     Batch 150 | Loss : 0.4827 | Acc : 0.7500
     Batch 175 | Loss : 0.4698 | Acc : 0.7734
     Batch 200 | Loss : 0.4918 | Acc : 0.7478
     Batch 225 | Loss : 0.4478 | Acc : 0.7938
     Batch 250 | Loss : 0.3957 | Acc : 0.8153
     Batch 275 | Loss : 0.4024 | Acc : 0.8193
     Batch 300 | Loss : 0.4363 | Acc : 0.7951
Epoch 00017 | Train Loss : 0.4574 | Eval Loss : 0.4317 | Train acc : 0.7745 | Eval Acc : 0.7877 | Eval Log. Respected : 0.5257
     Batch 000 | Loss : 0.3810 | Acc : 0.8278
     Batch 025 | Loss : 0.4642 | Acc : 0.7683
     Batch 050 | Loss : 0.4591 | Acc : 0.7660
     Batch 075 | Loss : 0.4788 | Acc : 0.7712
     Batch 100 | Loss : 0.3971 | Acc : 0.8164
     Batch 125 | Loss : 0.4320 | Acc : 0.7926
     Batch 150 | Loss : 0.4847 | Acc : 0.7585
     Batch 175 | Loss : 0.4914 | Acc : 0.7513
     Batch 200 | Loss : 0.4093 | Acc : 0.7949
     Batch 225 | Loss : 0.5621 | Acc : 0.7144
     Batch 250 | Loss : 0.4268 | Acc : 0.8022
     Batch 275 | Loss : 0.3839 | Acc : 0.8257
     Batch 300 | Loss : 0.5221 | Acc : 0.7197
Epoch 00018 | Train Loss : 0.4562 | Eval Loss : 0.4290 | Train acc : 0.7757 | Eval Acc : 0.7874 | Eval Log. Respected : 0.6300
     Batch 000 | Loss : 0.4028 | Acc : 0.8053
     Batch 025 | Loss : 0.4319 | Acc : 0.7921
     Batch 050 | Loss : 0.4389 | Acc : 0.7831
     Batch 075 | Loss : 0.4606 | Acc : 0.7681
     Batch 100 | Loss : 0.4637 | Acc : 0.7695
     Batch 125 | Loss : 0.4870 | Acc : 0.7482
     Batch 150 | Loss : 0.4868 | Acc : 0.7519
     Batch 175 | Loss : 0.4272 | Acc : 0.7944
     Batch 200 | Loss : 0.4785 | Acc : 0.7665
     Batch 225 | Loss : 0.4343 | Acc : 0.7954
     Batch 250 | Loss : 0.4333 | Acc : 0.7939
     Batch 275 | Loss : 0.4983 | Acc : 0.7517
     Batch 300 | Loss : 0.4525 | Acc : 0.7716
Epoch 00019 | Train Loss : 0.4520 | Eval Loss : 0.4437 | Train acc : 0.7785 | Eval Acc : 0.7778 | Eval Log. Respected : 0.5908
     Batch 000 | Loss : 0.4408 | Acc : 0.7850
     Batch 025 | Loss : 0.4762 | Acc : 0.7620
     Batch 050 | Loss : 0.4575 | Acc : 0.7636
     Batch 075 | Loss : 0.4260 | Acc : 0.8055
     Batch 100 | Loss : 0.4691 | Acc : 0.7678
     Batch 125 | Loss : 0.4670 | Acc : 0.7664
     Batch 150 | Loss : 0.4623 | Acc : 0.7659
     Batch 175 | Loss : 0.4266 | Acc : 0.8028
     Batch 200 | Loss : 0.3968 | Acc : 0.8185
     Batch 225 | Loss : 0.3973 | Acc : 0.8112
     Batch 250 | Loss : 0.4691 | Acc : 0.7695
     Batch 275 | Loss : 0.4779 | Acc : 0.7585
     Batch 300 | Loss : 0.4225 | Acc : 0.8046
Epoch 00020 | Train Loss : 0.4430 | Eval Loss : 0.4580 | Train acc : 0.7835 | Eval Acc : 0.7711 | Eval Log. Respected : 0.5680
     Batch 000 | Loss : 0.4408 | Acc : 0.7752
     Batch 025 | Loss : 0.4078 | Acc : 0.8150
     Batch 050 | Loss : 0.4815 | Acc : 0.7551
     Batch 075 | Loss : 0.3897 | Acc : 0.8178
     Batch 100 | Loss : 0.4239 | Acc : 0.7873
     Batch 125 | Loss : 0.4457 | Acc : 0.7799
     Batch 150 | Loss : 0.3818 | Acc : 0.8286
     Batch 175 | Loss : 0.4373 | Acc : 0.7936
     Batch 200 | Loss : 0.4219 | Acc : 0.8034
     Batch 225 | Loss : 0.4385 | Acc : 0.7901
     Batch 250 | Loss : 0.4723 | Acc : 0.7549
     Batch 275 | Loss : 0.4946 | Acc : 0.7530
     Batch 300 | Loss : 0.5011 | Acc : 0.7499
Epoch 00021 | Train Loss : 0.4472 | Eval Loss : 0.4352 | Train acc : 0.7816 | Eval Acc : 0.7847 | Eval Log. Respected : 0.4558
     Batch 000 | Loss : 0.4099 | Acc : 0.8001
     Batch 025 | Loss : 0.4351 | Acc : 0.7765
     Batch 050 | Loss : 0.4236 | Acc : 0.7916
     Batch 075 | Loss : 0.4229 | Acc : 0.7890
     Batch 100 | Loss : 0.4592 | Acc : 0.7688
     Batch 125 | Loss : 0.4225 | Acc : 0.7959
     Batch 150 | Loss : 0.4694 | Acc : 0.7667
     Batch 175 | Loss : 0.5480 | Acc : 0.7149
     Batch 200 | Loss : 0.4687 | Acc : 0.7685
     Batch 225 | Loss : 0.4269 | Acc : 0.8039
     Batch 250 | Loss : 0.4237 | Acc : 0.7960
     Batch 275 | Loss : 0.4578 | Acc : 0.7702
     Batch 300 | Loss : 0.4184 | Acc : 0.8053
Epoch 00022 | Train Loss : 0.4588 | Eval Loss : 0.4393 | Train acc : 0.7736 | Eval Acc : 0.7842 | Eval Log. Respected : 0.4800
     Batch 000 | Loss : 0.4776 | Acc : 0.7597
     Batch 025 | Loss : 0.4817 | Acc : 0.7665
     Batch 050 | Loss : 0.4858 | Acc : 0.7548
     Batch 075 | Loss : 0.3897 | Acc : 0.8235
     Batch 100 | Loss : 0.5319 | Acc : 0.7299
     Batch 125 | Loss : 0.3951 | Acc : 0.8307
     Batch 150 | Loss : 0.4809 | Acc : 0.7577
     Batch 175 | Loss : 0.4097 | Acc : 0.8098
     Batch 200 | Loss : 0.4729 | Acc : 0.7649
     Batch 225 | Loss : 0.3859 | Acc : 0.8228
     Batch 250 | Loss : 0.4589 | Acc : 0.7716
     Batch 275 | Loss : 0.4016 | Acc : 0.8238
     Batch 300 | Loss : 0.4050 | Acc : 0.8060
Epoch 00023 | Train Loss : 0.4511 | Eval Loss : 0.4820 | Train acc : 0.7786 | Eval Acc : 0.7583 | Eval Log. Respected : 0.7058
     Batch 000 | Loss : 0.4218 | Acc : 0.8103
     Batch 025 | Loss : 0.4492 | Acc : 0.7920
     Batch 050 | Loss : 0.4688 | Acc : 0.7750
     Batch 075 | Loss : 0.4779 | Acc : 0.7581
     Batch 100 | Loss : 0.5186 | Acc : 0.7260
     Batch 125 | Loss : 0.5097 | Acc : 0.7453
     Batch 150 | Loss : 0.4493 | Acc : 0.7784
     Batch 175 | Loss : 0.4219 | Acc : 0.7975
     Batch 200 | Loss : 0.4045 | Acc : 0.8038
     Batch 225 | Loss : 0.4234 | Acc : 0.7975
     Batch 250 | Loss : 0.4492 | Acc : 0.7766
     Batch 275 | Loss : 0.4041 | Acc : 0.8076
     Batch 300 | Loss : 0.4295 | Acc : 0.7959
Epoch 00024 | Train Loss : 0.4511 | Eval Loss : 0.4264 | Train acc : 0.7790 | Eval Acc : 0.7919 | Eval Log. Respected : 0.6618
     Batch 000 | Loss : 0.4590 | Acc : 0.7703
     Batch 025 | Loss : 0.4794 | Acc : 0.7560
     Batch 050 | Loss : 0.5333 | Acc : 0.7437
     Batch 075 | Loss : 0.4296 | Acc : 0.7869
     Batch 100 | Loss : 0.4128 | Acc : 0.8008
     Batch 125 | Loss : 0.4079 | Acc : 0.8073
     Batch 150 | Loss : 0.4368 | Acc : 0.7795
     Batch 175 | Loss : 0.4388 | Acc : 0.7899
     Batch 200 | Loss : 0.5001 | Acc : 0.7406
     Batch 225 | Loss : 0.4158 | Acc : 0.8109
     Batch 250 | Loss : 0.5228 | Acc : 0.7337
     Batch 275 | Loss : 0.3732 | Acc : 0.8342
     Batch 300 | Loss : 0.5034 | Acc : 0.7502
Epoch 00025 | Train Loss : 0.4449 | Eval Loss : 0.4437 | Train acc : 0.7826 | Eval Acc : 0.7781 | Eval Log. Respected : 0.6566
     Batch 000 | Loss : 0.3902 | Acc : 0.8135
     Batch 025 | Loss : 0.4230 | Acc : 0.7904
     Batch 050 | Loss : 0.5362 | Acc : 0.7291
     Batch 075 | Loss : 0.4559 | Acc : 0.7681
     Batch 100 | Loss : 0.4282 | Acc : 0.7924
     Batch 125 | Loss : 0.4551 | Acc : 0.7683
     Batch 150 | Loss : 0.3863 | Acc : 0.8162
     Batch 175 | Loss : 0.4743 | Acc : 0.7524
     Batch 200 | Loss : 0.4827 | Acc : 0.7388
     Batch 225 | Loss : 0.4400 | Acc : 0.7745
     Batch 250 | Loss : 0.4053 | Acc : 0.8017
     Batch 275 | Loss : 0.4309 | Acc : 0.8028
     Batch 300 | Loss : 0.3975 | Acc : 0.8178
Epoch 00026 | Train Loss : 0.4468 | Eval Loss : 0.4333 | Train acc : 0.7813 | Eval Acc : 0.7874 | Eval Log. Respected : 0.6875
     Batch 000 | Loss : 0.4680 | Acc : 0.7618
     Batch 025 | Loss : 0.4942 | Acc : 0.7492
     Batch 050 | Loss : 0.5945 | Acc : 0.6851
     Batch 075 | Loss : 0.4770 | Acc : 0.7628
     Batch 100 | Loss : 0.4782 | Acc : 0.7596
     Batch 125 | Loss : 0.5121 | Acc : 0.7376
     Batch 150 | Loss : 0.3915 | Acc : 0.8192
     Batch 175 | Loss : 0.4565 | Acc : 0.7816
     Batch 200 | Loss : 0.3801 | Acc : 0.8204
     Batch 225 | Loss : 0.4057 | Acc : 0.8031
     Batch 250 | Loss : 0.4908 | Acc : 0.7432
     Batch 275 | Loss : 0.4756 | Acc : 0.7658
     Batch 300 | Loss : 0.4293 | Acc : 0.7965
Epoch 00027 | Train Loss : 0.4556 | Eval Loss : 0.4427 | Train acc : 0.7761 | Eval Acc : 0.7784 | Eval Log. Respected : 0.5834
     Batch 000 | Loss : 0.4372 | Acc : 0.7848
     Batch 025 | Loss : 0.4803 | Acc : 0.7554
     Batch 050 | Loss : 0.3621 | Acc : 0.8371
     Batch 075 | Loss : 0.5031 | Acc : 0.7364
     Batch 100 | Loss : 0.4504 | Acc : 0.7798
     Batch 125 | Loss : 0.4051 | Acc : 0.8101
     Batch 150 | Loss : 0.4281 | Acc : 0.7865
     Batch 175 | Loss : 0.3992 | Acc : 0.8207
     Batch 200 | Loss : 0.4186 | Acc : 0.7913
     Batch 225 | Loss : 0.5313 | Acc : 0.7205
     Batch 250 | Loss : 0.4575 | Acc : 0.7758
     Batch 275 | Loss : 0.4910 | Acc : 0.7468
     Batch 300 | Loss : 0.4724 | Acc : 0.7493
Epoch 00028 | Train Loss : 0.4472 | Eval Loss : 0.4557 | Train acc : 0.7812 | Eval Acc : 0.7742 | Eval Log. Respected : 0.6707
     Batch 000 | Loss : 0.4526 | Acc : 0.7916
     Batch 025 | Loss : 0.4741 | Acc : 0.7610
     Batch 050 | Loss : 0.4346 | Acc : 0.7829
     Batch 075 | Loss : 0.4236 | Acc : 0.7945
     Batch 100 | Loss : 0.3845 | Acc : 0.8196
     Batch 125 | Loss : 0.4384 | Acc : 0.7845
     Batch 150 | Loss : 0.4061 | Acc : 0.8098
     Batch 175 | Loss : 0.4769 | Acc : 0.7528
     Batch 200 | Loss : 0.4858 | Acc : 0.7498
     Batch 225 | Loss : 0.4212 | Acc : 0.7941
     Batch 250 | Loss : 0.4005 | Acc : 0.8150
     Batch 275 | Loss : 0.5244 | Acc : 0.7333
     Batch 300 | Loss : 0.4364 | Acc : 0.7914
Epoch 00029 | Train Loss : 0.4488 | Eval Loss : 0.4309 | Train acc : 0.7800 | Eval Acc : 0.7897 | Eval Log. Respected : 0.6043
     Batch 000 | Loss : 0.5343 | Acc : 0.7212
     Batch 025 | Loss : 0.4039 | Acc : 0.8120
     Batch 050 | Loss : 0.4458 | Acc : 0.7797
     Batch 075 | Loss : 0.3885 | Acc : 0.8248
     Batch 100 | Loss : 0.4823 | Acc : 0.7613
     Batch 125 | Loss : 0.4268 | Acc : 0.8009
     Batch 150 | Loss : 0.4150 | Acc : 0.8011
     Batch 175 | Loss : 0.4828 | Acc : 0.7501
     Batch 200 | Loss : 0.4284 | Acc : 0.8074
