cuda is available
USING : cuda
Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.6929 | Acc : 0.5135
     Batch 050 | Loss : 0.3637 | Acc : 0.8376
     Batch 055 | Loss : 0.3754 | Acc : 0.8208
     Batch 060 | Loss : 0.3941 | Acc : 0.8103
     Batch 065 | Loss : 0.3457 | Acc : 0.8350
     Batch 070 | Loss : 0.3663 | Acc : 0.8279
     Batch 075 | Loss : 0.3464 | Acc : 0.8372
     Batch 080 | Loss : 0.3254 | Acc : 0.8560
     Batch 085 | Loss : 0.3393 | Acc : 0.8438
     Batch 090 | Loss : 0.3322 | Acc : 0.8441
     Batch 095 | Loss : 0.4085 | Acc : 0.8051
     Batch 100 | Loss : 0.3498 | Acc : 0.8455
     Batch 105 | Loss : 0.2940 | Acc : 0.8678
     Batch 110 | Loss : 0.3157 | Acc : 0.8529
     Batch 115 | Loss : 0.3606 | Acc : 0.8324
     Batch 120 | Loss : 0.3441 | Acc : 0.8398
     Batch 125 | Loss : 0.3357 | Acc : 0.8455
     Batch 130 | Loss : 0.3448 | Acc : 0.8420
     Batch 135 | Loss : 0.3163 | Acc : 0.8634
     Batch 140 | Loss : 0.3883 | Acc : 0.8168
     Batch 145 | Loss : 0.4125 | Acc : 0.8126
     Batch 150 | Loss : 0.3332 | Acc : 0.8470
Epoch 00003 | Train Loss : 0.3519 | Eval Loss : 0.3643 | Train acc : 0.8365 | Eval Acc : 0.8250 | Eval Log. Respected : 0.9259
     Batch 000 | Loss : 0.3550 | Acc : 0.8349
     Batch 005 | Loss : 0.3347 | Acc : 0.8435
     Batch 010 | Loss : 0.4243 | Acc : 0.8037
     Batch 015 | Loss : 0.3489 | Acc : 0.8373
     Batch 020 | Loss : 0.3278 | Acc : 0.8498
     Batch 025 | Loss : 0.3382 | Acc : 0.8458
     Batch 030 | Loss : 0.3497 | Acc : 0.8360
     Batch 035 | Loss : 0.3360 | Acc : 0.8446
     Batch 040 | Loss : 0.3364 | Acc : 0.8434
     Batch 045 | Loss : 0.3853 | Acc : 0.8222
     Batch 050 | Loss : 0.3174 | Acc : 0.8613
     Batch 055 | Loss : 0.3120 | Acc : 0.8548
     Batch 060 | Loss : 0.3480 | Acc : 0.8370
     Batch 065 | Loss : 0.3767 | Acc : 0.8212
     Batch 070 | Loss : 0.3219 | Acc : 0.8517
     Batch 075 | Loss : 0.3852 | Acc : 0.8219
     Batch 080 | Loss : 0.3899 | Acc : 0.8157
     Batch 085 | Loss : 0.3556 | Acc : 0.8335
     Batch 090 | Loss : 0.3921 | Acc : 0.8188
     Batch 095 | Loss : 0.3189 | Acc : 0.8498
     Batch 100 | Loss : 0.3230 | Acc : 0.8482
     Batch 105 | Loss : 0.3384 | Acc : 0.8451
     Batch 110 | Loss : 0.3480 | Acc : 0.8361
     Batch 115 | Loss : 0.3160 | Acc : 0.8560
     Batch 120 | Loss : 0.4004 | Acc : 0.8101
     Batch 125 | Loss : 0.3780 | Acc : 0.8215
     Batch 130 | Loss : 0.3625 | Acc : 0.8343
     Batch 135 | Loss : 0.3375 | Acc : 0.8444
     Batch 140 | Loss : 0.3293 | Acc : 0.8460
     Batch 145 | Loss : 0.4268 | Acc : 0.8120
     Batch 150 | Loss : 0.3457 | Acc : 0.8411
Epoch 00004 | Train Loss : 0.3476 | Eval Loss : 0.3649 | Train acc : 0.8390 | Eval Acc : 0.8258 | Eval Log. Respected : 0.9377
     Batch 000 | Loss : 0.3567 | Acc : 0.8292
     Batch 005 | Loss : 0.3462 | Acc : 0.8388
     Batch 010 | Loss : 0.3413 | Acc : 0.8425
     Batch 015 | Loss : 0.2776 | Acc : 0.8780
     Batch 020 | Loss : 0.2900 | Acc : 0.8724
     Batch 025 | Loss : 0.3235 | Acc : 0.8555
     Batch 030 | Loss : 0.3918 | Acc : 0.8230
     Batch 035 | Loss : 0.3406 | Acc : 0.8413
     Batch 040 | Loss : 0.3255 | Acc : 0.8506
     Batch 045 | Loss : 0.3425 | Acc : 0.8407
     Batch 050 | Loss : 0.3183 | Acc : 0.8513
     Batch 055 | Loss : 0.3550 | Acc : 0.8290
     Batch 060 | Loss : 0.3545 | Acc : 0.8306
     Batch 065 | Loss : 0.3336 | Acc : 0.8459
     Batch 070 | Loss : 0.3439 | Acc : 0.8428
     Batch 075 | Loss : 0.3568 | Acc : 0.8316
     Batch 080 | Loss : 0.2880 | Acc : 0.8695
     Batch 085 | Loss : 0.3191 | Acc : 0.8617
     Batch 090 | Loss : 0.3479 | Acc : 0.8361
     Batch 095 | Loss : 0.3452 | Acc : 0.8418
     Batch 100 | Loss : 0.3647 | Acc : 0.8276
     Batch 105 | Loss : 0.3128 | Acc : 0.8631
     Batch 110 | Loss : 0.3738 | Acc : 0.8226
     Batch 115 | Loss : 0.3608 | Acc : 0.8327
     Batch 120 | Loss : 0.3537 | Acc : 0.8361
     Batch 125 | Loss : 0.3282 | Acc : 0.8549
     Batch 130 | Loss : 0.4109 | Acc : 0.8144
     Batch 135 | Loss : 0.3570 | Acc : 0.8344
     Batch 140 | Loss : 0.3684 | Acc : 0.8263
     Batch 145 | Loss : 0.3235 | Acc : 0.8511
     Batch 150 | Loss : 0.3599 | Acc : 0.8330
Epoch 00005 | Train Loss : 0.3471 | Eval Loss : 0.3546 | Train acc : 0.8397 | Eval Acc : 0.8333 | Eval Log. Respected : 0.9240
     Batch 000 | Loss : 0.3625 | Acc : 0.8271
     Batch 005 | Loss : 0.3492 | Acc : 0.8392
     Batch 010 | Loss : 0.3353 | Acc : 0.8442
     Batch 015 | Loss : 0.3363 | Acc : 0.8424
     Batch 020 | Loss : 0.3146 | Acc : 0.8554
     Batch 025 | Loss : 0.3779 | Acc : 0.8255
     Batch 030 | Loss : 0.3732 | Acc : 0.8209
     Batch 035 | Loss : 0.3150 | Acc : 0.8550
     Batch 040 | Loss : 0.3348 | Acc : 0.8457
     Batch 045 | Loss : 0.3130 | Acc : 0.8654
     Batch 050 | Loss : 0.3836 | Acc : 0.8205
     Batch 055 | Loss : 0.3735 | Acc : 0.8240
     Batch 060 | Loss : 0.3491 | Acc : 0.8373
     Batch 065 | Loss : 0.3516 | Acc : 0.8333
     Batch 070 | Loss : 0.3335 | Acc : 0.8435
     Batch 075 | Loss : 0.3022 | Acc : 0.8612
     Batch 080 | Loss : 0.3443 | Acc : 0.8372
     Batch 085 | Loss : 0.3805 | Acc : 0.8192
     Batch 090 | Loss : 0.3370 | Acc : 0.8450
     Batch 095 | Loss : 0.3527 | Acc : 0.8344
     Batch 100 | Loss : 0.3326 | Acc : 0.8443
     Batch 105 | Loss : 0.3335 | Acc : 0.8456
     Batch 110 | Loss : 0.3844 | Acc : 0.8192
     Batch 115 | Loss : 0.4470 | Acc : 0.7894
     Batch 120 | Loss : 0.3343 | Acc : 0.8488
     Batch 125 | Loss : 0.4093 | Acc : 0.8031
     Batch 130 | Loss : 0.3110 | Acc : 0.8614
     Batch 135 | Loss : 0.3881 | Acc : 0.8269
     Batch 140 | Loss : 0.2844 | Acc : 0.8804
     Batch 145 | Loss : 0.3341 | Acc : 0.8445
     Batch 150 | Loss : 0.3774 | Acc : 0.8172
Epoch 00006 | Train Loss : 0.3402 | Eval Loss : 0.3508 | Train acc : 0.8428 | Eval Acc : 0.8361 | Eval Log. Respected : 0.9232
     Batch 000 | Loss : 0.3138 | Acc : 0.8587
     Batch 005 | Loss : 0.3798 | Acc : 0.8248
     Batch 010 | Loss : 0.3356 | Acc : 0.8429
     Batch 015 | Loss : 0.3300 | Acc : 0.8505
     Batch 020 | Loss : 0.3159 | Acc : 0.8576
     Batch 025 | Loss : 0.3475 | Acc : 0.8386
     Batch 030 | Loss : 0.3379 | Acc : 0.8407
     Batch 035 | Loss : 0.3591 | Acc : 0.8345
     Batch 040 | Loss : 0.3666 | Acc : 0.8220
     Batch 045 | Loss : 0.3153 | Acc : 0.8537
     Batch 050 | Loss : 0.2739 | Acc : 0.8786
     Batch 055 | Loss : 0.3157 | Acc : 0.8572
     Batch 060 | Loss : 0.3314 | Acc : 0.8481
     Batch 065 | Loss : 0.3451 | Acc : 0.8378
     Batch 070 | Loss : 0.3733 | Acc : 0.8202
     Batch 075 | Loss : 0.3723 | Acc : 0.8234
     Batch 080 | Loss : 0.4060 | Acc : 0.8148
     Batch 085 | Loss : 0.3576 | Acc : 0.8352
     Batch 090 | Loss : 0.2957 | Acc : 0.8692
     Batch 095 | Loss : 0.3362 | Acc : 0.8471
     Batch 100 | Loss : 0.3561 | Acc : 0.8297
     Batch 105 | Loss : 0.3848 | Acc : 0.8151
     Batch 110 | Loss : 0.3348 | Acc : 0.8446
     Batch 115 | Loss : 0.3504 | Acc : 0.8309
     Batch 120 | Loss : 0.3778 | Acc : 0.8248
     Batch 125 | Loss : 0.3691 | Acc : 0.8291
     Batch 130 | Loss : 0.3832 | Acc : 0.8236
     Batch 135 | Loss : 0.3021 | Acc : 0.8589
     Batch 140 | Loss : 0.3900 | Acc : 0.8193
     Batch 145 | Loss : 0.3832 | Acc : 0.8178
     Batch 150 | Loss : 0.3258 | Acc : 0.8514
Epoch 00007 | Train Loss : 0.3403 | Eval Loss : 0.3513 | Train acc : 0.8427 | Eval Acc : 0.8362 | Eval Log. Respected : 0.9271
     Batch 000 | Loss : 0.2957 | Acc : 0.8672
     Batch 005 | Loss : 0.3161 | Acc : 0.8517
     Batch 010 | Loss : 0.3200 | Acc : 0.8478
     Batch 015 | Loss : 0.3886 | Acc : 0.8155
     Batch 020 | Loss : 0.3213 | Acc : 0.8530
     Batch 025 | Loss : 0.3259 | Acc : 0.8461
     Batch 030 | Loss : 0.3168 | Acc : 0.8500
     Batch 035 | Loss : 0.3115 | Acc : 0.8602
     Batch 040 | Loss : 0.3607 | Acc : 0.8287
     Batch 045 | Loss : 0.3587 | Acc : 0.8310
     Batch 050 | Loss : 0.3768 | Acc : 0.8214
     Batch 055 | Loss : 0.3619 | Acc : 0.8318
     Batch 060 | Loss : 0.3399 | Acc : 0.8417
     Batch 065 | Loss : 0.3085 | Acc : 0.8604
     Batch 070 | Loss : 0.3471 | Acc : 0.8350
     Batch 075 | Loss : 0.3925 | Acc : 0.8185
     Batch 080 | Loss : 0.3872 | Acc : 0.8239
     Batch 085 | Loss : 0.3466 | Acc : 0.8379
     Batch 090 | Loss : 0.3352 | Acc : 0.8461
     Batch 095 | Loss : 0.3034 | Acc : 0.8647
     Batch 100 | Loss : 0.3425 | Acc : 0.8381
     Batch 105 | Loss : 0.4055 | Acc : 0.8106
     Batch 110 | Loss : 0.3152 | Acc : 0.8594
     Batch 115 | Loss : 0.3286 | Acc : 0.8471
     Batch 120 | Loss : 0.3254 | Acc : 0.8492
     Batch 125 | Loss : 0.3063 | Acc : 0.8603
     Batch 130 | Loss : 0.3189 | Acc : 0.8568
     Batch 135 | Loss : 0.3332 | Acc : 0.8456
     Batch 140 | Loss : 0.3254 | Acc : 0.8510
     Batch 145 | Loss : 0.3496 | Acc : 0.8384
     Batch 150 | Loss : 0.2975 | Acc : 0.8658
Epoch 00008 | Train Loss : 0.3373 | Eval Loss : 0.3609 | Train acc : 0.8443 | Eval Acc : 0.8345 | Eval Log. Respected : 0.9302
     Batch 000 | Loss : 0.3487 | Acc : 0.8386
     Batch 005 | Loss : 0.3338 | Acc : 0.8567
     Batch 010 | Loss : 0.3265 | Acc : 0.8478
     Batch 015 | Loss : 0.3433 | Acc : 0.8464
     Batch 020 | Loss : 0.3345 | Acc : 0.8441
     Batch 025 | Loss : 0.2856 | Acc : 0.8715
     Batch 030 | Loss : 0.3304 | Acc : 0.8481
     Batch 035 | Loss : 0.3488 | Acc : 0.8416
     Batch 040 | Loss : 0.3376 | Acc : 0.8388
     Batch 045 | Loss : 0.2883 | Acc : 0.8696
     Batch 050 | Loss : 0.3417 | Acc : 0.8411
     Batch 055 | Loss : 0.3627 | Acc : 0.8335
     Batch 060 | Loss : 0.4244 | Acc : 0.8102
     Batch 065 | Loss : 0.3522 | Acc : 0.8381
     Batch 070 | Loss : 0.3553 | Acc : 0.8325
     Batch 075 | Loss : 0.3640 | Acc : 0.8254
     Batch 080 | Loss : 0.3213 | Acc : 0.8509
     Batch 085 | Loss : 0.3462 | Acc : 0.8377
     Batch 090 | Loss : 0.3085 | Acc : 0.8625
     Batch 095 | Loss : 0.3668 | Acc : 0.8345
     Batch 100 | Loss : 0.3719 | Acc : 0.8224
     Batch 105 | Loss : 0.2902 | Acc : 0.8704
     Batch 110 | Loss : 0.3685 | Acc : 0.8250
     Batch 115 | Loss : 0.3276 | Acc : 0.8451
     Batch 120 | Loss : 0.3353 | Acc : 0.8438
     Batch 125 | Loss : 0.2965 | Acc : 0.8662
     Batch 130 | Loss : 0.3422 | Acc : 0.8426
     Batch 135 | Loss : 0.3391 | Acc : 0.8368
     Batch 140 | Loss : 0.3516 | Acc : 0.8373
     Batch 145 | Loss : 0.3545 | Acc : 0.8325
     Batch 150 | Loss : 0.3501 | Acc : 0.8396
Epoch 00009 | Train Loss : 0.3378 | Eval Loss : 0.3503 | Train acc : 0.8440 | Eval Acc : 0.8355 | Eval Log. Respected : 0.9337
     Batch 000 | Loss : 0.3288 | Acc : 0.8474
     Batch 005 | Loss : 0.3245 | Acc : 0.8470
     Batch 010 | Loss : 0.3925 | Acc : 0.8190
     Batch 015 | Loss : 0.3749 | Acc : 0.8238
     Batch 020 | Loss : 0.3268 | Acc : 0.8505
     Batch 025 | Loss : 0.3601 | Acc : 0.8295
     Batch 030 | Loss : 0.3638 | Acc : 0.8296
     Batch 035 | Loss : 0.2879 | Acc : 0.8698
     Batch 040 | Loss : 0.3426 | Acc : 0.8410
     Batch 045 | Loss : 0.3610 | Acc : 0.8340
     Batch 050 | Loss : 0.3148 | Acc : 0.8547
     Batch 055 | Loss : 0.3396 | Acc : 0.8380
     Batch 060 | Loss : 0.3210 | Acc : 0.8537
     Batch 065 | Loss : 0.2948 | Acc : 0.8649
     Batch 070 | Loss : 0.3277 | Acc : 0.8515
     Batch 075 | Loss : 0.3444 | Acc : 0.8373
     Batch 080 | Loss : 0.3882 | Acc : 0.8138
     Batch 085 | Loss : 0.3368 | Acc : 0.8484
     Batch 090 | Loss : 0.3561 | Acc : 0.8303
     Batch 095 | Loss : 0.3118 | Acc : 0.8562
     Batch 100 | Loss : 0.2910 | Acc : 0.8658
     Batch 105 | Loss : 0.3326 | Acc : 0.8469
     Batch 110 | Loss : 0.3575 | Acc : 0.8324
     Batch 115 | Loss : 0.3274 | Acc : 0.8524
     Batch 120 | Loss : 0.3595 | Acc : 0.8342
     Batch 125 | Loss : 0.3871 | Acc : 0.8218
     Batch 130 | Loss : 0.3565 | Acc : 0.8358
     Batch 135 | Loss : 0.4182 | Acc : 0.8039
     Batch 140 | Loss : 0.3401 | Acc : 0.8387
     Batch 145 | Loss : 0.3491 | Acc : 0.8385
     Batch 150 | Loss : 0.3396 | Acc : 0.8436
Epoch 00010 | Train Loss : 0.3370 | Eval Loss : 0.3463 | Train acc : 0.8446 | Eval Acc : 0.8405 | Eval Log. Respected : 0.9401
     Batch 000 | Loss : 0.3697 | Acc : 0.8407
     Batch 005 | Loss : 0.3208 | Acc : 0.8520
     Batch 010 | Loss : 0.3204 | Acc : 0.8532
     Batch 015 | Loss : 0.3926 | Acc : 0.8140
     Batch 020 | Loss : 0.3274 | Acc : 0.8518
     Batch 025 | Loss : 0.3424 | Acc : 0.8415
     Batch 030 | Loss : 0.3718 | Acc : 0.8295
     Batch 035 | Loss : 0.3806 | Acc : 0.8212
     Batch 040 | Loss : 0.3708 | Acc : 0.8319
     Batch 045 | Loss : 0.3095 | Acc : 0.8575
     Batch 050 | Loss : 0.3975 | Acc : 0.8152
     Batch 055 | Loss : 0.3133 | Acc : 0.8542
     Batch 060 | Loss : 0.3064 | Acc : 0.8614
     Batch 065 | Loss : 0.3003 | Acc : 0.8637
     Batch 070 | Loss : 0.3164 | Acc : 0.8521
     Batch 075 | Loss : 0.3178 | Acc : 0.8479
     Batch 080 | Loss : 0.3595 | Acc : 0.8354
     Batch 085 | Loss : 0.3187 | Acc : 0.8508
     Batch 090 | Loss : 0.3650 | Acc : 0.8320
     Batch 095 | Loss : 0.2994 | Acc : 0.8654
     Batch 100 | Loss : 0.3154 | Acc : 0.8516
     Batch 105 | Loss : 0.3122 | Acc : 0.8628
     Batch 110 | Loss : 0.2885 | Acc : 0.8677
     Batch 115 | Loss : 0.2927 | Acc : 0.8636
     Batch 120 | Loss : 0.3324 | Acc : 0.8474
     Batch 125 | Loss : 0.3614 | Acc : 0.8313
     Batch 130 | Loss : 0.3449 | Acc : 0.8393
     Batch 135 | Loss : 0.2943 | Acc : 0.8668
     Batch 140 | Loss : 0.3364 | Acc : 0.8492
     Batch 145 | Loss : 0.4006 | Acc : 0.8048
     Batch 150 | Loss : 0.3206 | Acc : 0.8577
Epoch 00011 | Train Loss : 0.3342 | Eval Loss : 0.3588 | Train acc : 0.8459 | Eval Acc : 0.8359 | Eval Log. Respected : 0.9287
     Batch 000 | Loss : 0.3029 | Acc : 0.8582
     Batch 005 | Loss : 0.3283 | Acc : 0.8557
     Batch 010 | Loss : 0.3216 | Acc : 0.8572
     Batch 015 | Loss : 0.3723 | Acc : 0.8268
     Batch 020 | Loss : 0.3169 | Acc : 0.8538
     Batch 025 | Loss : 0.3940 | Acc : 0.8219
     Batch 030 | Loss : 0.3055 | Acc : 0.8645
     Batch 035 | Loss : 0.3293 | Acc : 0.8456
     Batch 040 | Loss : 0.3187 | Acc : 0.8520
     Batch 045 | Loss : 0.3073 | Acc : 0.8588
     Batch 050 | Loss : 0.3534 | Acc : 0.8343
     Batch 055 | Loss : 0.3365 | Acc : 0.8428
     Batch 060 | Loss : 0.3381 | Acc : 0.8409
     Batch 065 | Loss : 0.2716 | Acc : 0.8827
     Batch 070 | Loss : 0.2963 | Acc : 0.8635
     Batch 075 | Loss : 0.3278 | Acc : 0.8568
     Batch 080 | Loss : 0.3708 | Acc : 0.8240
     Batch 085 | Loss : 0.3371 | Acc : 0.8425
     Batch 090 | Loss : 0.2889 | Acc : 0.8658
     Batch 095 | Loss : 0.3255 | Acc : 0.8532
     Batch 100 | Loss : 0.3550 | Acc : 0.8362
     Batch 105 | Loss : 0.3873 | Acc : 0.8174
     Batch 110 | Loss : 0.3435 | Acc : 0.8385
     Batch 115 | Loss : 0.3317 | Acc : 0.8458
     Batch 120 | Loss : 0.3259 | Acc : 0.8467
     Batch 125 | Loss : 0.3177 | Acc : 0.8538
     Batch 130 | Loss : 0.2978 | Acc : 0.8649
     Batch 135 | Loss : 0.3330 | Acc : 0.8470
     Batch 140 | Loss : 0.3738 | Acc : 0.8266
     Batch 145 | Loss : 0.2972 | Acc : 0.8673
     Batch 150 | Loss : 0.3036 | Acc : 0.8614
Epoch 00012 | Train Loss : 0.3354 | Eval Loss : 0.3411 | Train acc : 0.8457 | Eval Acc : 0.8404 | Eval Log. Respected : 0.9399
     Batch 000 | Loss : 0.2944 | Acc : 0.8670
     Batch 005 | Loss : 0.3223 | Acc : 0.8507
     Batch 010 | Loss : 0.3443 | Acc : 0.8414
     Batch 015 | Loss : 0.3649 | Acc : 0.8355
     Batch 020 | Loss : 0.3577 | Acc : 0.8333
     Batch 025 | Loss : 0.3810 | Acc : 0.8173
     Batch 030 | Loss : 0.3167 | Acc : 0.8555
     Batch 035 | Loss : 0.3436 | Acc : 0.8430
     Batch 040 | Loss : 0.3142 | Acc : 0.8560
     Batch 045 | Loss : 0.3399 | Acc : 0.8416
     Batch 050 | Loss : 0.3116 | Acc : 0.8550
     Batch 055 | Loss : 0.3320 | Acc : 0.8478
     Batch 060 | Loss : 0.3114 | Acc : 0.8585
     Batch 065 | Loss : 0.3500 | Acc : 0.8386
     Batch 070 | Loss : 0.3352 | Acc : 0.8467
     Batch 075 | Loss : 0.3058 | Acc : 0.8614
     Batch 080 | Loss : 0.3358 | Acc : 0.8416
     Batch 085 | Loss : 0.3253 | Acc : 0.8487
     Batch 090 | Loss : 0.3493 | Acc : 0.8352
     Batch 095 | Loss : 0.2994 | Acc : 0.8637
     Batch 100 | Loss : 0.3377 | Acc : 0.8384
     Batch 105 | Loss : 0.3630 | Acc : 0.8283
     Batch 110 | Loss : 0.2954 | Acc : 0.8648
     Batch 115 | Loss : 0.3124 | Acc : 0.8542
     Batch 120 | Loss : 0.3365 | Acc : 0.8416
     Batch 125 | Loss : 0.4387 | Acc : 0.7986
     Batch 130 | Loss : 0.2883 | Acc : 0.8746
     Batch 135 | Loss : 0.3275 | Acc : 0.8490
     Batch 140 | Loss : 0.2620 | Acc : 0.8834
     Batch 145 | Loss : 0.3148 | Acc : 0.8598
     Batch 150 | Loss : 0.2958 | Acc : 0.8658
Epoch 00013 | Train Loss : 0.3323 | Eval Loss : 0.3707 | Train acc : 0.8470 | Eval Acc : 0.8323 | Eval Log. Respected : 0.9374
     Batch 000 | Loss : 0.3188 | Acc : 0.8564
     Batch 005 | Loss : 0.3754 | Acc : 0.8181
     Batch 010 | Loss : 0.3256 | Acc : 0.8566
     Batch 015 | Loss : 0.3615 | Acc : 0.8314
     Batch 020 | Loss : 0.3523 | Acc : 0.8383
     Batch 025 | Loss : 0.3522 | Acc : 0.8378
     Batch 030 | Loss : 0.3286 | Acc : 0.8504
     Batch 035 | Loss : 0.3714 | Acc : 0.8275
