cuda is available
USING : cuda
Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.6986 | Acc : 0.4887
     Batch 070 | Loss : 0.3994 | Acc : 0.8103
     Batch 075 | Loss : 0.4002 | Acc : 0.8112
     Batch 080 | Loss : 0.4100 | Acc : 0.7952
     Batch 085 | Loss : 0.4444 | Acc : 0.7775
     Batch 090 | Loss : 0.3965 | Acc : 0.8068
     Batch 095 | Loss : 0.4407 | Acc : 0.7816
     Batch 100 | Loss : 0.4236 | Acc : 0.7903
     Batch 105 | Loss : 0.4832 | Acc : 0.7589
     Batch 110 | Loss : 0.4226 | Acc : 0.7980
     Batch 115 | Loss : 0.4221 | Acc : 0.7957
     Batch 120 | Loss : 0.4078 | Acc : 0.8001
     Batch 125 | Loss : 0.3882 | Acc : 0.8097
     Batch 130 | Loss : 0.4534 | Acc : 0.7815
     Batch 135 | Loss : 0.4415 | Acc : 0.7802
     Batch 140 | Loss : 0.3912 | Acc : 0.8111
     Batch 145 | Loss : 0.3738 | Acc : 0.8280
     Batch 150 | Loss : 0.4534 | Acc : 0.7820
Epoch 00003 | Train Loss : 0.4223 | Eval Loss : 0.4013 | Train acc : 0.7931 | Eval Acc : 0.8011 | Eval Log. Respected : 0.9941
     Batch 000 | Loss : 0.3705 | Acc : 0.8254
     Batch 005 | Loss : 0.4380 | Acc : 0.7804
     Batch 010 | Loss : 0.3804 | Acc : 0.8232
     Batch 015 | Loss : 0.3853 | Acc : 0.8176
     Batch 020 | Loss : 0.4571 | Acc : 0.7717
     Batch 025 | Loss : 0.4024 | Acc : 0.8023
     Batch 030 | Loss : 0.4037 | Acc : 0.8080
     Batch 035 | Loss : 0.3978 | Acc : 0.8090
     Batch 040 | Loss : 0.4201 | Acc : 0.8007
     Batch 045 | Loss : 0.3756 | Acc : 0.8233
     Batch 050 | Loss : 0.3852 | Acc : 0.8153
     Batch 055 | Loss : 0.3978 | Acc : 0.8093
     Batch 060 | Loss : 0.4045 | Acc : 0.8035
     Batch 065 | Loss : 0.4973 | Acc : 0.7536
     Batch 070 | Loss : 0.4186 | Acc : 0.7894
     Batch 075 | Loss : 0.3611 | Acc : 0.8286
     Batch 080 | Loss : 0.4000 | Acc : 0.8060
     Batch 085 | Loss : 0.4002 | Acc : 0.8034
     Batch 090 | Loss : 0.4125 | Acc : 0.8027
     Batch 095 | Loss : 0.4297 | Acc : 0.7935
     Batch 100 | Loss : 0.4090 | Acc : 0.8017
     Batch 105 | Loss : 0.3867 | Acc : 0.8179
     Batch 110 | Loss : 0.4623 | Acc : 0.7731
     Batch 115 | Loss : 0.3919 | Acc : 0.8115
     Batch 120 | Loss : 0.3824 | Acc : 0.8185
     Batch 125 | Loss : 0.4342 | Acc : 0.7866
     Batch 130 | Loss : 0.3986 | Acc : 0.8119
     Batch 135 | Loss : 0.4016 | Acc : 0.8057
     Batch 140 | Loss : 0.4214 | Acc : 0.7944
     Batch 145 | Loss : 0.4659 | Acc : 0.7809
     Batch 150 | Loss : 0.3996 | Acc : 0.8114
Epoch 00004 | Train Loss : 0.4095 | Eval Loss : 0.3898 | Train acc : 0.8023 | Eval Acc : 0.8112 | Eval Log. Respected : 0.9820
     Batch 000 | Loss : 0.4616 | Acc : 0.7711
     Batch 005 | Loss : 0.3678 | Acc : 0.8247
     Batch 010 | Loss : 0.3885 | Acc : 0.8113
     Batch 015 | Loss : 0.4554 | Acc : 0.7863
     Batch 020 | Loss : 0.3602 | Acc : 0.8330
     Batch 025 | Loss : 0.4369 | Acc : 0.7944
     Batch 030 | Loss : 0.3622 | Acc : 0.8264
     Batch 035 | Loss : 0.3855 | Acc : 0.8200
     Batch 040 | Loss : 0.3584 | Acc : 0.8291
     Batch 045 | Loss : 0.3628 | Acc : 0.8281
     Batch 050 | Loss : 0.3566 | Acc : 0.8335
     Batch 055 | Loss : 0.3998 | Acc : 0.8098
     Batch 060 | Loss : 0.4129 | Acc : 0.8011
     Batch 065 | Loss : 0.3879 | Acc : 0.8098
     Batch 070 | Loss : 0.3806 | Acc : 0.8176
     Batch 075 | Loss : 0.4416 | Acc : 0.7809
     Batch 080 | Loss : 0.3770 | Acc : 0.8229
     Batch 085 | Loss : 0.4347 | Acc : 0.7847
     Batch 090 | Loss : 0.4119 | Acc : 0.8069
     Batch 095 | Loss : 0.4321 | Acc : 0.7890
     Batch 100 | Loss : 0.3747 | Acc : 0.8176
     Batch 105 | Loss : 0.4551 | Acc : 0.7794
     Batch 110 | Loss : 0.3893 | Acc : 0.8122
     Batch 115 | Loss : 0.3987 | Acc : 0.8124
     Batch 120 | Loss : 0.4041 | Acc : 0.8034
     Batch 125 | Loss : 0.3552 | Acc : 0.8329
     Batch 130 | Loss : 0.3620 | Acc : 0.8259
     Batch 135 | Loss : 0.4276 | Acc : 0.8131
     Batch 140 | Loss : 0.3682 | Acc : 0.8262
     Batch 145 | Loss : 0.4045 | Acc : 0.8211
     Batch 150 | Loss : 0.3621 | Acc : 0.8367
Epoch 00005 | Train Loss : 0.3947 | Eval Loss : 0.3766 | Train acc : 0.8115 | Eval Acc : 0.8195 | Eval Log. Respected : 0.9414
     Batch 000 | Loss : 0.4084 | Acc : 0.7972
     Batch 005 | Loss : 0.3563 | Acc : 0.8319
     Batch 010 | Loss : 0.3640 | Acc : 0.8269
     Batch 015 | Loss : 0.4258 | Acc : 0.8020
     Batch 020 | Loss : 0.3954 | Acc : 0.8146
     Batch 025 | Loss : 0.3868 | Acc : 0.8083
     Batch 030 | Loss : 0.4030 | Acc : 0.7974
     Batch 035 | Loss : 0.3652 | Acc : 0.8282
     Batch 040 | Loss : 0.3728 | Acc : 0.8280
     Batch 045 | Loss : 0.4535 | Acc : 0.7948
     Batch 050 | Loss : 0.4320 | Acc : 0.7874
     Batch 055 | Loss : 0.3565 | Acc : 0.8316
     Batch 060 | Loss : 0.3736 | Acc : 0.8248
     Batch 065 | Loss : 0.3752 | Acc : 0.8232
     Batch 070 | Loss : 0.3755 | Acc : 0.8216
     Batch 075 | Loss : 0.3833 | Acc : 0.8253
     Batch 080 | Loss : 0.4026 | Acc : 0.8021
     Batch 085 | Loss : 0.4099 | Acc : 0.7981
     Batch 090 | Loss : 0.4049 | Acc : 0.8043
     Batch 095 | Loss : 0.4559 | Acc : 0.7893
     Batch 100 | Loss : 0.4538 | Acc : 0.7810
     Batch 105 | Loss : 0.3571 | Acc : 0.8352
     Batch 110 | Loss : 0.3983 | Acc : 0.8078
     Batch 115 | Loss : 0.3819 | Acc : 0.8172
     Batch 120 | Loss : 0.3218 | Acc : 0.8552
     Batch 125 | Loss : 0.3872 | Acc : 0.8223
     Batch 130 | Loss : 0.3542 | Acc : 0.8303
     Batch 135 | Loss : 0.4294 | Acc : 0.7954
     Batch 140 | Loss : 0.4044 | Acc : 0.7996
     Batch 145 | Loss : 0.3729 | Acc : 0.8195
     Batch 150 | Loss : 0.3786 | Acc : 0.8243
Epoch 00006 | Train Loss : 0.3876 | Eval Loss : 0.3878 | Train acc : 0.8162 | Eval Acc : 0.8136 | Eval Log. Respected : 0.9012
     Batch 000 | Loss : 0.4215 | Acc : 0.7932
     Batch 005 | Loss : 0.3956 | Acc : 0.8155
     Batch 010 | Loss : 0.3991 | Acc : 0.8177
     Batch 015 | Loss : 0.3775 | Acc : 0.8174
     Batch 020 | Loss : 0.3880 | Acc : 0.8191
     Batch 025 | Loss : 0.3722 | Acc : 0.8219
     Batch 030 | Loss : 0.4005 | Acc : 0.8061
     Batch 035 | Loss : 0.3421 | Acc : 0.8508
     Batch 040 | Loss : 0.4017 | Acc : 0.8138
     Batch 045 | Loss : 0.3654 | Acc : 0.8274
     Batch 050 | Loss : 0.3686 | Acc : 0.8239
     Batch 055 | Loss : 0.3888 | Acc : 0.8147
     Batch 060 | Loss : 0.3656 | Acc : 0.8226
     Batch 065 | Loss : 0.3296 | Acc : 0.8510
     Batch 070 | Loss : 0.4284 | Acc : 0.8027
     Batch 075 | Loss : 0.3607 | Acc : 0.8307
     Batch 080 | Loss : 0.3817 | Acc : 0.8142
     Batch 085 | Loss : 0.3792 | Acc : 0.8217
     Batch 090 | Loss : 0.3445 | Acc : 0.8439
     Batch 095 | Loss : 0.4495 | Acc : 0.7846
     Batch 100 | Loss : 0.4156 | Acc : 0.8019
     Batch 105 | Loss : 0.3991 | Acc : 0.8176
     Batch 110 | Loss : 0.3841 | Acc : 0.8219
     Batch 115 | Loss : 0.3891 | Acc : 0.8173
     Batch 120 | Loss : 0.3705 | Acc : 0.8191
     Batch 125 | Loss : 0.3387 | Acc : 0.8512
     Batch 130 | Loss : 0.3868 | Acc : 0.8164
     Batch 135 | Loss : 0.4135 | Acc : 0.7986
     Batch 140 | Loss : 0.3823 | Acc : 0.8213
     Batch 145 | Loss : 0.3911 | Acc : 0.8090
     Batch 150 | Loss : 0.3818 | Acc : 0.8149
Epoch 00007 | Train Loss : 0.3833 | Eval Loss : 0.3670 | Train acc : 0.8190 | Eval Acc : 0.8245 | Eval Log. Respected : 0.9593
     Batch 000 | Loss : 0.3616 | Acc : 0.8332
     Batch 005 | Loss : 0.4174 | Acc : 0.8012
     Batch 010 | Loss : 0.4155 | Acc : 0.8016
     Batch 015 | Loss : 0.3756 | Acc : 0.8253
     Batch 020 | Loss : 0.3336 | Acc : 0.8434
     Batch 025 | Loss : 0.3445 | Acc : 0.8389
     Batch 030 | Loss : 0.3972 | Acc : 0.8176
     Batch 035 | Loss : 0.3576 | Acc : 0.8282
     Batch 040 | Loss : 0.3655 | Acc : 0.8263
     Batch 045 | Loss : 0.4033 | Acc : 0.8161
     Batch 050 | Loss : 0.3449 | Acc : 0.8319
     Batch 055 | Loss : 0.3552 | Acc : 0.8316
     Batch 060 | Loss : 0.3939 | Acc : 0.8085
     Batch 065 | Loss : 0.3539 | Acc : 0.8375
     Batch 070 | Loss : 0.3399 | Acc : 0.8448
     Batch 075 | Loss : 0.3731 | Acc : 0.8214
     Batch 080 | Loss : 0.3552 | Acc : 0.8322
     Batch 085 | Loss : 0.3156 | Acc : 0.8622
     Batch 090 | Loss : 0.3577 | Acc : 0.8322
     Batch 095 | Loss : 0.3545 | Acc : 0.8332
     Batch 100 | Loss : 0.3120 | Acc : 0.8544
     Batch 105 | Loss : 0.3399 | Acc : 0.8434
     Batch 110 | Loss : 0.3615 | Acc : 0.8289
     Batch 115 | Loss : 0.3768 | Acc : 0.8290
     Batch 120 | Loss : 0.3888 | Acc : 0.8138
     Batch 125 | Loss : 0.3520 | Acc : 0.8333
     Batch 130 | Loss : 0.3722 | Acc : 0.8270
     Batch 135 | Loss : 0.3719 | Acc : 0.8341
     Batch 140 | Loss : 0.3468 | Acc : 0.8378
     Batch 145 | Loss : 0.3327 | Acc : 0.8427
     Batch 150 | Loss : 0.3980 | Acc : 0.8058
Epoch 00008 | Train Loss : 0.3735 | Eval Loss : 0.3627 | Train acc : 0.8240 | Eval Acc : 0.8283 | Eval Log. Respected : 0.9359
     Batch 000 | Loss : 0.3417 | Acc : 0.8437
     Batch 005 | Loss : 0.3632 | Acc : 0.8289
     Batch 010 | Loss : 0.3879 | Acc : 0.8133
     Batch 015 | Loss : 0.3519 | Acc : 0.8405
     Batch 020 | Loss : 0.3320 | Acc : 0.8502
     Batch 025 | Loss : 0.3371 | Acc : 0.8423
     Batch 030 | Loss : 0.3630 | Acc : 0.8324
     Batch 035 | Loss : 0.3796 | Acc : 0.8173
     Batch 040 | Loss : 0.3422 | Acc : 0.8377
     Batch 045 | Loss : 0.3669 | Acc : 0.8288
     Batch 050 | Loss : 0.3480 | Acc : 0.8330
     Batch 055 | Loss : 0.3692 | Acc : 0.8220
     Batch 060 | Loss : 0.3771 | Acc : 0.8229
     Batch 065 | Loss : 0.3586 | Acc : 0.8306
     Batch 070 | Loss : 0.4410 | Acc : 0.7995
     Batch 075 | Loss : 0.3456 | Acc : 0.8439
     Batch 080 | Loss : 0.3832 | Acc : 0.8148
     Batch 085 | Loss : 0.3556 | Acc : 0.8357
     Batch 090 | Loss : 0.3207 | Acc : 0.8525
     Batch 095 | Loss : 0.4208 | Acc : 0.7972
     Batch 100 | Loss : 0.3923 | Acc : 0.8162
     Batch 105 | Loss : 0.4432 | Acc : 0.7934
     Batch 110 | Loss : 0.3687 | Acc : 0.8270
     Batch 115 | Loss : 0.3751 | Acc : 0.8277
     Batch 120 | Loss : 0.4082 | Acc : 0.8043
     Batch 125 | Loss : 0.3874 | Acc : 0.8146
     Batch 130 | Loss : 0.3683 | Acc : 0.8245
     Batch 135 | Loss : 0.3470 | Acc : 0.8381
     Batch 140 | Loss : 0.3894 | Acc : 0.8107
     Batch 145 | Loss : 0.3502 | Acc : 0.8316
     Batch 150 | Loss : 0.3480 | Acc : 0.8384
Epoch 00009 | Train Loss : 0.3718 | Eval Loss : 0.3548 | Train acc : 0.8259 | Eval Acc : 0.8323 | Eval Log. Respected : 0.9578
     Batch 000 | Loss : 0.3454 | Acc : 0.8401
     Batch 005 | Loss : 0.3572 | Acc : 0.8344
     Batch 010 | Loss : 0.3744 | Acc : 0.8221
     Batch 015 | Loss : 0.3451 | Acc : 0.8387
     Batch 020 | Loss : 0.3598 | Acc : 0.8305
     Batch 025 | Loss : 0.3516 | Acc : 0.8383
     Batch 030 | Loss : 0.3752 | Acc : 0.8230
     Batch 035 | Loss : 0.3494 | Acc : 0.8329
     Batch 040 | Loss : 0.3562 | Acc : 0.8301
     Batch 045 | Loss : 0.4490 | Acc : 0.7838
     Batch 050 | Loss : 0.3603 | Acc : 0.8282
     Batch 055 | Loss : 0.3455 | Acc : 0.8413
     Batch 060 | Loss : 0.3473 | Acc : 0.8386
     Batch 065 | Loss : 0.4326 | Acc : 0.7970
     Batch 070 | Loss : 0.3992 | Acc : 0.8065
     Batch 075 | Loss : 0.3127 | Acc : 0.8594
     Batch 080 | Loss : 0.3229 | Acc : 0.8506
     Batch 085 | Loss : 0.3795 | Acc : 0.8160
     Batch 090 | Loss : 0.3781 | Acc : 0.8244
     Batch 095 | Loss : 0.3578 | Acc : 0.8342
     Batch 100 | Loss : 0.4047 | Acc : 0.8136
     Batch 105 | Loss : 0.3873 | Acc : 0.8145
     Batch 110 | Loss : 0.3863 | Acc : 0.8162
     Batch 115 | Loss : 0.2901 | Acc : 0.8717
     Batch 120 | Loss : 0.3508 | Acc : 0.8356
     Batch 125 | Loss : 0.3150 | Acc : 0.8583
     Batch 130 | Loss : 0.3624 | Acc : 0.8267
     Batch 135 | Loss : 0.3424 | Acc : 0.8531
     Batch 140 | Loss : 0.4215 | Acc : 0.8052
     Batch 145 | Loss : 0.3728 | Acc : 0.8215
     Batch 150 | Loss : 0.3306 | Acc : 0.8581
Epoch 00010 | Train Loss : 0.3662 | Eval Loss : 0.3575 | Train acc : 0.8289 | Eval Acc : 0.8318 | Eval Log. Respected : 0.9225
     Batch 000 | Loss : 0.3734 | Acc : 0.8241
     Batch 005 | Loss : 0.4034 | Acc : 0.8034
     Batch 010 | Loss : 0.4117 | Acc : 0.8058
     Batch 015 | Loss : 0.3955 | Acc : 0.8134
     Batch 020 | Loss : 0.3628 | Acc : 0.8281
     Batch 025 | Loss : 0.3508 | Acc : 0.8361
     Batch 030 | Loss : 0.3444 | Acc : 0.8413
     Batch 035 | Loss : 0.3527 | Acc : 0.8400
     Batch 040 | Loss : 0.3312 | Acc : 0.8483
     Batch 045 | Loss : 0.4066 | Acc : 0.8039
     Batch 050 | Loss : 0.3547 | Acc : 0.8386
     Batch 055 | Loss : 0.3631 | Acc : 0.8289
     Batch 060 | Loss : 0.4114 | Acc : 0.8044
     Batch 065 | Loss : 0.3790 | Acc : 0.8173
     Batch 070 | Loss : 0.3556 | Acc : 0.8309
     Batch 075 | Loss : 0.3479 | Acc : 0.8356
     Batch 080 | Loss : 0.3397 | Acc : 0.8402
     Batch 085 | Loss : 0.3139 | Acc : 0.8557
     Batch 090 | Loss : 0.4000 | Acc : 0.8096
     Batch 095 | Loss : 0.3324 | Acc : 0.8442
     Batch 100 | Loss : 0.2956 | Acc : 0.8653
     Batch 105 | Loss : 0.4009 | Acc : 0.8089
     Batch 110 | Loss : 0.3596 | Acc : 0.8315
     Batch 115 | Loss : 0.3073 | Acc : 0.8605
     Batch 120 | Loss : 0.3723 | Acc : 0.8192
     Batch 125 | Loss : 0.3309 | Acc : 0.8429
     Batch 130 | Loss : 0.3376 | Acc : 0.8425
     Batch 135 | Loss : 0.3119 | Acc : 0.8577
     Batch 140 | Loss : 0.3562 | Acc : 0.8313
     Batch 145 | Loss : 0.3556 | Acc : 0.8351
     Batch 150 | Loss : 0.3250 | Acc : 0.8521
Epoch 00011 | Train Loss : 0.3613 | Eval Loss : 0.3504 | Train acc : 0.8308 | Eval Acc : 0.8338 | Eval Log. Respected : 0.9321
     Batch 000 | Loss : 0.3066 | Acc : 0.8610
     Batch 005 | Loss : 0.3625 | Acc : 0.8315
     Batch 010 | Loss : 0.3649 | Acc : 0.8317
     Batch 015 | Loss : 0.3295 | Acc : 0.8487
     Batch 020 | Loss : 0.2946 | Acc : 0.8687
     Batch 025 | Loss : 0.3523 | Acc : 0.8358
     Batch 030 | Loss : 0.3500 | Acc : 0.8397
     Batch 035 | Loss : 0.3388 | Acc : 0.8395
     Batch 040 | Loss : 0.4176 | Acc : 0.8092
     Batch 045 | Loss : 0.3803 | Acc : 0.8178
     Batch 050 | Loss : 0.3872 | Acc : 0.8205
     Batch 055 | Loss : 0.3796 | Acc : 0.8236
     Batch 060 | Loss : 0.3724 | Acc : 0.8268
     Batch 065 | Loss : 0.3617 | Acc : 0.8329
     Batch 070 | Loss : 0.4030 | Acc : 0.8123
     Batch 075 | Loss : 0.4118 | Acc : 0.8008
     Batch 080 | Loss : 0.3315 | Acc : 0.8434
     Batch 085 | Loss : 0.3999 | Acc : 0.8117
     Batch 090 | Loss : 0.3711 | Acc : 0.8338
     Batch 095 | Loss : 0.3488 | Acc : 0.8366
     Batch 100 | Loss : 0.3484 | Acc : 0.8435
     Batch 105 | Loss : 0.3329 | Acc : 0.8453
     Batch 110 | Loss : 0.3671 | Acc : 0.8258
     Batch 115 | Loss : 0.3671 | Acc : 0.8271
     Batch 120 | Loss : 0.3347 | Acc : 0.8472
     Batch 125 | Loss : 0.3682 | Acc : 0.8234
     Batch 130 | Loss : 0.3527 | Acc : 0.8375
     Batch 135 | Loss : 0.3679 | Acc : 0.8250
     Batch 140 | Loss : 0.3190 | Acc : 0.8510
     Batch 145 | Loss : 0.3410 | Acc : 0.8415
     Batch 150 | Loss : 0.4307 | Acc : 0.7972
Epoch 00012 | Train Loss : 0.3639 | Eval Loss : 0.3459 | Train acc : 0.8310 | Eval Acc : 0.8375 | Eval Log. Respected : 0.9361
     Batch 000 | Loss : 0.3949 | Acc : 0.8105
     Batch 005 | Loss : 0.3799 | Acc : 0.8220
     Batch 010 | Loss : 0.3401 | Acc : 0.8414
     Batch 015 | Loss : 0.3399 | Acc : 0.8391
     Batch 020 | Loss : 0.3613 | Acc : 0.8304
     Batch 025 | Loss : 0.3638 | Acc : 0.8262
     Batch 030 | Loss : 0.3294 | Acc : 0.8463
     Batch 035 | Loss : 0.3777 | Acc : 0.8242
     Batch 040 | Loss : 0.3037 | Acc : 0.8618
     Batch 045 | Loss : 0.4712 | Acc : 0.7786
     Batch 050 | Loss : 0.3662 | Acc : 0.8332
     Batch 055 | Loss : 0.3374 | Acc : 0.8422
     Batch 060 | Loss : 0.3320 | Acc : 0.8451
     Batch 065 | Loss : 0.3304 | Acc : 0.8454
     Batch 070 | Loss : 0.3598 | Acc : 0.8338
     Batch 075 | Loss : 0.3557 | Acc : 0.8386
     Batch 080 | Loss : 0.4269 | Acc : 0.7914
     Batch 085 | Loss : 0.3809 | Acc : 0.8178
     Batch 090 | Loss : 0.3718 | Acc : 0.8291
     Batch 095 | Loss : 0.4023 | Acc : 0.8085
     Batch 100 | Loss : 0.3210 | Acc : 0.8516
     Batch 105 | Loss : 0.3723 | Acc : 0.8223
     Batch 110 | Loss : 0.3957 | Acc : 0.8074
     Batch 115 | Loss : 0.3638 | Acc : 0.8293
     Batch 120 | Loss : 0.3611 | Acc : 0.8269
     Batch 125 | Loss : 0.3745 | Acc : 0.8267
     Batch 130 | Loss : 0.3471 | Acc : 0.8410
     Batch 135 | Loss : 0.3191 | Acc : 0.8493
     Batch 140 | Loss : 0.3453 | Acc : 0.8386
     Batch 145 | Loss : 0.3406 | Acc : 0.8408
     Batch 150 | Loss : 0.3721 | Acc : 0.8248
Epoch 00013 | Train Loss : 0.3584 | Eval Loss : 0.3477 | Train acc : 0.8334 | Eval Acc : 0.8348 | Eval Log. Respected : 0.9201
     Batch 000 | Loss : 0.3342 | Acc : 0.8443
     Batch 005 | Loss : 0.3778 | Acc : 0.8169
     Batch 010 | Loss : 0.3537 | Acc : 0.8344
     Batch 015 | Loss : 0.4119 | Acc : 0.8111
     Batch 020 | Loss : 0.3758 | Acc : 0.8309
     Batch 025 | Loss : 0.3580 | Acc : 0.8313
     Batch 030 | Loss : 0.3508 | Acc : 0.8326
     Batch 035 | Loss : 0.3880 | Acc : 0.8146
