cuda is available
USING : cuda
Done loading data from cached files.
Training ...
     Batch 000 | Loss : 0.7032 | Acc : 0.4861
     Batch 010 | Loss : 0.3566 | Acc : 0.8348
     Batch 015 | Loss : 0.3331 | Acc : 0.8502
     Batch 020 | Loss : 0.3463 | Acc : 0.8414
     Batch 025 | Loss : 0.3990 | Acc : 0.8055
     Batch 030 | Loss : 0.3359 | Acc : 0.8427
     Batch 035 | Loss : 0.3304 | Acc : 0.8488
     Batch 040 | Loss : 0.3346 | Acc : 0.8524
     Batch 045 | Loss : 0.3607 | Acc : 0.8307
     Batch 050 | Loss : 0.3786 | Acc : 0.8290
     Batch 055 | Loss : 0.4472 | Acc : 0.7900
     Batch 060 | Loss : 0.4052 | Acc : 0.8024
     Batch 065 | Loss : 0.3598 | Acc : 0.8264
     Batch 070 | Loss : 0.3744 | Acc : 0.8206
     Batch 075 | Loss : 0.3277 | Acc : 0.8502
     Batch 080 | Loss : 0.3994 | Acc : 0.8047
     Batch 085 | Loss : 0.3634 | Acc : 0.8287
     Batch 090 | Loss : 0.3269 | Acc : 0.8473
     Batch 095 | Loss : 0.3619 | Acc : 0.8352
     Batch 100 | Loss : 0.3748 | Acc : 0.8284
     Batch 105 | Loss : 0.3691 | Acc : 0.8278
     Batch 110 | Loss : 0.3630 | Acc : 0.8278
     Batch 115 | Loss : 0.3689 | Acc : 0.8271
     Batch 120 | Loss : 0.3305 | Acc : 0.8473
     Batch 125 | Loss : 0.3714 | Acc : 0.8231
     Batch 130 | Loss : 0.3939 | Acc : 0.8124
     Batch 135 | Loss : 0.3572 | Acc : 0.8336
     Batch 140 | Loss : 0.4025 | Acc : 0.8009
     Batch 145 | Loss : 0.3649 | Acc : 0.8276
     Batch 150 | Loss : 0.4334 | Acc : 0.7970
Epoch 00004 | Train Loss : 0.3697 | Eval Loss : 0.3648 | Train acc : 0.8266 | Eval Acc : 0.8256 | Eval Log. Respected : 0.9502
     Batch 000 | Loss : 0.3063 | Acc : 0.8722
     Batch 005 | Loss : 0.3613 | Acc : 0.8286
     Batch 010 | Loss : 0.4215 | Acc : 0.8024
     Batch 015 | Loss : 0.3862 | Acc : 0.8149
     Batch 020 | Loss : 0.4448 | Acc : 0.7978
     Batch 025 | Loss : 0.3306 | Acc : 0.8459
     Batch 030 | Loss : 0.3951 | Acc : 0.8138
     Batch 035 | Loss : 0.3628 | Acc : 0.8244
     Batch 040 | Loss : 0.4509 | Acc : 0.7918
     Batch 045 | Loss : 0.4275 | Acc : 0.7971
     Batch 050 | Loss : 0.3924 | Acc : 0.8108
     Batch 055 | Loss : 0.3997 | Acc : 0.8086
     Batch 060 | Loss : 0.3453 | Acc : 0.8408
     Batch 065 | Loss : 0.3821 | Acc : 0.8171
     Batch 070 | Loss : 0.3764 | Acc : 0.8212
     Batch 075 | Loss : 0.3902 | Acc : 0.8148
     Batch 080 | Loss : 0.3657 | Acc : 0.8292
     Batch 085 | Loss : 0.3654 | Acc : 0.8232
     Batch 090 | Loss : 0.4158 | Acc : 0.8020
     Batch 095 | Loss : 0.3425 | Acc : 0.8447
     Batch 100 | Loss : 0.3517 | Acc : 0.8330
     Batch 105 | Loss : 0.3304 | Acc : 0.8451
     Batch 110 | Loss : 0.3851 | Acc : 0.8222
     Batch 115 | Loss : 0.3209 | Acc : 0.8518
     Batch 120 | Loss : 0.3356 | Acc : 0.8442
     Batch 125 | Loss : 0.3777 | Acc : 0.8272
     Batch 130 | Loss : 0.3935 | Acc : 0.8114
     Batch 135 | Loss : 0.4458 | Acc : 0.7879
     Batch 140 | Loss : 0.3429 | Acc : 0.8452
     Batch 145 | Loss : 0.3521 | Acc : 0.8342
     Batch 150 | Loss : 0.3548 | Acc : 0.8363
Epoch 00005 | Train Loss : 0.3656 | Eval Loss : 0.3601 | Train acc : 0.8291 | Eval Acc : 0.8265 | Eval Log. Respected : 0.9282
     Batch 000 | Loss : 0.3384 | Acc : 0.8466
     Batch 005 | Loss : 0.3925 | Acc : 0.8129
     Batch 010 | Loss : 0.3540 | Acc : 0.8329
     Batch 015 | Loss : 0.3586 | Acc : 0.8297
     Batch 020 | Loss : 0.3537 | Acc : 0.8346
     Batch 025 | Loss : 0.3573 | Acc : 0.8312
     Batch 030 | Loss : 0.3327 | Acc : 0.8474
     Batch 035 | Loss : 0.3684 | Acc : 0.8251
     Batch 040 | Loss : 0.3448 | Acc : 0.8423
     Batch 045 | Loss : 0.3451 | Acc : 0.8391
     Batch 050 | Loss : 0.3833 | Acc : 0.8156
     Batch 055 | Loss : 0.3360 | Acc : 0.8485
     Batch 060 | Loss : 0.3868 | Acc : 0.8117
     Batch 065 | Loss : 0.4631 | Acc : 0.7842
     Batch 070 | Loss : 0.3483 | Acc : 0.8354
     Batch 075 | Loss : 0.3098 | Acc : 0.8638
     Batch 080 | Loss : 0.3649 | Acc : 0.8276
     Batch 085 | Loss : 0.3549 | Acc : 0.8351
     Batch 090 | Loss : 0.4016 | Acc : 0.8079
     Batch 095 | Loss : 0.4924 | Acc : 0.7739
     Batch 100 | Loss : 0.3594 | Acc : 0.8354
     Batch 105 | Loss : 0.3862 | Acc : 0.8223
     Batch 110 | Loss : 0.3252 | Acc : 0.8551
     Batch 115 | Loss : 0.2680 | Acc : 0.8820
     Batch 120 | Loss : 0.3606 | Acc : 0.8356
     Batch 125 | Loss : 0.3790 | Acc : 0.8273
     Batch 130 | Loss : 0.3888 | Acc : 0.8174
     Batch 135 | Loss : 0.2903 | Acc : 0.8677
     Batch 140 | Loss : 0.3777 | Acc : 0.8148
     Batch 145 | Loss : 0.3364 | Acc : 0.8491
     Batch 150 | Loss : 0.3764 | Acc : 0.8192
Epoch 00006 | Train Loss : 0.3600 | Eval Loss : 0.3669 | Train acc : 0.8324 | Eval Acc : 0.8254 | Eval Log. Respected : 0.9684
     Batch 000 | Loss : 0.3592 | Acc : 0.8331
     Batch 005 | Loss : 0.3498 | Acc : 0.8414
     Batch 010 | Loss : 0.3586 | Acc : 0.8304
     Batch 015 | Loss : 0.3292 | Acc : 0.8484
     Batch 020 | Loss : 0.3204 | Acc : 0.8507
     Batch 025 | Loss : 0.4042 | Acc : 0.8097
     Batch 030 | Loss : 0.3363 | Acc : 0.8503
     Batch 035 | Loss : 0.3639 | Acc : 0.8288
     Batch 040 | Loss : 0.3727 | Acc : 0.8243
     Batch 045 | Loss : 0.3713 | Acc : 0.8293
     Batch 050 | Loss : 0.3958 | Acc : 0.8147
     Batch 055 | Loss : 0.3659 | Acc : 0.8273
     Batch 060 | Loss : 0.3362 | Acc : 0.8454
     Batch 065 | Loss : 0.3783 | Acc : 0.8223
     Batch 070 | Loss : 0.3148 | Acc : 0.8556
     Batch 075 | Loss : 0.3603 | Acc : 0.8321
     Batch 080 | Loss : 0.3466 | Acc : 0.8360
     Batch 085 | Loss : 0.4132 | Acc : 0.8106
     Batch 090 | Loss : 0.3646 | Acc : 0.8277
     Batch 095 | Loss : 0.3326 | Acc : 0.8495
     Batch 100 | Loss : 0.3810 | Acc : 0.8181
     Batch 105 | Loss : 0.3042 | Acc : 0.8657
     Batch 110 | Loss : 0.3170 | Acc : 0.8537
     Batch 115 | Loss : 0.3885 | Acc : 0.8167
     Batch 120 | Loss : 0.3440 | Acc : 0.8398
     Batch 125 | Loss : 0.3484 | Acc : 0.8365
     Batch 130 | Loss : 0.3540 | Acc : 0.8335
     Batch 135 | Loss : 0.3238 | Acc : 0.8518
     Batch 140 | Loss : 0.3064 | Acc : 0.8658
     Batch 145 | Loss : 0.3645 | Acc : 0.8256
     Batch 150 | Loss : 0.3740 | Acc : 0.8245
Epoch 00007 | Train Loss : 0.3531 | Eval Loss : 0.3555 | Train acc : 0.8357 | Eval Acc : 0.8299 | Eval Log. Respected : 0.9189
     Batch 000 | Loss : 0.3627 | Acc : 0.8265
     Batch 005 | Loss : 0.3497 | Acc : 0.8313
     Batch 010 | Loss : 0.3178 | Acc : 0.8525
     Batch 015 | Loss : 0.3502 | Acc : 0.8336
     Batch 020 | Loss : 0.3210 | Acc : 0.8525
     Batch 025 | Loss : 0.3562 | Acc : 0.8344
     Batch 030 | Loss : 0.3428 | Acc : 0.8394
     Batch 035 | Loss : 0.3406 | Acc : 0.8435
     Batch 040 | Loss : 0.4156 | Acc : 0.7940
     Batch 045 | Loss : 0.3994 | Acc : 0.8037
     Batch 050 | Loss : 0.3176 | Acc : 0.8527
     Batch 055 | Loss : 0.3144 | Acc : 0.8555
     Batch 060 | Loss : 0.3546 | Acc : 0.8324
     Batch 065 | Loss : 0.3642 | Acc : 0.8273
     Batch 070 | Loss : 0.4840 | Acc : 0.7847
     Batch 075 | Loss : 0.3498 | Acc : 0.8373
     Batch 080 | Loss : 0.4041 | Acc : 0.8122
     Batch 085 | Loss : 0.3863 | Acc : 0.8229
     Batch 090 | Loss : 0.3614 | Acc : 0.8304
     Batch 095 | Loss : 0.3912 | Acc : 0.8192
     Batch 100 | Loss : 0.3145 | Acc : 0.8574
     Batch 105 | Loss : 0.3553 | Acc : 0.8312
     Batch 110 | Loss : 0.3200 | Acc : 0.8480
     Batch 115 | Loss : 0.3164 | Acc : 0.8540
     Batch 120 | Loss : 0.4433 | Acc : 0.7919
     Batch 125 | Loss : 0.3009 | Acc : 0.8645
     Batch 130 | Loss : 0.3069 | Acc : 0.8607
     Batch 135 | Loss : 0.3706 | Acc : 0.8226
     Batch 140 | Loss : 0.3756 | Acc : 0.8231
     Batch 145 | Loss : 0.3436 | Acc : 0.8430
     Batch 150 | Loss : 0.3197 | Acc : 0.8569
Epoch 00008 | Train Loss : 0.3502 | Eval Loss : 0.3510 | Train acc : 0.8371 | Eval Acc : 0.8333 | Eval Log. Respected : 0.9423
     Batch 000 | Loss : 0.3809 | Acc : 0.8149
     Batch 005 | Loss : 0.2985 | Acc : 0.8668
     Batch 010 | Loss : 0.3398 | Acc : 0.8446
     Batch 015 | Loss : 0.3518 | Acc : 0.8382
     Batch 020 | Loss : 0.3746 | Acc : 0.8273
     Batch 025 | Loss : 0.4208 | Acc : 0.8032
     Batch 030 | Loss : 0.3353 | Acc : 0.8440
     Batch 035 | Loss : 0.3200 | Acc : 0.8558
     Batch 040 | Loss : 0.3123 | Acc : 0.8550
     Batch 045 | Loss : 0.3420 | Acc : 0.8444
     Batch 050 | Loss : 0.2919 | Acc : 0.8705
     Batch 055 | Loss : 0.3133 | Acc : 0.8596
     Batch 060 | Loss : 0.3582 | Acc : 0.8332
     Batch 065 | Loss : 0.3326 | Acc : 0.8455
     Batch 070 | Loss : 0.3096 | Acc : 0.8544
     Batch 075 | Loss : 0.3836 | Acc : 0.8217
     Batch 080 | Loss : 0.3065 | Acc : 0.8631
     Batch 085 | Loss : 0.3138 | Acc : 0.8610
     Batch 090 | Loss : 0.3375 | Acc : 0.8459
     Batch 095 | Loss : 0.5115 | Acc : 0.7778
     Batch 100 | Loss : 0.3779 | Acc : 0.8183
     Batch 105 | Loss : 0.3452 | Acc : 0.8415
     Batch 110 | Loss : 0.3554 | Acc : 0.8306
     Batch 115 | Loss : 0.3767 | Acc : 0.8166
     Batch 120 | Loss : 0.2960 | Acc : 0.8694
     Batch 125 | Loss : 0.3679 | Acc : 0.8259
     Batch 130 | Loss : 0.3434 | Acc : 0.8380
     Batch 135 | Loss : 0.3745 | Acc : 0.8249
     Batch 140 | Loss : 0.4000 | Acc : 0.8157
     Batch 145 | Loss : 0.3346 | Acc : 0.8460
     Batch 150 | Loss : 0.3868 | Acc : 0.8157
Epoch 00009 | Train Loss : 0.3468 | Eval Loss : 0.3487 | Train acc : 0.8401 | Eval Acc : 0.8368 | Eval Log. Respected : 0.9435
     Batch 000 | Loss : 0.3706 | Acc : 0.8228
     Batch 005 | Loss : 0.3386 | Acc : 0.8461
     Batch 010 | Loss : 0.3458 | Acc : 0.8380
     Batch 015 | Loss : 0.3798 | Acc : 0.8206
     Batch 020 | Loss : 0.2978 | Acc : 0.8641
     Batch 025 | Loss : 0.3963 | Acc : 0.8220
     Batch 030 | Loss : 0.3148 | Acc : 0.8598
     Batch 035 | Loss : 0.3934 | Acc : 0.8154
     Batch 040 | Loss : 0.3365 | Acc : 0.8379
     Batch 045 | Loss : 0.4070 | Acc : 0.8074
     Batch 050 | Loss : 0.3464 | Acc : 0.8423
     Batch 055 | Loss : 0.3401 | Acc : 0.8403
     Batch 060 | Loss : 0.3300 | Acc : 0.8469
     Batch 065 | Loss : 0.3485 | Acc : 0.8366
     Batch 070 | Loss : 0.3560 | Acc : 0.8314
     Batch 075 | Loss : 0.4239 | Acc : 0.7949
     Batch 080 | Loss : 0.3283 | Acc : 0.8484
     Batch 085 | Loss : 0.3451 | Acc : 0.8398
     Batch 090 | Loss : 0.3733 | Acc : 0.8242
     Batch 095 | Loss : 0.3402 | Acc : 0.8416
     Batch 100 | Loss : 0.2950 | Acc : 0.8650
     Batch 105 | Loss : 0.4023 | Acc : 0.8083
     Batch 110 | Loss : 0.2875 | Acc : 0.8735
     Batch 115 | Loss : 0.4157 | Acc : 0.7967
     Batch 120 | Loss : 0.3413 | Acc : 0.8397
     Batch 125 | Loss : 0.3316 | Acc : 0.8479
     Batch 130 | Loss : 0.3151 | Acc : 0.8532
     Batch 135 | Loss : 0.4029 | Acc : 0.8084
     Batch 140 | Loss : 0.3459 | Acc : 0.8421
     Batch 145 | Loss : 0.3558 | Acc : 0.8322
     Batch 150 | Loss : 0.3327 | Acc : 0.8469
Epoch 00010 | Train Loss : 0.3403 | Eval Loss : 0.3357 | Train acc : 0.8427 | Eval Acc : 0.8422 | Eval Log. Respected : 0.9308
     Batch 000 | Loss : 0.3193 | Acc : 0.8523
     Batch 005 | Loss : 0.3602 | Acc : 0.8331
     Batch 010 | Loss : 0.3356 | Acc : 0.8432
     Batch 015 | Loss : 0.3713 | Acc : 0.8216
     Batch 020 | Loss : 0.3140 | Acc : 0.8639
     Batch 025 | Loss : 0.4183 | Acc : 0.7955
     Batch 030 | Loss : 0.3231 | Acc : 0.8535
     Batch 035 | Loss : 0.3668 | Acc : 0.8223
     Batch 040 | Loss : 0.3436 | Acc : 0.8372
     Batch 045 | Loss : 0.3990 | Acc : 0.8126
     Batch 050 | Loss : 0.3565 | Acc : 0.8279
     Batch 055 | Loss : 0.4179 | Acc : 0.7990
     Batch 060 | Loss : 0.3115 | Acc : 0.8620
     Batch 065 | Loss : 0.3070 | Acc : 0.8640
     Batch 070 | Loss : 0.3552 | Acc : 0.8303
     Batch 075 | Loss : 0.3502 | Acc : 0.8386
     Batch 080 | Loss : 0.3390 | Acc : 0.8421
     Batch 085 | Loss : 0.2912 | Acc : 0.8674
     Batch 090 | Loss : 0.2550 | Acc : 0.8892
     Batch 095 | Loss : 0.3560 | Acc : 0.8306
     Batch 100 | Loss : 0.3244 | Acc : 0.8523
     Batch 105 | Loss : 0.2938 | Acc : 0.8666
     Batch 110 | Loss : 0.3524 | Acc : 0.8292
     Batch 115 | Loss : 0.3492 | Acc : 0.8358
     Batch 120 | Loss : 0.3154 | Acc : 0.8545
     Batch 125 | Loss : 0.3232 | Acc : 0.8473
     Batch 130 | Loss : 0.3376 | Acc : 0.8417
     Batch 135 | Loss : 0.3106 | Acc : 0.8584
     Batch 140 | Loss : 0.3596 | Acc : 0.8374
     Batch 145 | Loss : 0.3165 | Acc : 0.8560
     Batch 150 | Loss : 0.3474 | Acc : 0.8346
Epoch 00011 | Train Loss : 0.3385 | Eval Loss : 0.3420 | Train acc : 0.8436 | Eval Acc : 0.8403 | Eval Log. Respected : 0.9258
     Batch 000 | Loss : 0.2968 | Acc : 0.8663
     Batch 005 | Loss : 0.3450 | Acc : 0.8422
     Batch 010 | Loss : 0.3580 | Acc : 0.8323
     Batch 015 | Loss : 0.3187 | Acc : 0.8571
     Batch 020 | Loss : 0.3848 | Acc : 0.8203
     Batch 025 | Loss : 0.3245 | Acc : 0.8514
     Batch 030 | Loss : 0.3562 | Acc : 0.8291
     Batch 035 | Loss : 0.2843 | Acc : 0.8718
     Batch 040 | Loss : 0.3402 | Acc : 0.8421
     Batch 045 | Loss : 0.4649 | Acc : 0.7893
     Batch 050 | Loss : 0.3127 | Acc : 0.8573
     Batch 055 | Loss : 0.3401 | Acc : 0.8432
     Batch 060 | Loss : 0.3637 | Acc : 0.8271
     Batch 065 | Loss : 0.3121 | Acc : 0.8535
     Batch 070 | Loss : 0.3135 | Acc : 0.8573
     Batch 075 | Loss : 0.3431 | Acc : 0.8375
     Batch 080 | Loss : 0.3535 | Acc : 0.8350
     Batch 085 | Loss : 0.3272 | Acc : 0.8545
     Batch 090 | Loss : 0.3548 | Acc : 0.8386
     Batch 095 | Loss : 0.3430 | Acc : 0.8450
     Batch 100 | Loss : 0.3509 | Acc : 0.8358
     Batch 105 | Loss : 0.3289 | Acc : 0.8487
     Batch 110 | Loss : 0.3130 | Acc : 0.8595
     Batch 115 | Loss : 0.3610 | Acc : 0.8283
     Batch 120 | Loss : 0.4075 | Acc : 0.8020
     Batch 125 | Loss : 0.3870 | Acc : 0.8155
     Batch 130 | Loss : 0.3551 | Acc : 0.8324
     Batch 135 | Loss : 0.2775 | Acc : 0.8783
     Batch 140 | Loss : 0.4625 | Acc : 0.7864
     Batch 145 | Loss : 0.3486 | Acc : 0.8460
     Batch 150 | Loss : 0.3262 | Acc : 0.8489
Epoch 00012 | Train Loss : 0.3355 | Eval Loss : 0.3412 | Train acc : 0.8455 | Eval Acc : 0.8434 | Eval Log. Respected : 0.9351
     Batch 000 | Loss : 0.3112 | Acc : 0.8588
     Batch 005 | Loss : 0.3458 | Acc : 0.8385
     Batch 010 | Loss : 0.3265 | Acc : 0.8553
     Batch 015 | Loss : 0.3336 | Acc : 0.8459
     Batch 020 | Loss : 0.2965 | Acc : 0.8710
     Batch 025 | Loss : 0.2886 | Acc : 0.8691
     Batch 030 | Loss : 0.2841 | Acc : 0.8714
     Batch 035 | Loss : 0.3220 | Acc : 0.8574
     Batch 040 | Loss : 0.3224 | Acc : 0.8532
     Batch 045 | Loss : 0.3501 | Acc : 0.8395
     Batch 050 | Loss : 0.3738 | Acc : 0.8280
     Batch 055 | Loss : 0.3355 | Acc : 0.8447
     Batch 060 | Loss : 0.2859 | Acc : 0.8709
     Batch 065 | Loss : 0.3345 | Acc : 0.8411
     Batch 070 | Loss : 0.2847 | Acc : 0.8723
     Batch 075 | Loss : 0.3326 | Acc : 0.8477
     Batch 080 | Loss : 0.3424 | Acc : 0.8448
     Batch 085 | Loss : 0.2735 | Acc : 0.8758
     Batch 090 | Loss : 0.3837 | Acc : 0.8133
     Batch 095 | Loss : 0.3762 | Acc : 0.8198
     Batch 100 | Loss : 0.3504 | Acc : 0.8350
     Batch 105 | Loss : 0.2814 | Acc : 0.8726
     Batch 110 | Loss : 0.4046 | Acc : 0.8094
     Batch 115 | Loss : 0.3194 | Acc : 0.8580
     Batch 120 | Loss : 0.3159 | Acc : 0.8573
     Batch 125 | Loss : 0.3595 | Acc : 0.8348
     Batch 130 | Loss : 0.3245 | Acc : 0.8467
     Batch 135 | Loss : 0.3698 | Acc : 0.8256
     Batch 140 | Loss : 0.3412 | Acc : 0.8415
     Batch 145 | Loss : 0.3485 | Acc : 0.8384
     Batch 150 | Loss : 0.3111 | Acc : 0.8594
Epoch 00013 | Train Loss : 0.3345 | Eval Loss : 0.3409 | Train acc : 0.8458 | Eval Acc : 0.8388 | Eval Log. Respected : 0.9220
     Batch 000 | Loss : 0.3804 | Acc : 0.8265
     Batch 005 | Loss : 0.2869 | Acc : 0.8732
     Batch 010 | Loss : 0.3185 | Acc : 0.8538
     Batch 015 | Loss : 0.2985 | Acc : 0.8620
     Batch 020 | Loss : 0.3033 | Acc : 0.8639
     Batch 025 | Loss : 0.3384 | Acc : 0.8403
     Batch 030 | Loss : 0.3485 | Acc : 0.8394
     Batch 035 | Loss : 0.3638 | Acc : 0.8316
